#N	alpha	gamma	mu	phi	psi	rho	sigm
0	0.393	1.146	1.463	0.561	0.632	1.000	0.669
1	0.043	1.141	1.162	0.473	0.867	1.000	0.583
2	1.000	0.907	1.128	0.293	0.929	0.000	0.692
3	0.048	1.209	1.073	0.471	0.640	1.000	0.620
4	1.000	0.956	1.142	0.718	0.732	0.000	0.924
5	0.035	1.462	1.342	0.587	0.727	1.000	0.903
6	0.211	1.183	1.432	0.104	0.590	1.000	0.805
7	0.144	1.000	1.346	0.438	0.898	1.000	0.664
8	1.000	1.489	1.000	0.542	0.603	0.000	0.528
9	0.070	1.389	1.194	0.084	0.649	1.000	0.827
10	0.288	1.295	1.183	0.289	0.931	1.000	0.911
11	0.052	0.607	1.381	0.855	0.678	1.000	0.544
12	0.033	1.247	1.013	0.861	0.901	1.000	0.526
13	1.000	0.739	1.122	0.350	0.728	0.000	0.712
14	0.075	0.569	1.416	0.347	0.545	1.000	0.748
15	0.072	0.681	1.467	0.654	0.921	1.000	0.612
16	0.047	1.458	1.499	0.973	0.723	1.000	0.709
17	0.078	1.095	1.217	0.798	0.796	1.000	0.815
18	0.208	1.230	1.197	0.447	0.618	1.000	0.892
19	0.066	0.630	1.373	0.823	0.920	1.000	0.929
20	0.058	1.403	1.082	0.902	0.903	1.000	0.517
21	0.393	0.782	1.441	0.434	0.597	1.000	0.532
22	0.082	0.585	1.300	0.106	0.785	1.000	0.781
23	0.061	0.966	1.221	0.501	0.531	1.000	0.549
24	0.393	1.137	1.347	0.808	0.844	1.000	0.846
25	0.052	0.832	1.312	0.235	0.725	1.000	0.515
26	0.107	1.209	1.276	0.688	0.637	1.000	0.563
27	0.050	1.368	1.005	0.780	0.590	1.000	0.604
28	0.256	0.574	1.181	0.909	0.989	1.000	0.640
29	1.000	1.031	1.418	0.929	0.733	0.000	0.822
#From	To	chi[to]	beta[fr]	lambda
0	10	0.396	0.145	1.000
0	15	0.002	0.004	1.000
0	18	0.065	0.240	1.000
0	22	0.031	0.242	1.000
0	24	0.133	0.224	1.000
0	28	0.147	0.144	1.000
1	3	0.017	0.187	1.000
1	5	0.224	0.169	1.000
1	15	0.066	0.096	1.000
1	17	0.109	0.179	1.000
1	20	0.282	0.110	1.000
1	22	0.031	0.144	1.000
1	25	0.064	0.031	1.000
1	27	0.031	0.083	1.000
2	3	0.044	0.088	1.000
2	5	0.086	0.157	1.000
2	11	0.241	0.192	1.000
2	15	0.066	0.038	1.000
2	17	0.168	0.148	1.000
2	22	0.069	0.107	1.000
2	23	0.315	0.118	1.000
2	25	0.098	0.075	1.000
2	27	0.300	0.076	1.000
3	12	0.020	1.000	1.000
4	0	0.622	0.176	1.000
4	18	0.180	0.230	1.000
4	21	1.000	0.254	1.000
4	22	0.067	0.213	1.000
4	24	0.094	0.066	1.000
4	28	0.023	0.062	1.000
5	12	0.184	1.000	1.000
6	3	0.046	0.078	1.000
6	7	0.036	0.168	1.000
6	9	0.110	0.061	1.000
6	14	0.062	0.080	1.000
6	15	0.087	0.082	1.000
6	16	0.128	0.117	1.000
6	18	0.010	0.167	1.000
6	22	0.076	0.151	1.000
6	25	0.016	0.083	1.000
6	28	0.182	0.013	1.000
7	1	0.052	0.013	1.000
7	3	0.114	0.023	1.000
7	9	0.123	0.106	1.000
7	14	0.175	0.140	1.000
7	15	0.078	0.136	1.000
7	16	0.037	0.141	1.000
7	19	0.496	0.097	1.000
7	20	0.046	0.093	1.000
7	22	0.003	0.101	1.000
7	25	0.055	0.151	1.000
8	0	0.378	0.946	1.000
8	18	0.167	0.054	1.000
9	1	0.108	0.185	1.000
9	3	0.069	0.094	1.000
9	9	0.069	0.126	1.000
9	14	0.132	0.162	1.000
9	15	0.065	0.103	1.000
9	16	0.017	0.017	1.000
9	20	0.082	0.138	1.000
9	22	0.096	0.057	1.000
9	25	0.104	0.117	1.000
10	1	0.189	0.115	1.000
10	3	0.112	0.028	1.000
10	7	0.102	0.060	1.000
10	9	0.156	0.065	1.000
10	14	0.085	0.108	1.000
10	15	0.041	0.168	1.000
10	16	0.104	0.012	1.000
10	19	0.405	0.146	1.000
10	20	0.012	0.110	1.000
10	22	0.093	0.106	1.000
10	25	0.068	0.064	1.000
10	26	0.211	0.019	1.000
11	12	0.180	1.000	1.000
12	5	0.023	0.580	1.000
12	12	0.096	0.420	1.000
13	6	0.166	0.191	1.000
13	7	0.115	0.054	1.000
13	10	0.490	0.095	1.000
13	15	0.017	0.187	1.000
13	18	0.067	0.128	1.000
13	22	0.017	0.066	1.000
13	24	0.089	0.225	1.000
13	28	0.163	0.055	1.000
14	1	0.115	0.265	1.000
14	3	0.030	0.116	1.000
14	9	0.155	0.091	1.000
14	14	0.175	0.065	1.000
14	15	0.104	0.043	1.000
14	16	0.119	0.063	1.000
14	19	0.036	0.166	1.000
14	20	0.035	0.075	1.000
14	22	0.023	0.062	1.000
14	25	0.085	0.055	1.000
15	12	0.184	1.000	1.000
16	3	0.041	0.086	1.000
16	5	0.081	0.157	1.000
16	11	0.013	0.121	1.000
16	15	0.105	0.117	1.000
16	17	0.215	0.126	1.000
16	22	0.029	0.056	1.000
16	23	0.426	0.074	1.000
16	25	0.092	0.083	1.000
16	27	0.124	0.181	1.000
17	3	0.052	0.020	1.000
17	5	0.156	0.103	1.000
17	11	0.702	0.269	1.000
17	12	0.031	0.119	1.000
17	15	0.027	0.104	1.000
17	17	0.118	0.088	1.000
17	23	0.259	0.031	1.000
17	25	0.077	0.166	1.000
17	27	0.076	0.100	1.000
18	3	0.116	0.193	1.000
18	5	0.119	0.165	1.000
18	15	0.043	0.090	1.000
18	17	0.190	0.134	1.000
18	20	0.071	0.104	1.000
18	22	0.046	0.083	1.000
18	25	0.018	0.036	1.000
18	27	0.470	0.195	1.000
19	1	0.178	0.140	1.000
19	3	0.086	0.017	1.000
19	9	0.009	0.190	1.000
19	14	0.050	0.104	1.000
19	15	0.087	0.061	1.000
19	16	0.292	0.065	1.000
19	20	0.014	0.108	1.000
19	22	0.048	0.120	1.000
19	25	0.041	0.195	1.000
20	1	0.149	0.014	1.000
20	3	0.119	0.062	1.000
20	5	0.028	0.012	1.000
20	9	0.123	0.291	1.000
20	14	0.091	0.035	1.000
20	15	0.028	0.176	1.000
20	16	0.018	0.086	1.000
20	17	0.199	0.010	1.000
20	20	0.180	0.055	1.000
20	22	0.051	0.226	1.000
20	25	0.119	0.032	1.000
21	6	0.442	0.293	1.000
21	7	0.316	0.175	1.000
21	14	0.092	0.088	1.000
21	15	0.070	0.006	1.000
21	18	0.177	0.113	1.000
21	22	0.094	0.038	1.000
21	25	0.050	0.005	1.000
21	28	0.015	0.283	1.000
22	5	0.091	0.108	1.000
22	11	0.045	0.407	1.000
22	12	0.016	0.486	1.000
23	5	0.191	0.575	1.000
23	12	0.164	0.425	1.000
24	6	0.392	0.170	1.000
24	7	0.282	0.037	1.000
24	15	0.012	0.340	1.000
24	18	0.141	0.009	1.000
24	22	0.041	0.025	1.000
24	24	0.107	0.059	1.000
24	28	0.232	0.360	1.000
25	12	0.115	1.000	1.000
26	1	0.124	0.171	1.000
26	3	0.126	0.128	1.000
26	9	0.110	0.078	1.000
26	14	0.092	0.043	1.000
26	15	0.040	0.148	1.000
26	16	0.158	0.092	1.000
26	20	0.279	0.127	1.000
26	22	0.024	0.075	1.000
26	25	0.025	0.137	1.000
27	12	0.011	1.000	1.000
28	1	0.083	0.075	1.000
28	3	0.027	0.003	1.000
28	7	0.149	0.014	1.000
28	9	0.145	0.038	1.000
28	14	0.046	0.092	1.000
28	15	0.050	0.111	1.000
28	16	0.127	0.107	1.000
28	18	0.162	0.120	1.000
28	19	0.063	0.036	1.000
28	22	0.092	0.088	1.000
28	25	0.087	0.118	1.000
28	26	0.789	0.113	1.000
28	28	0.178	0.087	1.000
29	10	0.114	0.220	1.000
29	15	0.011	0.189	1.000
29	18	0.032	0.248	1.000
29	22	0.069	0.092	1.000
29	24	0.577	0.114	1.000
29	28	0.060	0.136	1.000
