#N	alpha	gamma	mu	phi	psi	rho	sigm
0	0.228	1.097	1.261	0.241	0.876	1.000	0.930
1	0.060	0.593	1.237	0.675	0.907	1.000	0.548
2	0.393	0.813	1.385	0.661	0.929	1.000	0.781
3	1.000	1.299	1.474	0.111	0.593	0.000	0.761
4	0.122	0.907	1.154	0.601	0.675	1.000	0.825
5	0.076	1.253	1.010	0.831	0.735	1.000	0.000
6	1.000	0.558	1.220	0.953	0.927	0.000	0.743
7	0.393	1.080	1.205	0.037	0.622	1.000	0.780
8	0.311	1.405	1.226	0.251	0.957	1.000	0.891
9	0.084	1.402	1.424	0.647	0.852	1.000	0.809
10	0.085	1.291	1.247	0.482	0.855	1.000	0.534
11	0.137	0.561	1.164	0.646	0.641	1.000	0.516
12	0.311	1.287	1.273	0.850	0.672	1.000	0.773
13	1.000	0.905	1.372	0.026	0.726	0.000	0.642
14	0.083	0.637	1.002	0.538	0.584	1.000	0.887
15	0.137	1.305	1.467	0.015	0.751	1.000	0.742
16	0.195	0.530	1.294	0.607	0.991	1.000	0.755
17	0.118	0.864	1.276	0.976	0.800	1.000	0.712
18	1.000	0.759	1.352	0.688	0.586	0.000	0.986
19	0.048	0.584	1.322	0.964	0.671	1.000	0.923
#From	To	chi[to]	beta[fr]	lambda
0	5	0.069	1.000	1.000
1	5	0.020	0.330	1.000
1	10	0.117	0.069	1.000
1	14	0.080	0.225	1.000
1	17	0.112	0.376	1.000
2	0	0.261	0.118	1.000
2	5	0.122	0.164	1.000
2	8	0.254	0.157	1.000
2	12	0.235	0.212	1.000
2	15	0.621	0.163	1.000
2	16	0.330	0.123	1.000
2	17	0.006	0.062	1.000
3	0	0.185	0.022	1.000
3	7	0.300	0.403	1.000
3	8	0.203	0.231	1.000
3	12	0.550	0.209	1.000
3	17	0.081	0.135	1.000
4	5	0.063	0.254	1.000
4	10	0.158	0.308	1.000
4	14	0.037	0.083	1.000
4	17	0.028	0.130	1.000
4	19	1.000	0.226	1.000
5	5	0.124	1.000	1.000
6	0	0.172	0.216	1.000
6	2	1.000	0.031	1.000
6	7	0.346	0.150	1.000
6	8	0.148	0.178	1.000
6	12	0.163	0.168	1.000
6	16	0.610	0.192	1.000
6	17	0.069	0.065	1.000
7	5	0.002	0.157	1.000
7	9	0.314	0.355	1.000
7	10	0.198	0.138	1.000
7	14	0.178	0.321	1.000
7	17	0.108	0.030	1.000
8	0	0.021	0.042	1.000
8	1	0.555	0.180	1.000
8	4	1.000	0.219	1.000
8	5	0.037	0.186	1.000
8	9	0.151	0.004	1.000
8	10	0.033	0.234	1.000
8	17	0.098	0.135	1.000
9	5	0.017	0.426	1.000
9	10	0.100	0.286	1.000
9	14	0.171	0.107	1.000
9	17	0.008	0.182	1.000
10	1	0.250	0.262	1.000
10	5	0.081	0.330	1.000
10	9	0.065	0.341	1.000
10	10	0.036	0.027	1.000
10	14	0.146	0.014	1.000
10	17	0.062	0.025	1.000
11	5	0.087	0.435	1.000
11	11	0.388	0.565	1.000
12	0	0.060	0.173	1.000
12	5	0.086	0.253	1.000
12	9	0.177	0.158	1.000
12	15	0.379	0.142	1.000
12	16	0.060	0.048	1.000
12	17	0.119	0.226	1.000
13	0	0.300	0.291	1.000
13	7	0.355	0.153	1.000
13	8	0.394	0.205	1.000
13	12	0.052	0.127	1.000
13	17	0.007	0.225	1.000
14	5	0.022	0.192	1.000
14	10	0.027	0.081	1.000
14	14	0.066	0.212	1.000
14	17	0.012	0.515	1.000
15	1	0.195	0.271	1.000
15	5	0.043	0.179	1.000
15	9	0.293	0.062	1.000
15	10	0.096	0.014	1.000
15	14	0.135	0.336	1.000
15	17	0.101	0.138	1.000
16	5	0.037	0.290	1.000
16	10	0.087	0.222	1.000
16	17	0.099	0.488	1.000
17	5	0.057	0.032	1.000
17	10	0.018	0.177	1.000
17	14	0.181	0.371	1.000
17	17	0.087	0.420	1.000
18	5	0.123	0.341	1.000
18	10	0.130	0.071	1.000
18	14	0.006	0.223	1.000
18	17	0.003	0.365	1.000
19	5	0.009	0.478	1.000
19	11	0.612	0.522	1.000
