#N	alpha	gamma	mu	phi	psi	rho	sigm
0	1.000	1.250	1.244	0.688	0.964	0.000	0.795
1	1.000	0.647	1.022	0.727	0.863	0.000	0.567
2	0.393	0.718	1.120	0.273	0.582	1.000	0.561
3	1.000	0.801	1.091	0.174	0.807	0.000	0.730
4	1.000	0.655	1.105	0.520	0.554	0.000	0.902
5	1.000	1.153	1.275	0.408	0.966	0.000	0.639
6	0.232	1.324	1.434	0.603	0.728	1.000	0.777
7	0.393	1.102	1.186	0.101	0.630	1.000	0.846
8	0.308	1.418	1.364	0.644	0.529	1.000	0.830
9	0.246	0.859	1.202	0.646	0.821	1.000	0.000
#From	To	chi[to]	beta[fr]	lambda
0	2	1.000	0.620	1.000
0	7	1.000	0.380	1.000
1	6	0.181	0.396	1.000
1	8	0.272	0.604	1.000
2	9	0.465	1.000	1.000
3	8	0.283	1.000	1.000
4	9	0.535	1.000	1.000
5	6	0.150	0.655	1.000
5	8	0.015	0.345	1.000
6	8	0.071	1.000	1.000
7	6	0.457	0.274	1.000
7	8	0.260	0.726	1.000
8	6	0.213	0.348	1.000
8	8	0.097	0.652	1.000
