#N	alpha	gamma	mu	phi	psi	rho	sigm
0	1.000	0.937	1.067	0.580	0.696	0.000	0.916
1	1.000	1.034	1.258	0.128	0.547	0.000	0.945
2	0.627	1.164	1.167	0.609	0.837	1.000	0.594
3	0.154	1.251	1.025	0.477	0.555	1.000	0.619
4	1.000	1.196	1.185	0.160	0.849	0.000	0.957
5	1.000	1.042	1.342	0.961	0.888	0.000	0.761
6	0.195	1.487	1.426	0.539	0.740	1.000	0.778
7	0.103	1.007	1.424	0.442	0.926	1.000	0.925
8	1.000	0.610	1.166	0.270	0.659	0.000	0.780
9	1.000	0.930	1.170	0.923	0.696	0.000	0.875
10	0.068	0.832	1.254	0.699	0.767	1.000	0.899
11	0.168	1.469	1.361	0.674	0.976	1.000	0.532
12	0.225	1.344	1.031	0.446	0.651	1.000	0.995
13	0.196	0.654	1.430	0.512	0.820	1.000	0.879
14	0.393	0.912	1.241	0.609	0.783	1.000	0.873
15	0.097	0.569	1.063	0.634	0.755	1.000	0.876
16	0.157	0.663	1.245	0.273	0.927	1.000	0.956
17	0.393	1.337	1.004	0.268	0.617	1.000	0.624
18	0.155	0.596	1.268	0.406	0.924	1.000	0.753
19	0.143	1.416	1.111	0.757	0.679	1.000	0.522
20	0.186	0.956	1.149	0.247	0.955	1.000	0.507
21	0.149	1.062	1.078	0.633	0.689	1.000	0.770
22	0.393	1.306	1.037	0.122	0.503	1.000	0.895
23	0.154	1.248	1.101	0.722	0.656	1.000	0.914
24	0.393	0.695	1.443	0.062	0.981	1.000	0.835
25	1.000	0.843	1.400	0.073	0.647	0.000	0.987
26	0.105	1.067	1.169	0.952	0.684	1.000	0.000
27	0.158	0.674	1.455	0.922	0.749	1.000	0.531
28	0.157	0.821	1.238	0.095	0.679	1.000	0.951
29	1.000	1.105	1.006	0.020	0.907	0.000	0.582
#From	To	chi[to]	beta[fr]	lambda
0	6	0.067	0.084	1.000
0	12	0.253	0.297	1.000
0	16	0.047	0.266	1.000
0	19	0.029	0.051	1.000
0	28	0.022	0.302	1.000
1	2	0.387	0.079	1.000
1	6	0.223	0.081	1.000
1	16	0.015	0.158	1.000
1	19	0.002	0.058	1.000
1	27	0.200	0.280	1.000
1	28	0.107	0.344	1.000
2	2	0.613	0.186	1.000
2	6	0.076	0.233	1.000
2	16	0.150	0.151	1.000
2	19	0.066	0.153	1.000
2	28	0.087	0.277	1.000
3	15	0.306	0.255	1.000
3	16	0.057	0.244	1.000
3	19	0.100	0.079	1.000
3	20	0.492	0.125	1.000
3	27	0.218	0.234	1.000
3	28	0.146	0.063	1.000
4	14	1.000	0.284	1.000
4	17	1.000	0.117	1.000
4	22	1.000	0.323	1.000
4	24	1.000	0.020	1.000
4	27	0.036	0.255	1.000
5	16	0.134	0.110	1.000
5	19	0.027	0.265	1.000
5	20	0.082	0.209	1.000
5	27	0.056	0.230	1.000
5	28	0.047	0.187	1.000
6	7	0.188	0.441	1.000
6	26	0.077	0.559	1.000
7	7	0.055	0.560	1.000
7	26	0.090	0.440	1.000
8	26	0.042	1.000	1.000
9	6	0.093	0.225	1.000
9	12	0.242	0.143	1.000
9	13	0.267	0.337	1.000
9	16	0.059	0.099	1.000
9	19	0.071	0.180	1.000
9	28	0.140	0.015	1.000
10	26	0.011	1.000	1.000
11	10	0.240	0.270	1.000
11	11	0.279	0.224	1.000
11	19	0.009	0.229	1.000
11	21	0.203	0.025	1.000
11	26	0.063	0.252	1.000
12	7	0.055	0.453	1.000
12	21	0.157	0.512	1.000
12	26	0.088	0.035	1.000
13	10	0.418	0.170	1.000
13	11	0.241	0.364	1.000
13	19	0.095	0.234	1.000
13	21	0.191	0.186	1.000
13	26	0.012	0.046	1.000
14	13	0.302	0.457	1.000
14	18	0.443	0.199	1.000
14	19	0.050	0.259	1.000
14	26	0.029	0.085	1.000
15	6	0.184	0.297	1.000
15	16	0.144	0.333	1.000
15	19	0.021	0.341	1.000
15	28	0.137	0.029	1.000
16	6	0.088	0.254	1.000
16	12	0.208	0.154	1.000
16	13	0.276	0.269	1.000
16	18	0.214	0.011	1.000
16	19	0.045	0.182	1.000
16	26	0.030	0.131	1.000
17	3	1.000	0.136	1.000
17	15	0.694	0.049	1.000
17	16	0.119	0.194	1.000
17	19	0.048	0.177	1.000
17	20	0.334	0.140	1.000
17	23	1.000	0.163	1.000
17	27	0.094	0.048	1.000
17	28	0.059	0.093	1.000
18	7	0.173	0.740	1.000
18	26	0.038	0.260	1.000
19	7	0.301	0.421	1.000
19	26	0.017	0.579	1.000
20	16	0.047	0.008	1.000
20	19	0.099	0.348	1.000
20	20	0.050	0.229	1.000
20	27	0.126	0.343	1.000
20	28	0.154	0.072	1.000
21	7	0.121	0.365	1.000
21	21	0.082	0.404	1.000
21	26	0.048	0.231	1.000
22	6	0.126	0.257	1.000
22	12	0.236	0.263	1.000
22	16	0.079	0.166	1.000
22	19	0.096	0.035	1.000
22	28	0.083	0.280	1.000
23	16	0.150	0.246	1.000
23	19	0.083	0.078	1.000
23	20	0.041	0.286	1.000
23	27	0.269	0.167	1.000
23	28	0.018	0.224	1.000
24	7	0.070	0.398	1.000
24	26	0.061	0.602	1.000
25	19	0.011	0.425	1.000
25	21	0.166	0.161	1.000
25	26	0.098	0.414	1.000
26	26	0.104	1.000	1.000
27	7	0.036	0.251	1.000
27	26	0.112	0.749	1.000
28	10	0.342	0.243	1.000
28	11	0.480	0.243	1.000
28	19	0.097	0.117	1.000
28	21	0.201	0.160	1.000
28	26	0.026	0.238	1.000
29	6	0.141	0.270	1.000
29	12	0.060	0.152	1.000
29	13	0.155	0.050	1.000
29	18	0.342	0.100	1.000
29	19	0.052	0.157	1.000
29	26	0.054	0.271	1.000
