#N	alpha	gamma	mu	phi	psi	rho	sigm
0	0.040	1.180	1.020	0.060	0.657	1.000	0.579
1	1.000	0.896	1.292	0.406	0.550	0.000	0.685
2	0.061	0.926	1.149	0.458	0.525	1.000	0.837
3	0.393	0.731	1.150	0.528	0.949	1.000	0.793
4	0.038	1.324	1.194	0.916	0.803	1.000	0.909
5	0.076	0.700	1.274	0.821	0.693	1.000	0.846
6	0.074	1.283	1.343	0.607	0.976	1.000	0.657
7	0.083	1.241	1.118	0.089	0.994	1.000	0.533
8	0.077	1.278	1.463	0.083	0.862	1.000	0.658
9	0.154	0.655	1.432	0.525	0.894	1.000	0.608
10	0.154	1.338	1.299	0.028	0.543	1.000	0.667
11	0.087	0.975	1.323	0.950	0.692	1.000	0.769
12	0.039	0.853	1.230	0.477	0.713	1.000	0.702
13	0.154	0.687	1.277	0.308	0.854	1.000	0.629
14	0.393	1.010	1.412	0.627	0.854	1.000	0.910
15	0.122	0.804	1.479	0.723	0.658	1.000	0.554
16	0.154	1.020	1.466	0.378	0.594	1.000	0.618
17	0.103	1.112	1.072	0.522	0.734	1.000	0.836
18	0.038	1.166	1.429	0.246	0.598	1.000	0.966
19	0.050	0.898	1.468	0.421	0.632	1.000	0.529
20	0.103	1.407	1.292	0.470	0.924	1.000	0.558
21	1.000	0.970	1.063	0.406	0.715	0.000	0.679
22	0.071	1.413	1.346	0.879	0.919	1.000	0.959
23	0.393	1.405	1.371	0.429	0.987	1.000	0.883
24	0.042	1.081	1.337	0.283	0.565	1.000	0.622
25	1.000	0.547	1.354	0.983	0.935	0.000	0.964
26	1.000	1.338	1.372	0.058	0.604	0.000	0.520
27	0.393	1.131	1.101	0.645	0.506	1.000	0.657
28	0.154	0.593	1.163	0.099	0.724	1.000	0.884
29	0.211	0.763	1.377	0.209	0.546	1.000	0.865
#From	To	chi[to]	beta[fr]	lambda
0	0	0.012	0.687	1.000
0	19	0.034	0.071	1.000
0	24	0.059	0.242	1.000
1	5	0.012	0.063	1.000
1	7	0.168	0.013	1.000
1	8	0.111	0.054	1.000
1	11	0.150	0.087	1.000
1	15	0.304	0.185	1.000
1	19	0.009	0.151	1.000
1	20	0.210	0.179	1.000
1	22	0.057	0.074	1.000
1	27	1.000	0.183	1.000
1	29	0.181	0.012	1.000
2	4	0.529	0.209	1.000
2	5	0.072	0.169	1.000
2	7	0.202	0.181	1.000
2	8	0.130	0.010	1.000
2	11	0.048	0.026	1.000
2	15	0.224	0.068	1.000
2	17	0.212	0.244	1.000
2	20	0.005	0.093	1.000
3	8	0.131	0.322	1.000
3	9	1.000	0.154	1.000
3	10	0.237	0.064	1.000
3	17	0.181	0.165	1.000
3	20	0.197	0.295	1.000
4	0	0.051	0.012	1.000
4	12	0.161	0.471	1.000
4	18	0.155	0.153	1.000
4	19	0.053	0.139	1.000
4	22	0.038	0.162	1.000
4	24	0.074	0.063	1.000
5	0	0.087	0.150	1.000
5	5	0.146	0.299	1.000
5	12	0.034	0.041	1.000
5	18	0.044	0.005	1.000
5	19	0.079	0.198	1.000
5	22	0.033	0.306	1.000
6	0	0.014	0.086	1.000
6	5	0.166	0.025	1.000
6	6	0.071	0.169	1.000
6	11	0.141	0.171	1.000
6	12	0.055	0.070	1.000
6	18	0.111	0.214	1.000
6	19	0.098	0.083	1.000
6	22	0.071	0.181	1.000
7	0	0.024	0.027	1.000
7	5	0.016	0.234	1.000
7	6	0.385	0.040	1.000
7	8	0.080	0.160	1.000
7	11	0.042	0.022	1.000
7	19	0.017	0.284	1.000
7	22	0.109	0.233	1.000
8	0	0.009	0.297	1.000
8	5	0.111	0.070	1.000
8	12	0.031	0.197	1.000
8	18	0.174	0.142	1.000
8	19	0.030	0.074	1.000
8	22	0.046	0.219	1.000
