#N	alpha	gamma	mu	phi	psi	rho	sigm
0	0.393	1.105	1.177	0.874	0.762	1.000	0.000
1	1.000	0.588	1.127	0.323	0.831	0.000	0.865
2	1.000	0.982	1.002	0.307	0.565	0.000	0.902
3	1.000	0.815	1.412	0.586	0.589	0.000	0.812
4	0.311	0.704	1.294	0.533	0.642	1.000	0.768
5	0.393	0.595	1.031	0.105	0.986	1.000	0.000
6	0.173	0.653	1.377	0.081	0.713	1.000	0.000
7	0.627	0.882	1.106	0.941	0.853	1.000	0.821
8	0.363	0.912	1.037	0.116	0.841	1.000	0.778
9	0.336	1.024	1.008	0.392	0.790	1.000	0.586
#From	To	chi[to]	beta[fr]	lambda
1	6	0.257	1.000	1.000
2	5	1.000	0.559	1.000
2	9	0.653	0.441	1.000
3	0	1.000	0.343	1.000
3	4	0.591	0.160	1.000
3	7	0.542	0.273	1.000
3	9	0.064	0.224	1.000
4	6	0.237	1.000	1.000
7	4	0.409	0.270	1.000
7	7	0.458	0.101	1.000
7	9	0.282	0.630	1.000
8	6	0.145	0.272	1.000
8	8	0.636	0.728	1.000
9	6	0.361	0.948	1.000
9	8	0.364	0.052	1.000
