#N	alpha	gamma	mu	phi	psi	rho	sigm
0	1.000	1.487	1.063	0.460	0.989	0.000	0.795
1	0.393	1.079	1.002	0.081	0.662	1.000	0.515
2	1.000	1.433	1.408	0.360	0.859	0.000	0.924
3	0.136	1.259	1.418	0.425	0.716	1.000	0.699
4	0.093	1.467	1.431	0.980	0.965	1.000	0.795
5	0.311	1.036	1.292	0.925	0.586	1.000	0.613
6	1.000	0.975	1.349	0.071	0.928	0.000	0.933
7	0.145	1.106	1.065	0.843	0.637	1.000	0.528
8	0.258	1.021	1.180	0.838	0.946	1.000	0.626
9	0.627	0.891	1.429	0.928	0.679	1.000	0.911
10	0.393	0.707	1.284	0.512	0.583	1.000	0.000
11	0.241	0.796	1.278	0.449	0.707	1.000	0.728
12	1.000	0.821	1.461	0.725	0.926	0.000	0.955
13	0.393	0.966	1.257	0.208	0.984	1.000	0.740
14	0.107	1.327	1.450	0.890	0.613	1.000	0.000
15	0.149	0.753	1.405	0.790	0.557	1.000	0.524
16	0.148	1.480	1.126	0.170	0.917	1.000	0.826
17	0.145	1.025	1.126	0.495	0.734	1.000	0.945
18	0.336	0.868	1.454	0.546	0.809	1.000	0.826
19	0.055	1.095	1.163	0.909	0.507	1.000	0.000
#From	To	chi[to]	beta[fr]	lambda
0	9	0.502	0.478	1.000
0	18	0.223	0.522	1.000
1	3	0.092	0.327	1.000
1	7	0.259	0.027	1.000
1	8	0.367	0.051	1.000
1	11	0.238	0.071	1.000
1	14	0.038	0.194	1.000
1	16	0.078	0.195	1.000
1	17	0.192	0.135	1.000
2	1	1.000	0.218	1.000
2	5	0.265	0.177	1.000
2	8	0.066	0.389	1.000
2	18	0.644	0.216	1.000
3	3	0.036	0.018	1.000
3	14	0.026	0.465	1.000
3	19	0.394	0.517	1.000
4	14	0.096	1.000	1.000
5	3	0.092	0.274	1.000
5	7	0.291	0.158	1.000
5	14	0.038	0.290	1.000
5	16	0.035	0.196	1.000
5	17	0.137	0.082	1.000
6	3	0.095	0.198	1.000
6	4	0.330	0.292	1.000
6	10	1.000	0.278	1.000
6	13	1.000	0.195	1.000
6	14	0.165	0.038	1.000
7	3	0.074	0.401	1.000
7	4	0.301	0.215	1.000
7	14	0.090	0.384	1.000
8	3	0.129	0.173	1.000
8	7	0.069	0.192	1.000
8	8	0.124	0.010	1.000
8	11	0.183	0.025	1.000
8	14	0.008	0.183	1.000
8	15	0.175	0.137	1.000
8	16	0.675	0.164	1.000
8	17	0.121	0.116	1.000
9	5	0.735	0.250	1.000
9	9	0.498	0.203	1.000
9	18	0.132	0.547	1.000
11	3	0.124	0.078	1.000
11	7	0.305	0.293	1.000
11	8	0.033	0.149	1.000
11	11	0.083	0.165	1.000
11	14	0.012	0.020	1.000
11	15	0.359	0.230	1.000
11	16	0.032	0.040	1.000
11	17	0.128	0.026	1.000
12	3	0.056	0.042	1.000
12	7	0.034	0.194	1.000
12	8	0.210	0.026	1.000
12	11	0.164	0.258	1.000
12	15	0.205	0.211	1.000
12	16	0.181	0.204	1.000
12	17	0.281	0.066	1.000
13	14	0.094	1.000	1.000
14	14	0.127	1.000	1.000
15	3	0.023	0.046	1.000
15	4	0.252	0.511	1.000
15	14	0.059	0.443	1.000
16	3	0.046	0.214	1.000
16	4	0.117	0.375	1.000
16	14	0.098	0.411	1.000
17	3	0.111	0.336	1.000
17	14	0.148	0.566	1.000
17	19	0.606	0.098	1.000
18	3	0.121	0.277	1.000
18	7	0.042	0.332	1.000
18	8	0.200	0.063	1.000
18	11	0.332	0.058	1.000
18	15	0.261	0.032	1.000
18	17	0.142	0.238	1.000
