#N	alpha	gamma	mu	phi	psi	rho	sigm
0	0.319	1.038	1.413	0.153	0.827	1.000	0.995
1	0.536	1.139	1.388	0.308	0.922	1.000	0.733
2	0.319	1.215	1.110	0.982	0.795	1.000	0.637
3	0.126	0.807	1.201	0.926	0.525	1.000	0.781
4	0.271	1.172	1.031	0.237	0.782	1.000	0.987
5	0.123	1.054	1.458	0.164	0.915	1.000	0.539
6	0.186	0.540	1.190	0.962	0.859	1.000	0.989
7	1.000	1.140	1.203	0.801	0.659	0.000	0.984
8	0.186	1.108	1.091	0.213	0.963	1.000	0.639
9	1.000	0.506	1.291	0.943	0.524	0.000	0.724
10	0.120	1.102	1.174	0.569	0.734	1.000	0.641
11	0.268	0.803	1.444	0.224	0.837	1.000	0.984
12	0.167	1.254	1.421	0.325	0.779	1.000	0.763
13	0.167	1.168	1.021	0.585	0.770	1.000	0.775
14	1.000	0.799	1.018	0.491	0.584	0.000	0.730
15	1.000	1.087	1.479	0.239	0.531	0.000	0.841
16	0.425	1.369	1.193	0.167	0.602	1.000	0.748
17	0.288	1.405	1.091	0.975	0.954	1.000	0.545
18	0.106	0.898	1.267	0.801	0.842	1.000	0.864
19	1.000	0.757	1.300	0.814	0.594	0.000	0.616
#From	To	chi[to]	beta[fr]	lambda
0	3	0.076	0.564	1.000
0	5	0.081	0.436	1.000
1	0	0.565	0.074	1.000
1	1	0.530	0.054	1.000
1	2	0.522	0.103	1.000
1	4	0.231	0.096	1.000
1	6	0.202	0.189	1.000
1	8	0.004	0.190	1.000
1	16	0.309	0.198	1.000
1	17	0.428	0.097	1.000
2	5	0.055	0.295	1.000
2	6	0.127	0.204	1.000
2	8	0.064	0.032	1.000
2	10	0.089	0.061	1.000
2	11	0.479	0.173	1.000
2	18	0.208	0.235	1.000
3	3	0.371	0.811	1.000
3	5	0.077	0.189	1.000
4	3	0.105	0.363	1.000
4	5	0.028	0.310	1.000
4	18	0.072	0.327	1.000
5	3	0.054	0.664	1.000
5	5	0.123	0.336	1.000
6	5	0.109	0.051	1.000
6	10	0.123	0.563	1.000
6	18	0.224	0.386	1.000
7	3	0.101	0.612	1.000
7	5	0.135	0.388	1.000
8	5	0.091	0.317	1.000
8	10	0.099	0.276	1.000
8	18	0.171	0.407	1.000
9	0	0.038	0.043	1.000
9	1	0.033	0.100	1.000
9	2	0.161	0.014	1.000
9	4	0.289	0.413	1.000
9	6	0.165	0.092	1.000
9	8	0.125	0.311	1.000
9	16	0.036	0.026	1.000
10	3	0.147	0.427	1.000
10	5	0.063	0.194	1.000
10	18	0.080	0.379	1.000
11	5	0.025	0.206	1.000
11	10	0.119	0.492	1.000
11	18	0.118	0.303	1.000
12	5	0.004	0.203	1.000
12	6	0.055	0.464	1.000
12	8	0.052	0.035	1.000
12	10	0.150	0.298	1.000
13	5	0.091	0.055	1.000
13	6	0.049	0.302	1.000
13	8	0.211	0.189	1.000
13	10	0.161	0.454	1.000
14	5	0.026	0.224	1.000
14	6	0.149	0.260	1.000
14	8	0.080	0.179	1.000
14	10	0.004	0.031	1.000
14	11	0.305	0.036	1.000
14	18	0.024	0.271	1.000
15	5	0.042	0.235	1.000
15	6	0.085	0.116	1.000
15	8	0.211	0.063	1.000
15	10	0.172	0.190	1.000
15	11	0.216	0.396	1.000
16	4	0.167	0.167	1.000
16	6	0.016	0.255	1.000
16	8	0.057	0.351	1.000
16	12	1.000	0.109	1.000
16	13	1.000	0.084	1.000
16	16	0.084	0.034	1.000
17	5	0.041	0.323	1.000
17	6	0.109	0.377	1.000
17	8	0.170	0.011	1.000
17	10	0.083	0.029	1.000
17	18	0.103	0.260	1.000
18	3	0.146	0.508	1.000
18	5	0.007	0.492	1.000
19	0	0.396	0.143	1.000
19	1	0.437	0.025	1.000
19	2	0.317	0.084	1.000
19	4	0.312	0.064	1.000
19	6	0.042	0.072	1.000
19	8	0.026	0.263	1.000
19	16	0.572	0.195	1.000
19	17	0.572	0.154	1.000
