#N	alpha	gamma	mu	phi	psi	rho	sigm
0	1.000	0.578	1.214	0.289	0.803	0.000	0.970
1	0.020	1.204	1.231	0.835	0.947	1.000	0.516
2	0.051	1.472	1.122	0.854	0.715	1.000	0.906
3	0.393	0.972	1.067	0.982	0.677	1.000	0.648
4	1.000	0.960	1.241	0.700	0.739	0.000	0.672
5	0.097	1.358	1.349	0.606	0.651	1.000	0.687
6	0.126	0.909	1.002	0.632	0.986	1.000	0.540
7	0.126	0.987	1.396	0.579	0.566	1.000	0.616
8	1.000	1.358	1.128	0.275	0.503	0.000	0.712
9	0.246	1.461	1.475	0.196	0.905	1.000	0.743
10	0.098	0.929	1.300	0.600	0.902	1.000	0.704
11	1.000	1.074	1.020	0.631	0.767	0.000	0.834
12	0.136	0.872	1.076	0.427	0.872	1.000	0.539
13	0.038	0.874	1.390	0.157	0.643	1.000	0.590
14	0.098	0.621	1.103	0.081	0.828	1.000	0.689
15	0.126	1.146	1.386	0.416	0.816	1.000	0.000
16	1.000	1.295	1.094	0.619	0.937	0.000	0.794
17	0.128	0.641	1.411	0.195	0.713	1.000	0.805
18	0.122	0.794	1.397	0.937	0.997	1.000	0.892
19	0.088	1.147	1.379	0.428	0.708	1.000	0.000
#From	To	chi[to]	beta[fr]	lambda
0	6	0.009	0.078	1.000
0	7	0.184	0.156	1.000
0	10	0.183	0.146	1.000
0	14	0.136	0.063	1.000
0	15	0.124	0.121	1.000
0	17	0.355	0.020	1.000
0	18	0.196	0.180	1.000
0	19	0.072	0.237	1.000
1	19	0.086	1.000	1.000
2	1	1.000	0.047	1.000
2	19	0.090	0.953	1.000
3	9	0.800	1.000	1.000
4	3	1.000	0.121	1.000
4	9	0.200	0.879	1.000
5	6	0.061	0.179	1.000
5	7	0.099	0.135	1.000
5	10	0.078	0.213	1.000
5	13	1.000	0.064	1.000
5	14	0.111	0.093	1.000
5	15	0.078	0.146	1.000
5	17	0.357	0.116	1.000
5	18	0.058	0.054	1.000
6	2	0.421	0.062	1.000
6	10	0.101	0.266	1.000
6	12	0.011	0.378	1.000
6	14	0.149	0.117	1.000
6	19	0.042	0.176	1.000
7	2	0.220	0.163	1.000
7	10	0.050	0.233	1.000
7	12	0.131	0.095	1.000
7	14	0.084	0.271	1.000
7	19	0.056	0.238	1.000
8	6	0.072	0.186	1.000
8	7	0.066	0.105	1.000
8	10	0.018	0.081	1.000
8	14	0.034	0.131	1.000
8	15	0.036	0.146	1.000
8	17	0.072	0.019	1.000
8	18	0.194	0.141	1.000
8	19	0.134	0.190	1.000
9	5	1.000	0.091	1.000
9	6	0.303	0.198	1.000
9	7	0.181	0.089	1.000
9	10	0.031	0.287	1.000
9	15	0.202	0.171	1.000
9	18	0.212	0.164	1.000
10	19	0.043	1.000	1.000
11	6	0.056	0.024	1.000
11	7	0.180	0.103	1.000
11	10	0.043	0.172	1.000
11	14	0.187	0.187	1.000
11	15	0.059	0.099	1.000
11	17	0.100	0.230	1.000
11	18	0.122	0.106	1.000
11	19	0.077	0.079	1.000
12	2	0.359	0.272	1.000
12	10	0.004	0.037	1.000
12	12	0.230	0.333	1.000
12	14	0.033	0.122	1.000
12	19	0.133	0.236	1.000
13	6	0.023	0.120	1.000
13	7	0.023	0.173	1.000
13	10	0.260	0.214	1.000
13	14	0.184	0.094	1.000
13	15	0.253	0.023	1.000
13	17	0.117	0.150	1.000
13	18	0.217	0.226	1.000
14	19	0.021	1.000	1.000
16	6	0.205	0.086	1.000
16	7	0.167	0.191	1.000
16	10	0.213	0.048	1.000
16	12	0.288	0.029	1.000
16	14	0.023	0.196	1.000
16	15	0.234	0.162	1.000
16	19	0.022	0.287	1.000
17	19	0.040	1.000	1.000
18	6	0.271	0.218	1.000
18	7	0.101	0.294	1.000
18	10	0.019	0.208	1.000
18	12	0.339	0.022	1.000
18	14	0.058	0.039	1.000
18	15	0.014	0.020	1.000
18	19	0.157	0.198	1.000
19	19	0.028	1.000	1.000
