#N	alpha	gamma	mu	phi	psi	rho	sigm
0	0.132	1.300	1.418	0.354	0.928	1.000	0.882
1	0.152	0.926	1.315	0.485	0.647	1.000	0.538
2	0.296	1.298	1.106	0.294	0.670	1.000	0.588
3	0.145	0.569	1.138	0.729	0.941	1.000	0.978
4	0.038	1.142	1.462	0.759	0.634	1.000	0.558
5	0.168	1.222	1.483	0.415	0.919	1.000	0.825
6	0.154	0.676	1.069	0.118	0.676	1.000	0.758
7	0.246	1.276	1.387	0.489	0.810	1.000	0.931
8	1.000	1.497	1.353	0.188	0.507	0.000	0.858
9	0.058	1.103	1.189	0.128	0.830	1.000	0.654
10	0.154	1.473	1.164	0.473	0.535	1.000	0.733
11	0.066	0.939	1.443	0.763	0.675	1.000	0.798
12	0.050	1.393	1.485	0.642	0.532	1.000	0.000
13	0.393	1.287	1.237	0.622	0.612	1.000	0.623
14	0.627	0.932	1.103	0.801	0.849	1.000	0.840
15	0.114	0.705	1.099	0.474	0.777	1.000	0.513
16	1.000	1.490	1.288	0.392	0.676	0.000	0.697
17	1.000	1.311	1.471	0.442	0.929	0.000	0.893
18	0.061	1.021	1.409	0.068	0.644	1.000	0.908
19	0.161	0.744	1.137	0.622	0.878	1.000	0.885
20	0.184	0.618	1.433	0.682	0.567	1.000	0.689
21	1.000	1.406	1.287	0.219	0.797	0.000	0.903
22	0.184	1.383	1.060	0.521	0.999	1.000	0.509
23	0.103	0.999	1.464	0.511	0.891	1.000	0.674
24	0.195	1.108	1.358	0.836	0.942	1.000	0.602
25	0.154	1.247	1.393	0.945	0.501	1.000	0.606
26	0.077	1.419	1.286	0.283	0.788	1.000	0.932
27	0.311	0.992	1.048	0.393	0.520	1.000	0.950
28	0.068	0.824	1.154	0.492	0.932	1.000	0.541
29	0.088	0.521	1.112	0.149	0.954	1.000	0.572
#From	To	chi[to]	beta[fr]	lambda
0	11	0.052	0.060	1.000
0	12	0.066	0.824	1.000
0	28	0.074	0.116	1.000
1	12	0.024	0.408	1.000
1	28	0.015	0.592	1.000
2	0	0.141	0.208	1.000
2	2	0.302	0.103	1.000
2	3	0.723	0.145	1.000
2	9	0.300	0.003	1.000
2	15	0.176	0.182	1.000
2	23	0.058	0.176	1.000
2	28	0.035	0.112	1.000
2	29	0.015	0.071	1.000
3	12	0.081	0.759	1.000
3	28	0.021	0.241	1.000
4	12	0.012	1.000	1.000
5	0	0.006	0.304	1.000
5	2	0.214	0.016	1.000
5	3	0.237	0.036	1.000
5	9	0.201	0.132	1.000
5	15	0.119	0.267	1.000
5	19	0.648	0.118	1.000
5	23	0.014	0.089	1.000
5	28	0.101	0.027	1.000
5	29	0.039	0.011	1.000
6	12	0.108	1.000	1.000
7	11	0.135	0.289	1.000
7	12	0.066	0.387	1.000
7	28	0.029	0.324	1.000
8	0	0.101	0.048	1.000
8	1	0.150	0.184	1.000
8	15	0.031	0.184	1.000
8	20	0.257	0.203	1.000
8	22	0.284	0.017	1.000
8	23	0.354	0.211	1.000
8	29	0.105	0.154	1.000
9	11	0.109	0.234	1.000
9	12	0.085	0.581	1.000
9	28	0.067	0.186	1.000
10	0	0.358	0.074	1.000
10	4	0.090	0.137	1.000
10	9	0.266	0.055	1.000
10	12	0.064	0.196	1.000
10	15	0.061	0.181	1.000
10	18	1.000	0.040	1.000
10	23	0.160	0.071	1.000
10	28	0.003	0.055	1.000
10	29	0.019	0.191	1.000
11	11	0.104	0.247	1.000
11	12	0.076	0.367	1.000
11	28	0.077	0.386	1.000
12	12	0.023	1.000	1.000
13	6	0.145	0.118	1.000
13	7	0.368	0.342	1.000
13	10	1.000	0.356	1.000
13	24	0.742	0.043	1.000
13	25	1.000	0.141	1.000
14	7	0.393	0.256	1.000
14	14	0.182	0.249	1.000
