#N	alpha	gamma	mu	phi	psi	rho	sigm
0	0.393	0.916	1.180	0.253	0.605	1.000	0.851
1	1.000	1.021	1.251	0.950	0.885	0.000	0.856
2	0.105	1.457	1.363	0.125	0.691	1.000	0.000
3	0.106	1.141	1.071	0.653	0.864	1.000	0.000
4	1.000	0.794	1.116	0.844	0.596	0.000	0.943
5	1.000	1.119	1.431	0.337	0.968	0.000	0.553
6	0.270	0.857	1.025	0.541	0.529	1.000	0.756
7	0.393	1.275	1.127	0.448	0.924	1.000	0.896
8	0.246	1.499	1.461	0.848	0.859	1.000	0.745
9	0.288	1.295	1.162	0.161	0.549	1.000	0.886
#From	To	chi[to]	beta[fr]	lambda
0	6	0.229	0.623	1.000
0	8	0.112	0.377	1.000
1	6	0.203	0.290	1.000
1	8	0.328	0.246	1.000
1	9	0.341	0.464	1.000
4	0	1.000	0.410	1.000
4	6	0.107	0.590	1.000
5	6	0.301	0.215	1.000
5	7	1.000	0.212	1.000
5	8	0.368	0.267	1.000
5	9	0.327	0.306	1.000
6	2	0.411	0.479	1.000
6	3	1.000	0.521	1.000
7	6	0.159	0.206	1.000
7	8	0.192	0.246	1.000
7	9	0.332	0.547	1.000
8	2	0.359	1.000	1.000
9	2	0.231	1.000	1.000
