#N	alpha	gamma	mu	phi	psi	rho	sigm
0	0.115	0.502	1.397	0.451	0.961	1.000	0.941
1	0.125	0.719	1.276	0.876	0.701	1.000	0.519
2	0.023	1.019	1.394	0.123	0.507	1.000	0.888
3	0.032	0.657	1.477	0.034	0.601	1.000	0.622
4	0.026	0.570	1.370	0.469	0.765	1.000	0.514
5	0.040	1.031	1.018	0.149	0.786	1.000	0.885
6	0.131	1.439	1.274	0.632	0.657	1.000	0.519
7	0.020	1.500	1.125	0.182	0.548	1.000	0.739
8	0.014	1.123	1.462	0.133	0.869	1.000	0.553
9	0.017	1.329	1.415	0.610	0.693	1.000	0.568
10	0.020	1.329	1.334	0.330	0.989	1.000	0.961
11	0.010	1.027	1.290	0.533	0.972	1.000	0.885
12	0.083	1.226	1.470	0.970	0.565	1.000	0.638
13	0.044	0.970	1.152	0.437	0.857	1.000	0.591
14	0.078	1.030	1.475	0.627	0.828	1.000	0.567
15	0.052	1.116	1.264	0.918	0.558	1.000	0.734
16	0.393	0.695	1.180	0.349	0.862	1.000	0.727
17	0.022	0.680	1.211	0.367	0.891	1.000	0.504
18	0.393	0.653	1.201	0.061	0.987	1.000	0.995
19	1.000	0.733	1.208	0.624	0.937	0.000	0.613
20	0.049	0.962	1.174	0.136	0.703	1.000	0.648
21	0.027	1.378	1.019	0.644	0.968	1.000	0.843
22	0.211	1.235	1.256	0.404	0.761	1.000	0.616
23	0.021	1.054	1.317	0.817	0.682	1.000	0.787
24	0.017	1.189	1.377	0.711	0.878	1.000	0.943
25	0.050	0.530	1.277	0.766	0.955	1.000	0.798
26	0.167	0.954	1.283	0.935	0.703	1.000	0.721
27	0.026	1.072	1.183	0.195	0.529	1.000	0.514
28	0.016	0.839	1.477	0.604	0.961	1.000	0.733
29	0.120	0.747	1.164	0.339	0.563	1.000	0.771
#From	To	chi[to]	beta[fr]	lambda
0	0	0.401	0.174	1.000
0	3	0.058	0.182	1.000
0	5	0.452	0.160	1.000
0	13	0.061	0.002	1.000
0	14	0.277	0.058	1.000
0	20	0.049	0.150	1.000
0	21	0.013	0.106	1.000
0	25	0.518	0.168	1.000
1	8	0.078	0.031	1.000
1	9	0.132	0.091	1.000
1	11	0.190	0.508	1.000
1	24	0.050	0.311	1.000
1	28	0.095	0.059	1.000
2	7	0.121	0.228	1.000
2	8	0.100	0.162	1.000
2	9	0.046	0.125	1.000
2	10	0.218	0.014	1.000
2	21	0.023	0.227	1.000
2	23	0.070	0.069	1.000
2	24	0.052	0.175	1.000
3	8	0.050	0.187	1.000
3	9	0.072	0.375	1.000
3	11	0.229	0.402	1.000
3	24	0.072	0.024	1.000
3	28	0.101	0.012	1.000
4	8	0.073	0.111	1.000
4	9	0.055	0.131	1.000
4	11	0.086	0.215	1.000
4	24	0.068	0.395	1.000
4	28	0.129	0.148	1.000
5	2	0.462	0.316	1.000
5	3	0.035	0.036	1.000
5	13	0.157	0.091	1.000
5	17	0.383	0.116	1.000
5	20	0.051	0.088	1.000
5	21	0.109	0.127	1.000
5	23	0.011	0.226	1.000
6	2	0.092	0.101	1.000
6	3	0.073	0.122	1.000
6	4	0.259	0.099	1.000
6	6	0.911	0.117	1.000
6	10	0.270	0.015	1.000
6	17	0.327	0.135	1.000
6	20	0.076	0.027	1.000
6	21	0.012	0.112	1.000
6	23	0.151	0.144	1.000
6	24	0.092	0.049	1.000
6	27	0.439	0.079	1.000
7	7	0.145	0.014	1.000
7	8	0.044	0.296	1.000
7	9	0.042	0.186	1.000
7	21	0.110	0.284	1.000
7	23	0.011	0.069	1.000
7	24	0.013	0.030	1.000
7	28	0.066	0.122	1.000
8	8	0.037	0.125	1.000
8	11	0.071	0.170	1.000
8	24	0.003	0.573	1.000
8	28	0.120	0.132	1.000
