#N	alpha	gamma	mu	phi	psi	rho	sigm
0	0.393	0.599	1.022	0.324	0.605	1.000	0.931
1	0.393	1.161	1.471	0.171	0.687	1.000	0.500
2	1.000	0.814	1.146	0.417	0.582	0.000	0.837
3	1.000	1.226	1.111	0.071	0.876	0.000	0.563
4	0.148	1.376	1.011	0.923	0.788	1.000	0.905
5	1.000	1.419	1.168	0.220	0.845	0.000	0.638
6	0.260	0.950	1.490	0.629	0.737	1.000	0.567
7	0.135	1.421	1.420	0.159	0.701	1.000	0.573
8	1.000	1.295	1.488	0.580	0.841	0.000	0.706
9	0.236	1.284	1.380	0.253	0.806	1.000	0.999
10	1.000	1.076	1.175	0.832	0.836	0.000	0.939
11	0.152	1.130	1.055	0.899	0.970	1.000	0.860
12	0.393	1.279	1.161	0.998	0.800	1.000	0.864
13	1.000	1.495	1.318	0.324	0.655	0.000	0.739
14	1.000	1.134	1.202	0.349	0.717	0.000	0.709
15	0.251	1.159	1.203	0.863	0.540	1.000	0.826
16	1.000	1.404	1.018	0.961	0.706	0.000	0.521
17	0.288	0.809	1.480	0.849	0.556	1.000	0.956
18	0.326	1.309	1.191	0.480	0.766	1.000	0.616
19	0.235	0.916	1.182	0.706	0.624	1.000	0.855
#From	To	chi[to]	beta[fr]	lambda
0	4	0.133	0.333	1.000
0	7	0.193	0.667	1.000
1	6	0.123	0.363	1.000
1	9	0.173	0.249	1.000
1	19	0.150	0.388	1.000
2	0	1.000	0.327	1.000
2	9	0.074	0.166	1.000
2	15	0.131	0.189	1.000
2	19	0.389	0.318	1.000
3	6	0.008	0.247	1.000
3	9	0.011	0.458	1.000
3	18	0.147	0.295	1.000
4	4	0.033	0.440	1.000
4	7	0.078	0.235	1.000
4	11	0.216	0.325	1.000
5	1	0.656	0.537	1.000
5	12	1.000	0.463	1.000
6	4	0.142	0.264	1.000
6	7	0.069	0.270	1.000
6	9	0.054	0.193	1.000
6	15	0.628	0.273	1.000
7	4	0.123	0.450	1.000
7	7	0.102	0.550	1.000
8	1	0.344	0.574	1.000
8	9	0.035	0.133	1.000
8	17	0.397	0.110	1.000
8	18	0.082	0.183	1.000
9	4	0.048	0.344	1.000
9	7	0.186	0.298	1.000
9	11	0.124	0.357	1.000
10	4	0.166	0.185	1.000
10	7	0.197	0.815	1.000
11	4	0.036	0.501	1.000
11	7	0.054	0.403	1.000
11	11	0.295	0.096	1.000
12	9	0.054	0.287	1.000
12	17	0.311	0.417	1.000
12	18	0.221	0.296	1.000
13	6	0.172	0.046	1.000
13	9	0.171	0.339	1.000
13	17	0.293	0.204	1.000
13	18	0.295	0.411	1.000
14	6	0.402	0.049	1.000
14	9	0.165	0.423	1.000
14	18	0.255	0.529	1.000
15	4	0.155	0.236	1.000
15	7	0.057	0.240	1.000
15	11	0.365	0.524	1.000
16	4	0.075	0.159	1.000
16	9	0.048	0.621	1.000
16	15	0.241	0.102	1.000
16	19	0.355	0.118	1.000
17	4	0.019	0.246	1.000
17	7	0.055	0.596	1.000
17	9	0.081	0.158	1.000
18	6	0.296	0.460	1.000
18	9	0.133	0.318	1.000
18	19	0.106	0.222	1.000
19	4	0.068	0.463	1.000
19	7	0.009	0.537	1.000
