#N	alpha	gamma	mu	phi	psi	rho	sigm
0	0.246	1.180	1.265	0.782	0.938	1.000	0.546
1	1.000	1.458	1.019	0.564	0.863	0.000	0.658
2	1.000	0.986	1.404	0.467	0.668	0.000	0.763
3	1.000	0.950	1.489	0.962	0.752	0.000	0.880
4	0.160	1.483	1.059	0.317	0.531	1.000	0.810
5	0.246	0.559	1.419	0.397	0.818	1.000	0.962
6	0.061	1.357	1.020	0.355	0.887	1.000	0.000
7	1.000	0.881	1.162	0.121	0.528	0.000	0.763
8	0.116	0.989	1.356	0.701	0.992	1.000	0.554
9	0.129	0.794	1.183	0.891	0.989	1.000	0.667
10	0.134	0.699	1.337	0.407	0.579	1.000	0.799
11	1.000	0.943	1.058	0.201	0.740	0.000	0.987
12	0.057	1.049	1.167	0.896	0.660	1.000	0.600
13	1.000	0.650	1.276	0.449	0.733	0.000	0.841
14	0.017	1.168	1.072	0.556	0.581	1.000	0.970
15	0.180	0.530	1.280	0.521	0.769	1.000	0.521
16	0.195	0.875	1.199	0.332	0.585	1.000	0.517
17	0.097	0.885	1.463	0.109	0.757	1.000	0.542
18	0.097	0.898	1.457	0.078	0.848	1.000	0.000
19	0.085	1.205	1.343	0.595	0.849	1.000	0.948
20	0.042	1.321	1.260	0.175	0.958	1.000	0.911
21	0.097	0.623	1.207	0.486	0.597	1.000	0.927
22	0.393	1.419	1.017	0.437	0.708	1.000	0.539
23	0.118	0.684	1.362	0.339	0.707	1.000	0.738
24	0.246	1.218	1.145	0.410	0.646	1.000	0.605
25	1.000	0.882	1.055	0.443	0.563	0.000	0.682
26	0.046	0.549	1.393	0.486	0.605	1.000	0.706
27	0.106	1.441	1.070	0.204	0.832	1.000	0.929
28	0.143	1.431	1.217	0.053	0.892	1.000	0.585
29	0.143	1.484	1.269	0.949	0.798	1.000	0.587
#From	To	chi[to]	beta[fr]	lambda
0	5	0.068	0.188	1.000
0	9	0.443	0.113	1.000
0	15	0.496	0.013	1.000
0	16	0.734	0.203	1.000
0	21	1.000	0.076	1.000
0	23	0.033	0.108	1.000
0	28	0.630	0.179	1.000
0	29	0.190	0.120	1.000
1	4	0.098	0.025	1.000
1	6	0.017	0.069	1.000
1	8	0.129	0.192	1.000
1	18	0.137	0.224	1.000
1	23	0.109	0.269	1.000
1	27	0.035	0.221	1.000
2	5	0.254	0.122	1.000
2	9	0.229	0.136	1.000
2	15	0.181	0.026	1.000
2	16	0.266	0.138	1.000
2	23	0.105	0.228	1.000
2	28	0.158	0.309	1.000
2	29	0.417	0.041	1.000
3	5	0.269	1.000	1.000
4	4	0.245	0.344	1.000
4	6	0.068	0.102	1.000
4	8	0.254	0.047	1.000
4	18	0.058	0.167	1.000
4	23	0.027	0.042	1.000
4	27	0.115	0.298	1.000
5	6	0.051	0.057	1.000
5	17	0.214	0.086	1.000
5	19	0.135	0.037	1.000
5	23	0.060	0.474	1.000
5	27	0.072	0.345	1.000
7	6	0.064	0.027	1.000
7	12	0.141	0.379	1.000
7	19	0.078	0.040	1.000
7	27	0.100	0.555	1.000
8	6	0.062	0.230	1.000
8	10	0.627	0.226	1.000
8	12	0.128	0.152	1.000
8	17	0.050	0.183	1.000
8	19	0.166	0.028	1.000
8	27	0.048	0.181	1.000
9	4	0.034	0.290	1.000
9	6	0.052	0.135	1.000
9	18	0.008	0.164	1.000
9	23	0.075	0.076	1.000
9	27	0.105	0.335	1.000
10	6	0.069	0.434	1.000
10	12	0.153	0.459	1.000
10	19	0.109	0.087	1.000
10	27	0.002	0.020	1.000
11	0	0.354	0.181	1.000
11	5	0.318	0.366	1.000
11	22	1.000	0.318	1.000
11	23	0.076	0.011	1.000
11	24	0.562	0.123	1.000
12	6	0.002	1.000	1.000
13	6	0.037	0.159	1.000
13	10	0.373	0.148	1.000
13	12	0.138	0.249	1.000
13	17	0.045	0.271	1.000
13	19	0.066	0.084	1.000
13	27	0.078	0.089	1.000
14	6	0.026	1.000	1.000
15	6	0.032	0.449	1.000
15	12	0.025	0.198	1.000
15	19	0.160	0.302	1.000
15	27	0.077	0.051	1.000
16	6	0.042	0.213	1.000
16	9	0.046	0.170	1.000
16	18	0.365	0.120	1.000
16	23	0.108	0.033	1.000
16	28	0.213	0.192	1.000
16	29	0.392	0.272	1.000
17	6	0.004	0.338	1.000
17	12	0.016	0.118	1.000
17	19	0.088	0.422	1.000
17	27	0.110	0.122	1.000
19	6	0.064	0.451	1.000
19	12	0.166	0.549	1.000
20	6	0.024	0.392	1.000
20	12	0.007	0.265	1.000
20	14	0.305	0.343	1.000
21	4	0.077	0.197	1.000
21	6	0.035	0.267	1.000
21	8	0.045	0.031	1.000
21	17	0.214	0.189	1.000
21	18	0.302	0.005	1.000
21	23	0.077	0.302	1.000
21	27	0.078	0.009	1.000
