#N	alpha	gamma	mu	phi	psi	rho	sigm
0	1.000	1.100	1.357	0.092	0.586	0.000	0.548
1	1.000	0.750	1.007	0.872	0.998	0.000	0.856
2	0.627	0.903	1.230	0.121	0.940	1.000	0.805
3	0.154	1.050	1.048	0.076	0.812	1.000	0.585
4	1.000	1.111	1.100	0.536	0.815	0.000	0.557
5	1.000	0.728	1.155	0.402	0.546	0.000	0.536
6	0.195	0.988	1.356	0.614	0.656	1.000	0.840
7	0.103	1.393	1.238	0.872	0.623	1.000	0.979
8	1.000	1.378	1.029	0.324	0.544	0.000	0.957
9	1.000	0.670	1.165	0.230	0.700	0.000	0.813
10	0.068	0.739	1.208	0.446	0.929	1.000	0.540
11	0.168	0.967	1.098	0.393	0.587	1.000	0.623
12	0.225	1.447	1.017	0.727	0.978	1.000	0.982
13	0.196	0.513	1.253	0.082	0.692	1.000	0.507
14	0.393	0.921	1.467	0.029	0.649	1.000	0.835
15	0.097	1.129	1.144	0.357	0.994	1.000	0.881
16	0.157	0.558	1.234	0.601	0.520	1.000	0.691
17	0.393	0.716	1.206	0.159	0.575	1.000	0.919
18	0.155	1.423	1.159	0.121	0.760	1.000	0.882
19	0.143	0.506	1.074	0.733	0.704	1.000	0.888
20	0.186	0.555	1.080	0.925	0.935	1.000	0.507
21	0.149	0.961	1.395	0.408	0.806	1.000	0.517
22	0.393	1.249	1.488	0.587	0.902	1.000	0.840
23	0.154	1.084	1.148	0.594	0.764	1.000	0.964
24	0.393	0.768	1.296	0.342	0.517	1.000	0.734
25	1.000	1.243	1.253	0.211	0.552	0.000	0.980
26	0.105	0.834	1.415	0.665	0.625	1.000	0.000
27	0.158	0.511	1.213	0.132	0.547	1.000	0.640
28	0.157	1.266	1.185	0.073	0.683	1.000	0.544
29	1.000	1.070	1.057	0.271	0.546	0.000	0.778
#From	To	chi[to]	beta[fr]	lambda
0	6	0.120	0.249	1.000
0	12	0.105	0.171	1.000
0	16	0.028	0.167	1.000
0	19	0.047	0.374	1.000
0	28	0.090	0.039	1.000
1	2	0.549	0.236	1.000
1	6	0.086	0.045	1.000
1	16	0.093	0.244	1.000
1	19	0.100	0.155	1.000
1	27	0.065	0.130	1.000
1	28	0.150	0.191	1.000
2	2	0.451	0.211	1.000
2	6	0.183	0.323	1.000
2	16	0.010	0.267	1.000
2	19	0.016	0.116	1.000
2	28	0.006	0.083	1.000
3	15	0.648	0.189	1.000
3	16	0.014	0.266	1.000
3	19	0.007	0.077	1.000
3	20	0.196	0.316	1.000
3	27	0.135	0.089	1.000
3	28	0.156	0.063	1.000
4	14	1.000	0.148	1.000
4	17	1.000	0.129	1.000
4	22	1.000	0.307	1.000
4	24	1.000	0.107	1.000
4	27	0.118	0.309	1.000
5	16	0.063	0.239	1.000
5	19	0.044	0.171	1.000
5	20	0.238	0.342	1.000
5	27	0.263	0.050	1.000
5	28	0.087	0.198	1.000
6	7	0.140	0.650	1.000
6	26	0.084	0.350	1.000
7	7	0.191	0.330	1.000
7	26	0.084	0.670	1.000
8	26	0.029	1.000	1.000
9	6	0.167	0.086	1.000
9	12	0.334	0.122	1.000
9	13	0.257	0.289	1.000
9	16	0.163	0.065	1.000
9	19	0.073	0.217	1.000
9	28	0.062	0.222	1.000
10	26	0.032	1.000	1.000
11	10	0.499	0.075	1.000
11	11	0.107	0.057	1.000
11	19	0.074	0.135	1.000
11	21	0.288	0.555	1.000
11	26	0.049	0.178	1.000
12	7	0.083	0.408	1.000
12	21	0.242	0.249	1.000
12	26	0.075	0.343	1.000
13	10	0.050	0.031	1.000
13	11	0.442	0.223	1.000
13	19	0.097	0.084	1.000
13	21	0.059	0.330	1.000
13	26	0.004	0.333	1.000
14	13	0.350	0.010	1.000
14	18	0.396	0.151	1.000
14	19	0.055	0.537	1.000
14	26	0.091	0.303	1.000
15	6	0.162	0.427	1.000
15	16	0.096	0.206	1.000
15	19	0.065	0.317	1.000
15	28	0.100	0.050	1.000
16	6	0.062	0.197	1.000
16	12	0.197	0.266	1.000
16	13	0.213	0.006	1.000
16	18	0.508	0.058	1.000
16	19	0.084	0.270	1.000
16	26	0.003	0.202	1.000
17	3	1.000	0.079	1.000
17	15	0.352	0.092	1.000
17	16	0.156	0.062	1.000
17	19	0.032	0.189	1.000
17	20	0.075	0.140	1.000
17	23	1.000	0.218	1.000
17	27	0.087	0.074	1.000
17	28	0.138	0.146	1.000
18	7	0.172	0.733	1.000
18	26	0.024	0.267	1.000
19	7	0.171	0.118	1.000
19	26	0.077	0.882	1.000
20	16	0.160	0.293	1.000
20	19	0.024	0.017	1.000
20	20	0.255	0.237	1.000
20	27	0.240	0.146	1.000
20	28	0.091	0.307	1.000
21	7	0.130	0.138	1.000
21	21	0.068	0.052	1.000
21	26	0.098	0.810	1.000
22	6	0.216	0.153	1.000
22	12	0.062	0.069	1.000
22	16	0.164	0.271	1.000
22	19	0.100	0.290	1.000
22	28	0.024	0.217	1.000
23	16	0.052	0.140	1.000
23	19	0.012	0.319	1.000
23	20	0.237	0.172	1.000
23	27	0.092	0.318	1.000
23	28	0.096	0.051	1.000
24	7	0.094	0.074	1.000
24	26	0.048	0.926	1.000
25	19	0.059	0.072	1.000
25	21	0.131	0.525	1.000
25	26	0.065	0.403	1.000
26	26	0.012	1.000	1.000
27	7	0.019	0.459	1.000
27	26	0.014	0.541	1.000
28	10	0.451	0.357	1.000
28	11	0.452	0.058	1.000
28	19	0.076	0.223	1.000
28	21	0.213	0.141	1.000
28	26	0.096	0.222	1.000
