#N	alpha	gamma	mu	phi	psi	rho	sigm
0	0.077	0.868	1.281	0.404	0.895	1.000	0.855
1	0.136	0.645	1.317	0.490	0.659	1.000	0.679
2	1.000	1.121	1.383	0.025	0.705	0.000	0.506
3	1.000	0.645	1.137	0.510	0.799	0.000	0.677
4	0.393	0.919	1.085	0.470	0.657	1.000	0.691
5	0.109	0.712	1.453	0.533	0.596	1.000	0.967
6	0.195	0.679	1.079	0.617	0.711	1.000	0.951
7	0.393	1.470	1.031	0.269	0.971	1.000	0.990
8	0.089	0.632	1.294	0.665	0.866	1.000	0.600
9	1.000	1.159	1.254	0.628	0.773	0.000	0.612
10	1.000	0.960	1.263	0.566	0.576	0.000	0.515
11	0.154	0.546	1.124	0.939	0.898	1.000	0.516
12	0.179	1.138	1.273	0.578	0.857	1.000	0.849
13	0.102	1.264	1.018	0.132	0.845	1.000	0.922
14	0.081	1.149	1.244	0.036	0.702	1.000	0.732
15	0.393	0.618	1.304	0.343	0.761	1.000	0.979
16	0.278	1.239	1.462	0.580	0.969	1.000	0.888
17	0.393	1.233	1.228	0.418	0.938	1.000	0.796
18	0.393	1.356	1.379	0.622	0.567	1.000	0.683
19	0.146	0.513	1.399	0.785	0.790	1.000	0.932
#From	To	chi[to]	beta[fr]	lambda
0	5	0.027	0.342	1.000
0	13	0.102	0.428	1.000
0	14	0.122	0.230	1.000
1	5	0.118	0.272	1.000
1	13	0.093	0.223	1.000
1	14	0.178	0.258	1.000
1	19	0.084	0.247	1.000
2	1	0.236	0.277	1.000
2	5	0.078	0.230	1.000
2	12	0.012	0.230	1.000
2	13	0.114	0.037	1.000
2	16	0.125	0.055	1.000
2	17	0.308	0.060	1.000
2	19	0.138	0.111	1.000
3	4	0.320	0.423	1.000
3	12	0.032	0.120	1.000
3	15	1.000	0.168	1.000
3	18	0.416	0.289	1.000
4	4	0.413	0.299	1.000
4	7	0.565	0.284	1.000
4	11	0.295	0.289	1.000
4	12	0.085	0.128	1.000
5	5	0.063	0.292	1.000
5	13	0.047	0.365	1.000
5	14	0.097	0.343	1.000
6	0	1.000	0.118	1.000
6	1	0.179	0.197	1.000
6	6	0.284	0.157	1.000
6	8	0.319	0.284	1.000
6	12	0.025	0.244	1.000
7	4	0.267	0.145	1.000
7	6	0.170	0.282	1.000
7	7	0.435	0.226	1.000
7	11	0.116	0.277	1.000
7	12	0.288	0.071	1.000
8	5	0.039	0.755	1.000
8	13	0.117	0.019	1.000
8	14	0.076	0.226	1.000
9	1	0.261	0.189	1.000
9	5	0.061	0.318	1.000
9	12	0.195	0.130	1.000
9	13	0.053	0.067	1.000
9	16	0.095	0.006	1.000
9	17	0.692	0.110	1.000
9	19	0.195	0.179	1.000
10	18	0.584	1.000	1.000
11	1	0.107	0.255	1.000
11	6	0.032	0.409	1.000
11	8	0.295	0.157	1.000
11	12	0.126	0.179	1.000
12	1	0.059	0.149	1.000
12	5	0.150	0.050	1.000
12	13	0.028	0.239	1.000
12	14	0.038	0.022	1.000
12	16	0.519	0.523	1.000
12	19	0.206	0.018	1.000
13	13	0.077	0.681	1.000
13	14	0.093	0.319	1.000
14	5	0.049	0.276	1.000
14	13	0.038	0.389	1.000
14	14	0.021	0.335	1.000
15	1	0.140	0.218	1.000
15	6	0.514	0.232	1.000
15	8	0.386	0.207	1.000
15	11	0.588	0.234	1.000
15	12	0.237	0.109	1.000
16	1	0.017	0.044	1.000
16	5	0.077	0.223	1.000
16	13	0.089	0.325	1.000
16	14	0.070	0.018	1.000
16	16	0.025	0.195	1.000
16	19	0.191	0.196	1.000
17	5	0.130	0.268	1.000
17	13	0.102	0.251	1.000
17	14	0.095	0.178	1.000
17	16	0.237	0.039	1.000
17	19	0.185	0.264	1.000
18	5	0.150	0.016	1.000
18	13	0.093	0.644	1.000
18	14	0.087	0.339	1.000
19	5	0.059	0.343	1.000
19	13	0.048	0.345	1.000
19	14	0.125	0.312	1.000
