#N	alpha	gamma	mu	phi	psi	rho	sigm
0	1.000	0.999	1.084	0.834	0.514	0.000	0.960
1	0.393	0.995	1.092	0.575	0.825	1.000	0.800
2	0.040	1.094	1.293	0.239	0.856	1.000	0.514
3	0.083	1.268	1.290	0.272	0.769	1.000	0.946
4	1.000	1.100	1.059	0.246	0.557	0.000	0.576
5	0.211	0.739	1.460	0.754	0.758	1.000	0.613
6	0.083	1.226	1.308	0.482	0.643	1.000	0.688
7	0.393	1.009	1.260	0.976	0.583	1.000	0.762
8	0.051	1.343	1.152	0.400	0.874	1.000	0.886
9	0.175	0.860	1.394	0.919	0.975	1.000	0.976
10	0.081	1.074	1.339	0.119	0.699	1.000	0.908
11	1.000	0.731	1.255	0.845	0.973	0.000	0.532
12	0.075	1.209	1.429	0.864	0.511	1.000	0.532
13	0.034	0.711	1.168	0.556	0.725	1.000	0.954
14	0.075	0.771	1.067	0.169	0.742	1.000	0.842
15	0.288	1.379	1.122	0.632	0.538	1.000	0.901
16	0.154	0.990	1.285	0.218	0.654	1.000	0.786
17	0.393	0.731	1.389	0.634	0.928	1.000	0.650
18	0.032	0.976	1.027	0.075	0.809	1.000	0.847
19	0.023	0.660	1.039	0.223	0.505	1.000	0.630
#From	To	chi[to]	beta[fr]	lambda
0	7	0.336	0.431	1.000
0	15	0.065	0.138	1.000
0	17	0.112	0.431	1.000
1	1	0.637	0.142	1.000
1	5	0.073	0.310	1.000
1	9	0.198	0.250	1.000
1	10	0.156	0.049	1.000
1	12	0.043	0.238	1.000
1	14	0.055	0.010	1.000
2	8	0.030	0.192	1.000
2	13	0.122	0.448	1.000
2	18	0.015	0.066	1.000
2	19	0.088	0.294	1.000
3	2	0.093	0.168	1.000
3	8	0.139	0.325	1.000
3	10	0.010	0.058	1.000
3	12	0.148	0.187	1.000
3	13	0.009	0.241	1.000
3	14	0.164	0.020	1.000
4	7	0.336	0.465	1.000
4	15	0.412	0.442	1.000
4	17	0.173	0.093	1.000
5	3	1.000	0.114	1.000
5	5	0.148	0.219	1.000
5	6	1.000	0.228	1.000
5	10	0.183	0.141	1.000
5	12	0.146	0.065	1.000
5	14	0.212	0.233	1.000
6	2	0.427	0.298	1.000
6	8	0.241	0.027	1.000
6	10	0.178	0.087	1.000
6	12	0.239	0.152	1.000
6	13	0.178	0.207	1.000
6	14	0.166	0.229	1.000
7	1	0.363	0.246	1.000
7	5	0.221	0.261	1.000
7	9	0.193	0.121	1.000
7	10	0.031	0.030	1.000
7	12	0.005	0.144	1.000
7	14	0.046	0.198	1.000
8	8	0.122	0.417	1.000
8	13	0.016	0.189	1.000
8	18	0.183	0.274	1.000
8	19	0.266	0.120	1.000
9	9	0.192	0.222	1.000
9	10	0.085	0.299	1.000
9	12	0.167	0.203	1.000
9	14	0.147	0.275	1.000
10	8	0.323	0.181	1.000
10	13	0.169	0.187	1.000
10	18	0.186	0.308	1.000
10	19	0.310	0.324	1.000
11	7	0.328	0.977	1.000
11	17	0.714	0.023	1.000
12	8	0.042	0.381	1.000
12	13	0.075	0.203	1.000
12	18	0.005	0.383	1.000
12	19	0.336	0.034	1.000
13	13	0.177	0.101	1.000
13	18	0.094	0.899	1.000
14	13	0.166	0.512	1.000
14	18	0.091	0.488	1.000
15	5	0.390	0.162	1.000
15	9	0.203	0.212	1.000
15	10	0.078	0.195	1.000
15	12	0.039	0.274	1.000
15	14	0.065	0.158	1.000
16	2	0.479	0.206	1.000
16	8	0.104	0.114	1.000
16	9	0.213	0.232	1.000
16	10	0.190	0.215	1.000
16	12	0.213	0.028	1.000
16	13	0.049	0.152	1.000
16	14	0.146	0.054	1.000
17	5	0.167	0.279	1.000
17	10	0.089	0.135	1.000
17	15	0.523	0.279	1.000
17	16	1.000	0.307	1.000
18	13	0.030	0.354	1.000
18	18	0.240	0.646	1.000
19	13	0.009	0.736	1.000
19	18	0.186	0.264	1.000
