#N	alpha	gamma	mu	phi	psi	rho	sigm
0	0.336	0.537	1.445	0.245	0.803	1.000	0.885
1	1.000	0.558	1.051	0.285	0.732	0.000	0.736
2	1.000	0.664	1.322	0.780	0.603	0.000	0.867
3	0.288	0.890	1.149	0.561	0.636	1.000	0.000
4	1.000	0.846	1.198	0.369	0.826	0.000	0.527
5	0.211	0.888	1.374	0.487	0.762	1.000	0.694
6	0.393	1.467	1.283	0.789	0.828	1.000	0.743
7	0.393	1.085	1.117	0.353	0.645	1.000	0.000
8	1.000	0.509	1.195	0.009	0.886	0.000	0.943
9	0.246	0.955	1.005	0.766	0.685	1.000	0.934
#From	To	chi[to]	beta[fr]	lambda
0	0	0.669	0.344	1.000
0	5	0.070	0.656	1.000
1	0	0.243	0.239	1.000
1	5	0.313	0.761	1.000
2	9	0.373	1.000	1.000
3	3	0.460	1.000	1.000
4	5	0.336	1.000	1.000
5	3	0.540	1.000	1.000
6	9	0.627	1.000	1.000
8	6	1.000	0.930	1.000
8	7	1.000	0.070	1.000
9	0	0.089	0.823	1.000
9	5	0.281	0.177	1.000
