#N	alpha	gamma	mu	phi	psi	rho	sigm
0	0.393	1.414	1.021	0.423	0.854	1.000	0.644
1	0.393	0.909	1.437	0.609	0.626	1.000	0.543
2	0.154	0.997	1.462	0.759	0.537	1.000	0.621
3	1.000	1.023	1.055	0.814	0.847	0.000	0.624
4	0.122	0.759	1.256	0.404	0.869	1.000	0.920
5	1.000	1.190	1.049	0.680	0.800	0.000	0.834
6	0.393	1.068	1.131	0.374	0.863	1.000	0.734
7	0.246	1.150	1.165	0.030	0.857	1.000	0.505
8	0.141	1.105	1.239	0.557	0.981	1.000	0.679
9	0.085	1.494	1.139	0.883	0.981	1.000	0.796
10	1.000	1.259	1.460	0.886	0.788	0.000	0.712
11	0.195	0.832	1.327	0.636	0.889	1.000	0.600
12	0.089	0.692	1.494	0.191	0.531	1.000	0.706
13	0.146	1.191	1.448	0.540	0.689	1.000	0.537
14	0.075	0.569	1.353	0.335	0.804	1.000	0.696
15	1.000	0.730	1.475	0.806	0.886	0.000	0.657
16	0.086	1.147	1.013	0.915	0.601	1.000	0.504
17	0.040	0.666	1.241	0.002	0.935	1.000	0.623
18	0.077	1.404	1.381	0.638	0.837	1.000	0.828
19	0.393	1.231	1.327	0.121	0.913	1.000	0.682
#From	To	chi[to]	beta[fr]	lambda
0	0	0.045	0.548	1.000
0	2	0.306	0.052	1.000
0	6	0.403	0.024	1.000
0	7	0.199	0.100	1.000
0	11	0.196	0.276	1.000
1	4	0.608	0.248	1.000
1	7	0.250	0.116	1.000
1	9	0.127	0.259	1.000
1	11	0.246	0.120	1.000
1	12	0.024	0.078	1.000
1	18	0.100	0.180	1.000
2	9	0.056	0.237	1.000
2	12	0.195	0.118	1.000
2	13	0.095	0.167	1.000
2	14	0.101	0.219	1.000
2	18	0.072	0.259	1.000
3	8	0.442	0.584	1.000
3	14	0.116	0.294	1.000
3	16	0.506	0.122	1.000
4	9	0.349	0.283	1.000
4	12	0.096	0.272	1.000
4	13	0.357	0.095	1.000
4	14	0.088	0.274	1.000
4	18	0.130	0.076	1.000
5	0	0.548	0.367	1.000
5	1	0.846	0.184	1.000
5	11	0.142	0.449	1.000
6	0	0.407	0.232	1.000
6	2	0.694	0.025	1.000
6	6	0.597	0.388	1.000
6	7	0.034	0.336	1.000
6	11	0.248	0.020	1.000
7	4	0.392	0.139	1.000
7	7	0.517	0.268	1.000
7	9	0.289	0.124	1.000
7	11	0.016	0.114	1.000
7	12	0.018	0.229	1.000
7	18	0.019	0.127	1.000
8	8	0.471	0.606	1.000
8	16	0.336	0.394	1.000
9	12	0.111	0.423	1.000
9	14	0.147	0.284	1.000
9	17	0.210	0.281	1.000
9	18	0.027	0.012	1.000
10	19	0.768	1.000	1.000
11	12	0.045	0.440	1.000
11	14	0.139	0.263	1.000
11	17	0.109	0.198	1.000
11	18	0.099	0.098	1.000
12	12	0.186	0.324	1.000
12	14	0.092	0.207	1.000
12	17	0.369	0.380	1.000
12	18	0.140	0.088	1.000
13	9	0.082	0.020	1.000
13	12	0.089	0.136	1.000
13	13	0.211	0.336	1.000
13	14	0.079	0.345	1.000
13	18	0.024	0.163	1.000
14	8	0.036	0.145	1.000
14	14	0.071	0.082	1.000
14	16	0.158	0.773	1.000
15	1	0.154	0.356	1.000
15	11	0.152	0.314	1.000
15	19	0.232	0.330	1.000
16	8	0.050	1.000	1.000
17	14	0.028	0.697	1.000
17	18	0.127	0.303	1.000
18	12	0.077	0.175	1.000
18	14	0.074	0.092	1.000
18	17	0.311	0.457	1.000
18	18	0.116	0.276	1.000
19	9	0.097	0.108	1.000
19	12	0.158	0.412	1.000
19	13	0.337	0.027	1.000
19	14	0.064	0.416	1.000
19	18	0.147	0.036	1.000
