#N	alpha	gamma	mu	phi	psi	rho	sigm
0	0.173	1.012	1.131	0.229	0.664	1.000	0.908
1	0.097	1.425	1.405	0.134	0.928	1.000	0.710
2	0.113	1.310	1.327	0.547	0.774	1.000	0.000
3	0.110	1.348	1.319	0.782	0.843	1.000	0.695
4	1.000	1.084	1.313	0.102	0.554	0.000	0.618
5	0.061	1.029	1.362	0.682	0.589	1.000	0.878
6	1.000	1.323	1.186	0.182	0.928	0.000	0.543
7	1.000	1.484	1.284	0.013	0.968	0.000	0.711
8	1.000	0.599	1.187	0.230	0.759	0.000	0.612
9	0.393	0.868	1.262	0.697	0.861	1.000	0.000
10	0.089	0.813	1.476	0.675	0.637	1.000	0.000
11	0.154	1.173	1.156	0.364	0.908	1.000	0.905
12	1.000	1.014	1.343	0.817	0.986	0.000	0.888
13	0.137	0.966	1.045	0.671	0.811	1.000	0.906
14	0.132	0.638	1.195	0.309	0.522	1.000	0.958
15	0.073	1.042	1.350	0.501	0.736	1.000	0.000
16	0.200	1.041	1.425	0.735	0.550	1.000	0.546
17	0.393	1.185	1.043	0.245	0.615	1.000	0.883
18	0.393	0.838	1.092	0.276	0.662	1.000	0.617
19	1.000	0.573	1.062	0.750	0.684	0.000	0.766
#From	To	chi[to]	beta[fr]	lambda
0	2	0.137	0.184	1.000
0	3	0.110	0.350	1.000
0	10	0.065	0.236	1.000
0	13	0.122	0.195	1.000
0	15	0.438	0.035	1.000
1	0	0.170	0.312	1.000
1	2	0.043	0.387	1.000
1	3	0.129	0.062	1.000
1	14	0.414	0.239	1.000
3	2	0.072	0.117	1.000
3	10	0.134	0.492	1.000
3	13	0.201	0.391	1.000
4	0	0.190	0.233	1.000
4	2	0.087	0.055	1.000
4	3	0.023	0.020	1.000
4	13	0.057	0.269	1.000
4	16	0.382	0.422	1.000
5	10	0.203	0.436	1.000
5	13	0.202	0.564	1.000
6	17	1.000	0.584	1.000
6	18	0.649	0.416	1.000
7	10	0.191	0.226	1.000
7	13	0.149	0.774	1.000
8	2	0.094	0.394	1.000
8	10	0.191	0.533	1.000
8	13	0.124	0.073	1.000
11	1	0.630	0.337	1.000
11	2	0.023	0.121	1.000
11	3	0.201	0.341	1.000
11	5	1.000	0.201	1.000
12	18	0.351	1.000	1.000
13	10	0.201	0.665	1.000
13	13	0.130	0.335	1.000
14	2	0.157	0.501	1.000
14	3	0.112	0.018	1.000
14	13	0.011	0.389	1.000
14	16	0.360	0.093	1.000
16	2	0.039	0.227	1.000
16	3	0.085	0.159	1.000
16	10	0.016	0.308	1.000
16	13	0.003	0.285	1.000
16	15	0.562	0.021	1.000
17	1	0.370	0.262	1.000
17	2	0.067	0.121	1.000
17	3	0.072	0.338	1.000
17	11	1.000	0.279	1.000
18	0	0.357	0.291	1.000
18	2	0.113	0.327	1.000
18	3	0.142	0.211	1.000
18	14	0.405	0.171	1.000
19	0	0.283	0.118	1.000
19	2	0.168	0.294	1.000
19	3	0.125	0.057	1.000
19	9	1.000	0.122	1.000
19	14	0.181	0.086	1.000
19	16	0.258	0.323	1.000
