#N	alpha	gamma	mu	phi	psi	rho	sigm
0	0.095	1.072	1.049	0.734	0.828	1.000	0.765
1	0.092	0.551	1.072	0.685	0.876	1.000	0.794
2	1.000	0.649	1.444	0.093	0.660	0.000	0.587
3	0.393	0.660	1.320	0.620	0.996	1.000	0.920
4	0.147	1.480	1.408	0.755	0.546	1.000	0.542
5	0.246	1.190	1.108	0.590	0.518	1.000	0.825
6	1.000	0.896	1.252	0.606	0.501	0.000	0.953
7	1.000	0.557	1.452	0.187	0.529	0.000	0.603
8	0.124	1.427	1.350	0.433	0.967	1.000	0.519
9	1.000	0.662	1.392	0.248	0.607	0.000	0.848
10	0.132	0.607	1.431	0.824	0.824	1.000	0.653
11	0.393	0.715	1.316	0.496	0.770	1.000	0.985
12	1.000	0.838	1.420	0.727	0.524	0.000	0.587
13	1.000	0.956	1.002	0.684	0.973	0.000	0.564
14	0.393	0.838	1.146	0.754	0.744	1.000	0.825
15	0.393	0.931	1.157	0.662	0.546	1.000	0.785
16	0.150	1.212	1.107	0.442	0.658	1.000	0.964
17	1.000	1.457	1.133	0.469	0.657	0.000	0.647
18	0.095	1.156	1.097	0.120	0.662	1.000	0.689
19	0.147	1.176	1.357	0.116	0.834	1.000	0.976
20	0.141	1.214	1.406	0.469	0.783	1.000	0.798
21	0.059	1.409	1.310	0.274	0.846	1.000	0.623
22	0.393	0.813	1.027	0.910	0.501	1.000	0.570
23	1.000	0.747	1.192	0.052	0.955	0.000	0.930
24	0.154	1.311	1.236	0.402	0.557	1.000	0.643
25	0.147	1.237	1.389	0.164	0.625	1.000	0.978
26	1.000	1.401	1.439	0.787	0.881	0.000	0.542
27	1.000	0.905	1.085	0.070	0.803	0.000	0.590
28	0.103	1.165	1.324	0.087	0.556	1.000	0.756
29	0.141	1.158	1.210	0.328	0.660	1.000	0.859
#From	To	chi[to]	beta[fr]	lambda
0	18	0.102	0.577	1.000
0	21	0.454	0.423	1.000
1	0	0.173	0.087	1.000
1	16	0.031	0.198	1.000
1	28	0.077	0.396	1.000
1	29	0.108	0.319	1.000
2	11	0.108	0.399	1.000
2	14	0.305	0.424	1.000
2	15	0.395	0.092	1.000
2	16	0.013	0.085	1.000
3	5	0.479	0.086	1.000
3	10	0.137	0.212	1.000
3	16	0.039	0.151	1.000
3	20	0.237	0.237	1.000
3	24	1.000	0.107	1.000
3	29	0.087	0.207	1.000
4	1	0.020	0.176	1.000
4	8	0.252	0.166	1.000
4	10	0.059	0.245	1.000
4	16	0.080	0.131	1.000
4	28	0.116	0.107	1.000
4	29	0.018	0.175	1.000
5	8	0.108	0.210	1.000
5	10	0.069	0.208	1.000
5	16	0.082	0.104	1.000
5	20	0.171	0.227	1.000
5	29	0.070	0.252	1.000
6	8	0.135	0.203	1.000
6	10	0.026	0.028	1.000
6	16	0.082	0.442	1.000
6	20	0.006	0.172	1.000
6	29	0.011	0.155	1.000
7	1	0.332	0.015	1.000
7	4	0.325	0.229	1.000
7	8	0.153	0.070	1.000
7	10	0.160	0.064	1.000
7	16	0.069	0.195	1.000
7	19	0.502	0.050	1.000
7	25	0.543	0.067	1.000
7	28	0.114	0.091	1.000
7	29	0.111	0.219	1.000
8	0	0.115	0.446	1.000
8	16	0.015	0.122	1.000
8	28	0.025	0.236	1.000
8	29	0.043	0.196	1.000
9	0	0.028	0.395	1.000
9	16	0.063	0.068	1.000
9	28	0.181	0.141	1.000
9	29	0.019	0.396	1.000
10	0	0.094	0.417	1.000
10	18	0.056	0.089	1.000
10	28	0.079	0.494	1.000
11	18	0.118	0.398	1.000
11	21	0.059	0.602	1.000
12	18	0.088	1.000	1.000
13	0	0.044	0.119	1.000
13	16	0.066	0.293	1.000
13	28	0.030	0.309	1.000
13	29	0.088	0.279	1.000
