#N	alpha	gamma	mu	phi	psi	rho	sigm
0	0.071	0.652	1.370	0.909	0.630	1.000	0.646
1	0.154	0.839	1.105	0.327	0.586	1.000	0.535
2	0.127	0.585	1.402	0.964	0.891	1.000	0.000
3	1.000	0.912	1.198	0.161	0.540	0.000	0.636
4	0.393	1.103	1.272	0.277	0.904	1.000	0.629
5	0.061	0.611	1.222	0.912	0.833	1.000	0.648
6	0.393	0.845	1.153	0.458	0.999	1.000	0.608
7	0.246	1.447	1.444	0.922	0.567	1.000	0.509
8	1.000	0.629	1.425	0.948	0.579	0.000	0.692
9	0.154	0.521	1.254	0.119	0.928	1.000	0.574
#From	To	chi[to]	beta[fr]	lambda
0	2	0.612	1.000	1.000
1	0	0.271	0.286	1.000
1	5	1.000	0.320	1.000
1	9	0.112	0.394	1.000
2	2	0.153	1.000	1.000
3	2	0.135	1.000	1.000
4	1	0.495	0.214	1.000
4	6	0.630	0.360	1.000
4	9	0.084	0.427	1.000
5	2	0.100	1.000	1.000
6	1	0.505	0.534	1.000
6	6	0.370	0.172	1.000
6	9	0.451	0.294	1.000
7	0	0.186	0.598	1.000
7	7	0.361	0.402	1.000
8	4	1.000	0.474	1.000
8	9	0.353	0.526	1.000
9	0	0.543	0.266	1.000
9	7	0.639	0.734	1.000
