#N	alpha	gamma	mu	phi	psi	rho	sigm
0	0.393	1.023	1.095	0.452	0.670	1.000	0.934
1	1.000	1.346	1.377	0.748	0.807	0.000	0.827
2	0.105	0.903	1.028	0.920	0.989	1.000	0.000
3	0.106	0.904	1.173	0.960	0.784	1.000	0.000
4	1.000	1.361	1.015	0.619	0.875	0.000	0.543
5	1.000	0.740	1.347	0.314	0.924	0.000	0.844
6	0.270	0.646	1.058	0.580	0.956	1.000	0.823
7	0.393	1.364	1.228	0.399	0.558	1.000	0.717
8	0.246	1.381	1.279	0.111	0.675	1.000	0.898
9	0.288	1.385	1.342	0.637	0.814	1.000	0.854
#From	To	chi[to]	beta[fr]	lambda
0	6	0.066	0.461	1.000
0	8	0.216	0.539	1.000
1	6	0.029	0.230	1.000
1	8	0.368	0.209	1.000
1	9	0.446	0.561	1.000
4	0	1.000	0.856	1.000
4	6	0.493	0.144	1.000
5	6	0.115	0.168	1.000
5	7	1.000	0.260	1.000
5	8	0.307	0.271	1.000
5	9	0.473	0.301	1.000
6	2	0.154	0.359	1.000
6	3	1.000	0.641	1.000
7	6	0.297	0.321	1.000
7	8	0.108	0.400	1.000
7	9	0.081	0.279	1.000
8	2	0.416	1.000	1.000
9	2	0.431	1.000	1.000
