#N	alpha	gamma	mu	phi	psi	rho	sigm
0	0.393	1.012	1.130	0.126	0.748	1.000	0.916
1	0.393	0.776	1.212	0.085	0.649	1.000	0.771
2	1.000	0.698	1.089	0.931	0.560	0.000	0.965
3	1.000	1.103	1.316	0.974	0.663	0.000	0.661
4	0.148	0.989	1.392	0.822	0.922	1.000	0.813
5	1.000	0.943	1.400	0.262	0.826	0.000	0.696
6	0.260	0.821	1.103	0.089	0.886	1.000	0.982
7	0.135	0.789	1.128	0.758	0.767	1.000	0.952
8	1.000	1.288	1.391	0.009	0.907	0.000	0.726
9	0.236	1.322	1.412	0.205	0.923	1.000	0.665
10	1.000	1.102	1.249	0.941	0.563	0.000	0.738
11	0.152	0.751	1.290	0.847	0.689	1.000	0.842
12	0.393	0.675	1.195	0.781	0.851	1.000	0.512
13	1.000	0.603	1.152	0.520	0.572	0.000	0.859
14	1.000	1.269	1.489	0.996	0.559	0.000	0.772
15	0.251	1.145	1.134	0.055	0.657	1.000	0.850
16	1.000	1.147	1.142	0.902	0.705	0.000	0.667
17	0.288	0.728	1.292	0.986	0.805	1.000	0.897
18	0.326	0.594	1.414	0.262	0.802	1.000	0.842
19	0.235	0.737	1.108	0.577	0.632	1.000	0.515
#From	To	chi[to]	beta[fr]	lambda
0	4	0.136	0.985	1.000
0	7	0.145	0.015	1.000
1	6	0.208	0.332	1.000
1	9	0.118	0.258	1.000
1	19	0.265	0.410	1.000
2	0	1.000	0.294	1.000
2	9	0.146	0.293	1.000
2	15	0.028	0.242	1.000
2	19	0.273	0.171	1.000
3	6	0.336	0.066	1.000
3	9	0.121	0.497	1.000
3	18	0.263	0.437	1.000
4	4	0.105	0.042	1.000
4	7	0.023	0.470	1.000
4	11	0.172	0.488	1.000
5	1	0.575	0.479	1.000
5	12	1.000	0.521	1.000
6	4	0.188	0.196	1.000
6	7	0.136	0.510	1.000
6	9	0.136	0.017	1.000
6	15	0.438	0.277	1.000
7	4	0.182	0.604	1.000
7	7	0.155	0.396	1.000
8	1	0.425	0.271	1.000
8	9	0.061	0.103	1.000
8	17	0.433	0.498	1.000
8	18	0.109	0.129	1.000
9	4	0.007	0.423	1.000
9	7	0.144	0.091	1.000
9	11	0.065	0.486	1.000
10	4	0.028	0.769	1.000
10	7	0.122	0.231	1.000
11	4	0.084	0.318	1.000
11	7	0.069	0.367	1.000
11	11	0.547	0.315	1.000
12	9	0.125	0.185	1.000
12	17	0.460	0.529	1.000
12	18	0.025	0.286	1.000
13	6	0.251	0.149	1.000
13	9	0.032	0.219	1.000
13	17	0.107	0.397	1.000
13	18	0.253	0.235	1.000
14	6	0.128	0.017	1.000
14	9	0.104	0.687	1.000
14	18	0.350	0.296	1.000
15	4	0.098	0.254	1.000
15	7	0.027	0.420	1.000
15	11	0.216	0.326	1.000
16	4	0.054	0.362	1.000
16	9	0.008	0.091	1.000
16	15	0.534	0.297	1.000
16	19	0.310	0.250	1.000
17	4	0.110	0.362	1.000
17	7	0.144	0.166	1.000
17	9	0.012	0.472	1.000
18	6	0.077	0.180	1.000
18	9	0.137	0.417	1.000
18	19	0.152	0.403	1.000
19	4	0.009	0.643	1.000
19	7	0.034	0.357	1.000
