#N	alpha	gamma	mu	phi	psi	rho	sigm
0	1.000	1.180	1.076	0.954	0.571	0.000	0.823
1	0.038	1.080	1.440	0.102	0.856	1.000	0.000
2	0.122	1.282	1.070	0.867	0.511	1.000	0.648
3	0.154	0.913	1.407	0.054	0.951	1.000	0.546
4	0.073	0.649	1.425	0.746	0.973	1.000	0.672
5	0.024	1.221	1.473	0.860	0.917	1.000	0.508
6	0.062	1.222	1.458	0.606	0.860	1.000	0.780
7	0.086	1.233	1.223	0.217	0.897	1.000	0.924
8	0.017	0.850	1.414	0.711	0.711	1.000	0.000
9	0.032	1.053	1.201	0.066	0.904	1.000	0.000
10	0.024	1.300	1.264	0.692	0.573	1.000	0.766
11	0.219	0.559	1.497	0.387	0.881	1.000	0.966
12	0.101	1.452	1.215	0.815	0.769	1.000	0.687
13	0.028	1.132	1.136	0.014	0.769	1.000	0.935
14	0.393	0.681	1.026	0.893	0.723	1.000	0.981
15	0.154	1.191	1.207	0.218	0.639	1.000	0.891
16	0.063	0.747	1.192	0.201	0.801	1.000	0.654
17	0.043	0.920	1.197	0.185	0.725	1.000	0.854
18	1.000	1.016	1.370	0.284	0.915	0.000	0.904
19	0.154	1.074	1.151	0.987	0.567	1.000	0.716
#From	To	chi[to]	beta[fr]	lambda
0	2	0.108	0.280	1.000
0	3	0.282	0.026	1.000
0	12	0.473	0.377	1.000
0	15	0.396	0.317	1.000
2	1	0.119	0.005	1.000
2	4	0.257	0.263	1.000
2	6	0.361	0.158	1.000
2	11	0.841	0.016	1.000
2	12	0.102	0.168	1.000
2	16	0.339	0.157	1.000
2	17	0.295	0.234	1.000
3	1	0.190	0.176	1.000
3	4	0.116	0.196	1.000
3	6	0.081	0.268	1.000
3	16	0.015	0.247	1.000
3	17	0.231	0.114	1.000
4	1	0.075	0.495	1.000
4	4	0.117	0.135	1.000
4	13	0.033	0.370	1.000
5	9	0.241	1.000	1.000
6	1	0.059	0.649	1.000
6	4	0.147	0.211	1.000
6	17	0.141	0.140	1.000
7	1	0.095	0.227	1.000
7	5	0.484	0.053	1.000
7	10	0.507	0.427	1.000
7	13	0.349	0.293	1.000
9	9	0.270	1.000	1.000
10	9	0.423	1.000	1.000
11	1	0.058	0.006	1.000
11	4	0.328	0.140	1.000
11	6	0.228	0.015	1.000
11	7	1.000	0.264	1.000
11	11	0.159	0.255	1.000
11	16	0.646	0.106	1.000
11	17	0.186	0.214	1.000
12	1	0.043	0.039	1.000
12	13	0.519	0.961	1.000
13	9	0.066	1.000	1.000
14	2	0.147	0.333	1.000
14	12	0.166	0.195	1.000
14	15	0.175	0.113	1.000
14	19	1.000	0.359	1.000
15	1	0.096	0.224	1.000
15	2	0.141	0.559	1.000
15	6	0.330	0.144	1.000
15	12	0.201	0.072	1.000
16	1	0.164	0.473	1.000
16	4	0.035	0.272	1.000
16	17	0.148	0.254	1.000
17	1	0.103	0.246	1.000
17	5	0.516	0.239	1.000
17	8	1.000	0.191	1.000
17	10	0.493	0.080	1.000
17	13	0.100	0.244	1.000
18	14	1.000	1.000	1.000
19	2	0.603	0.238	1.000
19	3	0.718	0.178	1.000
19	12	0.058	0.215	1.000
19	15	0.429	0.370	1.000
