#N	alpha	gamma	mu	phi	psi	rho	sigm
0	1.000	0.531	1.176	0.112	0.954	0.000	0.946
1	0.169	0.920	1.414	0.175	0.794	1.000	0.611
2	0.393	1.049	1.058	0.141	0.846	1.000	0.605
3	0.101	1.253	1.253	0.124	0.905	1.000	0.736
4	0.050	0.645	1.120	0.992	0.966	1.000	0.698
5	0.179	0.993	1.315	0.714	0.928	1.000	0.549
6	0.393	1.182	1.233	0.607	0.544	1.000	0.539
7	0.031	1.310	1.071	0.884	0.800	1.000	0.798
8	0.095	0.757	1.400	0.160	0.524	1.000	0.637
9	0.246	1.497	1.249	0.880	0.794	1.000	0.849
10	0.132	0.864	1.313	0.120	0.663	1.000	0.594
11	0.067	1.090	1.145	0.283	0.527	1.000	0.803
12	1.000	1.429	1.303	0.060	0.725	0.000	0.856
13	1.000	1.351	1.485	0.556	0.948	0.000	0.707
14	0.047	0.856	1.399	0.846	0.603	1.000	0.920
15	0.074	1.015	1.277	0.080	0.677	1.000	0.503
16	0.336	0.935	1.152	0.984	0.609	1.000	0.997
17	0.127	1.418	1.498	0.454	0.883	1.000	0.736
18	0.113	0.953	1.055	0.013	0.858	1.000	0.776
19	0.246	0.971	1.445	0.760	0.550	1.000	0.971
20	0.079	1.485	1.047	0.036	0.750	1.000	0.521
21	1.000	1.138	1.003	0.705	0.619	0.000	0.652
22	0.288	1.238	1.393	0.930	0.898	1.000	0.584
23	0.124	0.579	1.026	0.499	0.545	1.000	0.733
24	0.122	1.035	1.040	0.093	0.701	1.000	0.930
25	0.050	0.762	1.226	0.929	0.688	1.000	0.571
26	0.393	0.656	1.389	0.253	0.680	1.000	0.524
27	0.122	1.300	1.107	0.006	0.877	1.000	0.786
28	1.000	1.121	1.226	0.384	0.870	0.000	0.917
29	1.000	0.988	1.114	0.195	0.839	0.000	0.588
#From	To	chi[to]	beta[fr]	lambda
0	9	0.089	1.000	1.000
1	1	0.018	0.058	1.000
1	3	0.379	0.063	1.000
1	5	0.055	0.113	1.000
1	8	0.014	0.189	1.000
1	17	0.146	0.108	1.000
1	23	0.315	0.185	1.000
1	24	0.266	0.108	1.000
1	27	0.037	0.177	1.000
2	1	0.119	0.181	1.000
2	3	0.324	0.137	1.000
2	5	0.169	0.096	1.000
2	8	0.356	0.163	1.000
2	17	0.029	0.179	1.000
2	23	0.153	0.033	1.000
2	24	0.145	0.011	1.000
2	27	0.188	0.201	1.000
3	4	0.036	0.082	1.000
3	14	0.126	0.167	1.000
3	25	0.073	0.751	1.000
4	4	0.053	0.342	1.000
4	14	0.172	0.371	1.000
4	25	0.113	0.288	1.000
5	1	0.436	0.199	1.000
5	3	0.092	0.203	1.000
5	5	0.148	0.087	1.000
5	8	0.319	0.038	1.000
5	17	0.121	0.193	1.000
5	23	0.041	0.111	1.000
5	24	0.273	0.019	1.000
5	27	0.134	0.151	1.000
6	9	0.437	0.400	1.000
6	19	0.458	0.600	1.000
7	4	0.089	0.470	1.000
7	14	0.126	0.278	1.000
7	25	0.035	0.251	1.000
8	4	0.034	0.628	1.000
8	25	0.087	0.372	1.000
9	1	0.265	0.083	1.000
9	3	0.046	0.112	1.000
9	5	0.146	0.134	1.000
9	16	0.064	0.087	1.000
9	17	0.107	0.052	1.000
9	18	0.670	0.090	1.000
9	23	0.421	0.170	1.000
9	24	0.144	0.117	1.000
9	27	0.168	0.156	1.000
10	4	0.056	0.084	1.000
10	11	0.173	0.340	1.000
10	15	0.139	0.229	1.000
10	17	0.113	0.190	1.000
10	20	0.202	0.157	1.000
11	4	0.026	0.348	1.000
11	14	0.060	0.171	1.000
11	25	0.014	0.481	1.000
12	4	0.053	0.264	1.000
12	11	0.226	0.191	1.000
12	15	0.074	0.237	1.000
12	17	0.037	0.116	1.000
12	20	0.190	0.110	1.000
12	25	0.112	0.082	1.000
13	2	1.000	0.038	1.000
13	6	1.000	0.169	1.000
13	9	0.009	0.216	1.000
13	19	0.542	0.287	1.000
13	26	1.000	0.290	1.000
14	4	0.101	0.050	1.000
14	14	0.105	0.791	1.000
14	25	0.099	0.159	1.000
15	4	0.048	0.091	1.000
15	25	0.037	0.909	1.000
16	1	0.162	0.056	1.000
16	3	0.019	0.259	1.000
16	5	0.141	0.063	1.000
16	10	1.000	0.068	1.000
16	16	0.375	0.097	1.000
16	17	0.112	0.052	1.000
16	18	0.330	0.239	1.000
