#N	alpha	gamma	mu	phi	psi	rho	sigm
0	0.097	0.990	1.331	0.962	0.950	1.000	0.000
1	0.224	1.066	1.224	0.826	0.617	1.000	0.000
2	0.246	0.920	1.336	0.944	0.990	1.000	0.743
3	1.000	1.495	1.097	0.121	0.709	0.000	0.982
4	0.393	1.188	1.100	0.843	0.713	1.000	0.664
5	0.393	1.414	1.274	0.179	0.691	1.000	0.841
6	1.000	0.569	1.487	0.868	0.937	0.000	0.925
7	1.000	0.798	1.288	0.829	0.960	0.000	0.552
8	0.393	1.218	1.099	0.002	0.918	1.000	0.000
9	0.393	1.204	1.461	0.418	0.750	1.000	0.744
#From	To	chi[to]	beta[fr]	lambda
2	0	1.000	1.000	1.000
3	4	1.000	0.537	1.000
3	8	1.000	0.092	1.000
3	9	1.000	0.371	1.000
4	1	0.358	0.121	1.000
4	5	0.701	0.879	1.000
5	1	0.239	0.434	1.000
5	5	0.299	0.566	1.000
6	1	0.074	0.257	1.000
6	2	0.281	0.743	1.000
7	1	0.303	1.000	1.000
9	1	0.026	0.433	1.000
9	2	0.719	0.567	1.000
