#N	alpha	gamma	mu	phi	psi	rho	sigm
0	0.319	1.248	1.100	0.541	0.857	1.000	0.877
1	0.536	1.260	1.184	0.540	0.616	1.000	0.570
2	0.319	1.432	1.244	0.048	0.549	1.000	0.708
3	0.126	0.602	1.010	0.092	0.659	1.000	0.526
4	0.271	0.832	1.384	0.834	0.830	1.000	0.597
5	0.123	0.530	1.158	0.503	0.658	1.000	0.507
6	0.186	0.744	1.097	0.848	0.897	1.000	0.714
7	1.000	0.631	1.024	0.405	0.913	0.000	0.923
8	0.186	0.511	1.097	0.524	0.609	1.000	0.845
9	1.000	0.689	1.061	0.806	0.703	0.000	0.751
10	0.120	0.863	1.344	0.581	0.535	1.000	0.612
11	0.268	1.394	1.399	0.092	0.586	1.000	0.783
12	0.167	0.830	1.383	0.709	0.532	1.000	0.773
13	0.167	0.749	1.160	0.113	0.660	1.000	0.845
14	1.000	1.417	1.411	0.561	0.739	0.000	0.867
15	1.000	0.656	1.238	0.168	0.626	0.000	0.692
16	0.425	0.606	1.416	0.979	0.972	1.000	0.953
17	0.288	0.581	1.451	0.848	0.519	1.000	0.505
18	0.106	1.358	1.056	0.555	0.711	1.000	0.853
19	1.000	1.344	1.069	0.149	0.597	0.000	0.579
#From	To	chi[to]	beta[fr]	lambda
0	3	0.046	0.450	1.000
0	5	0.045	0.550	1.000
1	0	0.340	0.211	1.000
1	1	0.050	0.061	1.000
1	2	0.096	0.259	1.000
1	4	0.375	0.065	1.000
1	6	0.009	0.187	1.000
1	8	0.011	0.141	1.000
1	16	0.304	0.032	1.000
1	17	0.538	0.043	1.000
2	5	0.080	0.115	1.000
2	6	0.170	0.238	1.000
2	8	0.098	0.291	1.000
2	10	0.186	0.245	1.000
2	11	0.222	0.006	1.000
2	18	0.111	0.104	1.000
3	3	0.283	0.382	1.000
3	5	0.093	0.618	1.000
4	3	0.130	0.263	1.000
4	5	0.073	0.293	1.000
4	18	0.210	0.443	1.000
5	3	0.135	0.509	1.000
5	5	0.004	0.491	1.000
6	5	0.042	0.281	1.000
6	10	0.010	0.117	1.000
6	18	0.117	0.603	1.000
7	3	0.207	0.257	1.000
7	5	0.089	0.743	1.000
8	5	0.113	0.505	1.000
8	10	0.061	0.379	1.000
8	18	0.027	0.117	1.000
9	0	0.316	0.232	1.000
9	1	0.357	0.250	1.000
9	2	0.718	0.065	1.000
9	4	0.331	0.052	1.000
9	6	0.104	0.040	1.000
9	8	0.110	0.170	1.000
9	16	0.049	0.192	1.000
10	3	0.098	0.406	1.000
10	5	0.069	0.457	1.000
10	18	0.165	0.137	1.000
11	5	0.080	0.149	1.000
11	10	0.198	0.671	1.000
11	18	0.007	0.181	1.000
12	5	0.043	0.041	1.000
12	6	0.095	0.056	1.000
12	8	0.099	0.472	1.000
12	10	0.055	0.431	1.000
13	5	0.012	0.315	1.000
13	6	0.048	0.333	1.000
13	8	0.122	0.161	1.000
13	10	0.193	0.191	1.000
14	5	0.145	0.275	1.000
14	6	0.049	0.107	1.000
14	8	0.136	0.254	1.000
14	10	0.005	0.006	1.000
14	11	0.302	0.132	1.000
14	18	0.246	0.225	1.000
15	5	0.010	0.277	1.000
15	6	0.192	0.271	1.000
15	8	0.104	0.010	1.000
15	10	0.189	0.292	1.000
15	11	0.476	0.150	1.000
16	4	0.232	0.118	1.000
16	6	0.145	0.183	1.000
16	8	0.072	0.317	1.000
16	12	1.000	0.033	1.000
16	13	1.000	0.114	1.000
16	16	0.470	0.234	1.000
17	5	0.060	0.071	1.000
17	6	0.130	0.256	1.000
17	8	0.131	0.136	1.000
17	10	0.104	0.256	1.000
17	18	0.119	0.281	1.000
18	3	0.101	0.367	1.000
18	5	0.041	0.633	1.000
19	0	0.344	0.018	1.000
19	1	0.593	0.136	1.000
19	2	0.186	0.175	1.000
19	4	0.062	0.132	1.000
19	6	0.058	0.141	1.000
19	8	0.117	0.123	1.000
19	16	0.178	0.145	1.000
19	17	0.462	0.130	1.000
