#N	alpha	gamma	mu	phi	psi	rho	sigm
0	0.026	1.459	1.386	0.435	0.892	1.000	0.982
1	1.000	0.960	1.308	0.267	0.793	0.000	0.611
2	0.040	1.090	1.318	0.577	0.510	1.000	0.690
3	0.022	1.362	1.099	0.298	0.686	1.000	0.667
4	0.027	1.166	1.396	0.322	0.657	1.000	0.000
5	0.246	0.622	1.419	0.471	0.535	1.000	0.946
6	0.059	1.209	1.201	0.990	0.649	1.000	0.674
7	0.044	0.753	1.402	0.396	0.612	1.000	0.956
8	0.031	0.665	1.446	0.098	0.670	1.000	0.000
9	0.177	0.595	1.299	0.785	0.644	1.000	0.823
10	1.000	0.523	1.422	0.034	0.817	0.000	0.840
11	0.033	1.162	1.275	0.641	0.764	1.000	0.873
12	0.219	1.133	1.297	0.293	0.833	1.000	0.763
13	0.041	1.296	1.103	0.055	0.730	1.000	0.000
14	0.107	1.054	1.008	0.052	0.925	1.000	0.581
15	0.393	0.621	1.262	0.228	0.635	1.000	0.885
16	0.042	1.239	1.107	0.269	0.605	1.000	0.974
17	0.065	1.357	1.247	0.258	0.888	1.000	0.818
18	0.022	1.384	1.177	0.092	0.957	1.000	0.629
19	0.044	1.071	1.214	0.826	0.714	1.000	0.930
20	0.393	1.137	1.459	0.087	0.621	1.000	0.671
21	0.067	1.097	1.077	0.070	0.693	1.000	0.748
22	0.033	0.891	1.178	0.713	0.525	1.000	0.867
23	0.074	1.050	1.191	0.215	0.649	1.000	0.960
24	0.074	1.060	1.470	0.940	0.902	1.000	0.739
25	0.272	1.496	1.213	0.586	0.701	1.000	0.747
26	0.170	1.376	1.323	0.822	0.995	1.000	0.597
27	0.064	1.346	1.475	0.909	0.806	1.000	0.864
28	0.027	0.975	1.373	0.190	0.940	1.000	0.530
29	0.188	0.926	1.429	0.463	0.914	1.000	0.861
#From	To	chi[to]	beta[fr]	lambda
0	2	0.032	0.076	1.000
0	3	0.564	0.095	1.000
0	6	0.165	0.093	1.000
0	16	0.130	0.142	1.000
0	17	0.204	0.153	1.000
0	18	0.061	0.053	1.000
0	22	0.063	0.137	1.000
0	27	0.040	0.147	1.000
0	28	0.004	0.103	1.000
1	2	0.026	0.098	1.000
1	5	0.245	0.353	1.000
1	9	0.062	0.219	1.000
1	27	0.094	0.042	1.000
1	29	0.175	0.288	1.000
2	4	0.126	0.378	1.000
2	28	0.015	0.622	1.000
3	13	0.136	1.000	1.000
4	4	0.051	1.000	1.000
5	2	0.056	0.252	1.000
5	6	0.058	0.257	1.000
5	9	0.269	0.073	1.000
5	12	0.335	0.071	1.000
5	27	0.075	0.132	1.000
5	29	0.166	0.215	1.000
6	2	0.004	0.234	1.000
6	3	0.351	0.013	1.000
6	8	0.365	0.103	1.000
6	11	0.098	0.172	1.000
6	16	0.053	0.005	1.000
6	17	0.236	0.193	1.000
6	22	0.049	0.122	1.000
6	27	0.051	0.039	1.000
6	28	0.016	0.119	1.000
7	2	0.014	0.211	1.000
7	11	0.122	0.140	1.000
7	16	0.080	0.284	1.000
7	19	0.186	0.004	1.000
7	22	0.082	0.070	1.000
7	28	0.005	0.291	1.000
9	2	0.108	0.109	1.000
9	11	0.111	0.151	1.000
9	16	0.036	0.269	1.000
9	19	0.206	0.105	1.000
9	22	0.076	0.218	1.000
9	28	0.080	0.148	1.000
10	9	0.014	0.426	1.000
10	15	1.000	0.527	1.000
10	20	1.000	0.047	1.000
11	2	0.066	0.109	1.000
11	4	0.188	0.241	1.000
11	11	0.121	0.291	1.000
11	22	0.038	0.246	1.000
11	28	0.028	0.113	1.000
12	2	0.058	0.129	1.000
12	6	0.170	0.083	1.000
12	9	0.310	0.150	1.000
12	12	0.162	0.056	1.000
12	16	0.050	0.138	1.000
12	27	0.132	0.223	1.000
12	28	0.020	0.023	1.000
12	29	0.130	0.198	1.000
13	13	0.269	1.000	1.000
14	2	0.043	0.167	1.000
14	3	0.026	0.076	1.000
14	8	0.635	0.054	1.000
14	16	0.031	0.152	1.000
14	17	0.195	0.150	1.000
14	18	0.690	0.101	1.000
14	22	0.040	0.067	1.000
14	27	0.049	0.096	1.000
14	28	0.085	0.137	1.000
15	2	0.031	0.280	1.000
15	6	0.022	0.241	1.000
15	9	0.053	0.035	1.000
15	12	0.292	0.251	1.000
15	27	0.115	0.093	1.000
15	29	0.029	0.100	1.000
