#N	alpha	gamma	mu	phi	psi	rho	sigm
0	0.105	0.601	1.497	0.935	0.983	1.000	0.723
1	0.211	0.600	1.303	0.778	0.683	1.000	0.839
2	0.211	1.247	1.205	0.132	0.636	1.000	0.985
3	0.204	1.378	1.164	0.453	0.994	1.000	0.526
4	0.393	1.356	1.245	0.154	0.862	1.000	0.787
5	0.393	0.940	1.153	0.440	0.791	1.000	0.814
6	0.190	0.982	1.226	0.785	0.568	1.000	0.642
7	0.231	1.165	1.406	0.358	0.817	1.000	0.758
8	0.057	0.724	1.479	0.511	0.987	1.000	0.765
9	1.000	1.111	1.259	0.486	0.546	0.000	0.508
10	0.270	0.764	1.033	0.096	0.690	1.000	0.866
11	0.393	0.958	1.340	0.856	0.650	1.000	0.904
12	0.096	0.669	1.274	0.287	0.601	1.000	0.605
13	1.000	1.206	1.127	0.868	0.582	0.000	0.764
14	0.151	0.702	1.336	0.695	0.660	1.000	0.521
15	1.000	1.334	1.100	0.019	0.853	0.000	0.789
16	1.000	0.623	1.045	0.854	0.981	0.000	0.986
17	0.150	1.006	1.032	0.889	0.925	1.000	0.648
18	0.393	1.213	1.068	0.431	0.551	1.000	0.870
19	0.119	0.923	1.436	0.546	0.667	1.000	0.000
#From	To	chi[to]	beta[fr]	lambda
0	0	0.139	0.243	1.000
0	8	0.556	0.757	1.000
1	0	0.076	0.150	1.000
1	8	0.113	0.850	1.000
2	0	0.273	0.839	1.000
2	8	0.064	0.161	1.000
3	6	0.159	0.533	1.000
3	14	0.021	0.027	1.000
3	17	0.339	0.441	1.000
4	1	0.319	0.243	1.000
4	2	0.326	0.088	1.000
4	7	0.231	0.452	1.000
4	10	0.269	0.095	1.000
4	18	0.885	0.122	1.000
5	19	0.280	1.000	1.000
6	19	0.071	1.000	1.000
7	19	0.324	1.000	1.000
8	19	0.311	1.000	1.000
9	3	0.349	0.258	1.000
9	6	0.299	0.178	1.000
9	7	0.052	0.150	1.000
9	14	0.634	0.161	1.000
9	17	0.514	0.253	1.000
10	3	0.651	0.097	1.000
10	6	0.280	0.240	1.000
10	7	0.226	0.217	1.000
10	14	0.159	0.381	1.000
10	17	0.147	0.065	1.000
11	0	0.054	0.170	1.000
11	12	0.608	0.666	1.000
11	14	0.186	0.164	1.000
12	0	0.218	0.165	1.000
12	8	0.233	0.835	1.000
13	1	0.634	0.119	1.000
13	2	0.402	0.342	1.000
13	6	0.261	0.371	1.000
13	7	0.153	0.071	1.000
13	10	0.065	0.071	1.000
13	11	1.000	0.026	1.000
14	0	0.219	0.745	1.000
14	12	0.392	0.255	1.000
15	4	1.000	0.244	1.000
15	5	1.000	0.342	1.000
15	7	0.103	0.168	1.000
15	10	0.287	0.245	1.000
16	10	0.196	1.000	1.000
17	0	0.021	0.029	1.000
17	8	0.033	0.971	1.000
18	1	0.047	0.236	1.000
18	2	0.272	0.251	1.000
18	7	0.235	0.292	1.000
18	10	0.183	0.060	1.000
18	18	0.115	0.161	1.000
19	19	0.014	1.000	1.000
