#N	alpha	gamma	mu	phi	psi	rho	sigm
0	1.000	1.269	1.168	0.033	0.860	0.000	0.814
1	1.000	1.448	1.425	0.499	0.609	0.000	0.671
2	0.627	1.089	1.305	0.427	0.798	1.000	0.577
3	0.154	0.622	1.296	0.765	0.949	1.000	0.876
4	1.000	1.330	1.080	0.831	0.870	0.000	0.780
5	1.000	0.989	1.082	0.232	0.953	0.000	0.719
6	0.195	1.290	1.002	0.571	0.507	1.000	0.864
7	0.103	1.279	1.050	0.360	0.911	1.000	0.504
8	1.000	0.692	1.147	0.386	0.683	0.000	0.533
9	1.000	0.660	1.063	0.445	0.998	0.000	0.978
10	0.068	0.567	1.334	0.303	0.703	1.000	0.594
11	0.168	1.426	1.101	0.201	0.528	1.000	0.535
12	0.225	1.297	1.304	0.470	0.852	1.000	0.920
13	0.196	1.265	1.065	0.749	0.860	1.000	0.660
14	0.393	0.525	1.413	0.040	0.798	1.000	0.763
15	0.097	1.480	1.164	0.848	0.733	1.000	0.930
16	0.157	0.810	1.107	0.942	0.795	1.000	0.844
17	0.393	0.539	1.451	0.110	0.953	1.000	0.742
18	0.155	1.445	1.122	0.315	0.786	1.000	0.960
19	0.143	0.797	1.437	0.810	0.601	1.000	0.931
20	0.186	0.879	1.287	0.558	0.791	1.000	0.940
21	0.149	1.202	1.372	0.274	0.924	1.000	0.672
22	0.393	1.094	1.286	0.363	0.520	1.000	0.960
23	0.154	1.428	1.034	0.616	0.572	1.000	0.709
24	0.393	1.393	1.477	0.076	0.670	1.000	0.559
25	1.000	1.480	1.265	0.193	0.936	0.000	0.903
26	0.105	0.721	1.408	0.752	0.559	1.000	0.000
27	0.158	1.433	1.261	0.994	0.918	1.000	0.653
28	0.157	1.214	1.449	0.790	0.957	1.000	0.507
29	1.000	1.396	1.080	0.271	0.941	0.000	0.633
#From	To	chi[to]	beta[fr]	lambda
0	6	0.010	0.120	1.000
0	12	0.190	0.190	1.000
0	16	0.012	0.277	1.000
0	19	0.003	0.138	1.000
0	28	0.099	0.275	1.000
1	2	0.459	0.100	1.000
1	6	0.074	0.032	1.000
1	16	0.068	0.096	1.000
1	19	0.083	0.273	1.000
1	27	0.012	0.219	1.000
1	28	0.046	0.280	1.000
2	2	0.541	0.369	1.000
2	6	0.027	0.038	1.000
2	16	0.147	0.148	1.000
2	19	0.073	0.089	1.000
2	28	0.006	0.355	1.000
3	15	0.475	0.048	1.000
3	16	0.136	0.105	1.000
3	19	0.061	0.199	1.000
3	20	0.248	0.040	1.000
3	27	0.187	0.386	1.000
3	28	0.114	0.223	1.000
4	14	1.000	0.261	1.000
4	17	1.000	0.102	1.000
4	22	1.000	0.215	1.000
4	24	1.000	0.141	1.000
4	27	0.244	0.281	1.000
5	16	0.013	0.072	1.000
5	19	0.097	0.048	1.000
5	20	0.097	0.257	1.000
5	27	0.058	0.277	1.000
5	28	0.172	0.345	1.000
6	7	0.063	0.470	1.000
6	26	0.007	0.530	1.000
7	7	0.228	0.556	1.000
7	26	0.046	0.444	1.000
8	26	0.081	1.000	1.000
9	6	0.224	0.152	1.000
9	12	0.190	0.215	1.000
9	13	0.076	0.151	1.000
9	16	0.043	0.155	1.000
9	19	0.056	0.188	1.000
9	28	0.071	0.139	1.000
10	26	0.064	1.000	1.000
11	10	0.394	0.006	1.000
11	11	0.158	0.361	1.000
11	19	0.072	0.234	1.000
11	21	0.047	0.291	1.000
11	26	0.068	0.108	1.000
12	7	0.144	0.191	1.000
12	21	0.109	0.272	1.000
12	26	0.005	0.537	1.000
13	10	0.299	0.240	1.000
13	11	0.146	0.180	1.000
13	19	0.018	0.119	1.000
13	21	0.240	0.267	1.000
13	26	0.108	0.194	1.000
14	13	0.392	0.150	1.000
14	18	0.658	0.254	1.000
14	19	0.038	0.403	1.000
14	26	0.033	0.193	1.000
15	6	0.296	0.142	1.000
15	16	0.140	0.317	1.000
15	19	0.016	0.163	1.000
15	28	0.036	0.378	1.000
16	6	0.213	0.066	1.000
16	12	0.231	0.251	1.000
16	13	0.264	0.012	1.000
16	18	0.074	0.245	1.000
16	19	0.101	0.154	1.000
16	26	0.107	0.272	1.000
17	3	1.000	0.130	1.000
17	15	0.525	0.206	1.000
17	16	0.131	0.072	1.000
17	19	0.022	0.258	1.000
17	20	0.185	0.075	1.000
17	23	1.000	0.058	1.000
17	27	0.221	0.136	1.000
17	28	0.036	0.065	1.000
18	7	0.204	0.395	1.000
18	26	0.058	0.605	1.000
19	7	0.108	0.143	1.000
19	26	0.012	0.857	1.000
20	16	0.137	0.197	1.000
20	19	0.024	0.280	1.000
20	20	0.233	0.279	1.000
20	27	0.202	0.031	1.000
20	28	0.099	0.214	1.000
21	7	0.153	0.565	1.000
21	21	0.191	0.207	1.000
21	26	0.088	0.228	1.000
22	6	0.063	0.200	1.000
22	12	0.242	0.069	1.000
22	16	0.061	0.275	1.000
22	19	0.070	0.181	1.000
22	28	0.170	0.274	1.000
23	16	0.112	0.142	1.000
23	19	0.109	0.263	1.000
23	20	0.237	0.165	1.000
23	27	0.075	0.138	1.000
23	28	0.150	0.292	1.000
24	7	0.088	0.642	1.000
24	26	0.051	0.358	1.000
25	19	0.061	0.276	1.000
25	21	0.168	0.351	1.000
25	26	0.051	0.373	1.000
26	26	0.009	1.000	1.000
27	7	0.011	0.548	1.000
27	26	0.078	0.452	1.000
28	10	0.308	0.093	1.000
28	11	0.696	0.233	1.000
28	19	0.046	0.259	1.000
28	21	0.245	0.264	1.000
28	26	0.083	0.150	1.000
29	6	0.092	0.385	1.000
29	12	0.147	0.016	1.000
29	13	0.268	0.098	1.000
29	18	0.268	0.191	1.000
29	19	0.051	0.139	1.000
29	26	0.052	0.171	1.000
