#N	alpha	gamma	mu	phi	psi	rho	sigm
0	0.393	0.790	1.205	0.117	0.991	1.000	0.988
1	1.000	0.934	1.025	0.444	0.753	0.000	0.785
2	0.214	0.551	1.001	0.495	0.544	1.000	0.703
3	0.158	0.811	1.194	0.807	0.642	1.000	0.500
4	0.106	1.246	1.451	0.181	0.926	1.000	0.000
5	1.000	1.311	1.456	0.224	0.727	0.000	0.540
6	0.249	1.164	1.270	0.244	0.706	1.000	0.879
7	1.000	0.698	1.182	0.192	0.533	0.000	0.541
8	0.210	0.575	1.063	0.142	0.693	1.000	0.887
9	0.277	0.790	1.390	0.257	0.991	1.000	0.701
10	0.393	0.931	1.323	0.172	0.998	1.000	0.945
11	0.246	0.733	1.057	0.872	0.590	1.000	0.794
12	1.000	1.019	1.435	0.964	0.704	0.000	0.760
13	0.122	1.307	1.288	0.904	0.561	1.000	0.825
14	0.246	1.057	1.158	0.864	0.990	1.000	0.862
15	1.000	0.989	1.421	0.242	0.695	0.000	0.924
16	0.160	1.213	1.291	0.367	0.692	1.000	0.949
17	0.210	1.329	1.179	0.851	0.738	1.000	0.573
18	1.000	0.801	1.320	0.195	0.554	0.000	0.604
19	1.000	1.058	1.219	0.033	0.649	0.000	0.645
#From	To	chi[to]	beta[fr]	lambda
0	6	0.162	0.149	1.000
0	9	0.208	0.249	1.000
0	11	0.237	0.120	1.000
0	14	0.148	0.301	1.000
0	17	0.168	0.180	1.000
1	0	0.609	0.270	1.000
1	9	0.027	0.308	1.000
1	14	0.304	0.242	1.000
1	17	0.155	0.180	1.000
2	3	0.122	0.291	1.000
2	4	0.203	0.265	1.000
2	13	0.240	0.444	1.000
3	3	0.134	0.322	1.000
3	4	0.084	0.444	1.000
3	13	0.194	0.235	1.000
4	4	0.075	1.000	1.000
5	2	0.151	0.400	1.000
5	3	0.109	0.027	1.000
5	6	0.137	0.138	1.000
5	8	0.105	0.100	1.000
5	10	0.169	0.336	1.000
6	2	0.122	0.290	1.000
6	3	0.065	0.266	1.000
6	6	0.003	0.032	1.000
6	8	0.103	0.413	1.000
7	2	0.151	0.245	1.000
7	6	0.136	0.261	1.000
7	8	0.104	0.177	1.000
7	9	0.177	0.056	1.000
7	16	0.366	0.244	1.000
7	17	0.148	0.016	1.000
8	3	0.081	0.210	1.000
8	4	0.177	0.717	1.000
8	13	0.110	0.072	1.000
9	2	0.061	0.173	1.000
9	6	0.166	0.116	1.000
9	8	0.076	0.198	1.000
9	9	0.207	0.146	1.000
9	16	0.065	0.145	1.000
9	17	0.163	0.223	1.000
10	3	0.040	0.084	1.000
10	4	0.125	0.464	1.000
10	8	0.216	0.452	1.000
11	2	0.150	0.078	1.000
11	6	0.070	0.230	1.000
11	9	0.109	0.493	1.000
11	14	0.240	0.114	1.000
11	17	0.005	0.085	1.000
12	2	0.093	0.284	1.000
12	3	0.036	0.046	1.000
12	8	0.244	0.312	1.000
12	10	0.277	0.358	1.000
13	3	0.063	0.240	1.000
13	4	0.059	0.517	1.000
13	13	0.362	0.243	1.000
14	2	0.052	0.049	1.000
14	6	0.120	0.174	1.000
14	8	0.129	0.010	1.000
14	9	0.043	0.177	1.000
14	16	0.570	0.335	1.000
14	17	0.183	0.256	1.000
15	2	0.066	0.314	1.000
15	3	0.110	0.295	1.000
15	8	0.024	0.138	1.000
15	10	0.554	0.253	1.000
16	3	0.119	0.350	1.000
16	4	0.174	0.068	1.000
16	13	0.094	0.582	1.000
17	3	0.121	0.330	1.000
17	4	0.104	0.670	1.000
18	0	0.391	0.111	1.000
18	6	0.068	0.244	1.000
18	9	0.215	0.178	1.000
18	11	0.763	0.184	1.000
18	14	0.040	0.156	1.000
18	17	0.107	0.128	1.000
19	2	0.154	0.194	1.000
19	6	0.136	0.240	1.000
19	9	0.013	0.095	1.000
19	14	0.269	0.205	1.000
19	17	0.070	0.267	1.000
