#N	alpha	gamma	mu	phi	psi	rho	sigm
0	0.393	1.451	1.337	0.472	0.549	1.000	0.561
1	1.000	1.113	1.148	0.543	0.514	0.000	0.525
2	0.214	1.429	1.271	0.054	0.880	1.000	0.818
3	0.158	1.291	1.491	0.335	0.664	1.000	0.872
4	0.106	1.150	1.352	0.694	0.919	1.000	0.000
5	1.000	1.182	1.327	0.761	0.659	0.000	0.708
6	0.249	1.180	1.316	0.748	0.614	1.000	0.818
7	1.000	1.222	1.246	0.502	0.874	0.000	0.964
8	0.210	1.133	1.360	0.311	0.764	1.000	0.580
9	0.277	1.174	1.136	0.409	0.818	1.000	0.852
10	0.393	1.068	1.176	0.566	0.630	1.000	0.751
11	0.246	0.805	1.481	0.435	0.746	1.000	0.619
12	1.000	1.444	1.266	0.943	0.508	0.000	0.790
13	0.122	0.577	1.191	0.705	0.876	1.000	0.803
14	0.246	1.447	1.002	0.192	0.899	1.000	0.886
15	1.000	0.503	1.057	0.538	0.949	0.000	0.623
16	0.160	1.112	1.017	0.197	0.650	1.000	0.553
17	0.210	1.454	1.208	0.382	0.847	1.000	0.732
18	1.000	1.220	1.143	0.074	0.643	0.000	0.771
19	1.000	1.214	1.221	0.331	0.780	0.000	0.535
#From	To	chi[to]	beta[fr]	lambda
0	6	0.113	0.251	1.000
0	9	0.125	0.052	1.000
0	11	0.452	0.158	1.000
0	14	0.119	0.273	1.000
0	17	0.193	0.265	1.000
1	0	0.510	0.420	1.000
1	9	0.118	0.184	1.000
1	14	0.141	0.232	1.000
1	17	0.208	0.163	1.000
2	3	0.067	0.221	1.000
2	4	0.230	0.216	1.000
2	13	0.051	0.563	1.000
3	3	0.006	0.416	1.000
3	4	0.047	0.443	1.000
3	13	0.242	0.141	1.000
4	4	0.033	1.000	1.000
5	2	0.038	0.014	1.000
5	3	0.109	0.325	1.000
5	6	0.091	0.062	1.000
5	8	0.155	0.373	1.000
5	10	0.464	0.225	1.000
6	2	0.106	0.236	1.000
6	3	0.092	0.346	1.000
6	6	0.096	0.099	1.000
6	8	0.185	0.319	1.000
7	2	0.101	0.102	1.000
7	6	0.033	0.223	1.000
7	8	0.217	0.270	1.000
7	9	0.077	0.104	1.000
7	16	0.206	0.076	1.000
7	17	0.026	0.225	1.000
8	3	0.075	0.208	1.000
8	4	0.199	0.395	1.000
8	13	0.299	0.397	1.000
9	2	0.176	0.251	1.000
9	6	0.203	0.055	1.000
9	8	0.078	0.029	1.000
9	9	0.126	0.247	1.000
9	16	0.290	0.162	1.000
9	17	0.110	0.256	1.000
10	3	0.158	0.421	1.000
10	4	0.079	0.491	1.000
10	8	0.003	0.088	1.000
11	2	0.031	0.134	1.000
11	6	0.156	0.074	1.000
11	9	0.183	0.197	1.000
11	14	0.313	0.255	1.000
11	17	0.163	0.340	1.000
12	2	0.086	0.118	1.000
12	3	0.135	0.110	1.000
12	8	0.116	0.409	1.000
12	10	0.473	0.363	1.000
13	3	0.130	0.546	1.000
13	4	0.049	0.207	1.000
13	13	0.346	0.248	1.000
14	2	0.124	0.222	1.000
14	6	0.102	0.074	1.000
14	8	0.228	0.307	1.000
14	9	0.140	0.226	1.000
14	16	0.504	0.122	1.000
14	17	0.205	0.049	1.000
15	2	0.115	0.066	1.000
15	3	0.009	0.382	1.000
15	8	0.018	0.299	1.000
15	10	0.064	0.253	1.000
16	3	0.137	0.154	1.000
16	4	0.235	0.097	1.000
16	13	0.062	0.749	1.000
17	3	0.083	0.541	1.000
17	4	0.128	0.459	1.000
18	0	0.490	0.129	1.000
18	6	0.035	0.189	1.000
18	9	0.158	0.170	1.000
18	11	0.548	0.208	1.000
18	14	0.112	0.149	1.000
18	17	0.034	0.155	1.000
19	2	0.223	0.029	1.000
19	6	0.171	0.212	1.000
19	9	0.073	0.221	1.000
19	14	0.316	0.124	1.000
19	17	0.061	0.413	1.000
