#N	alpha	gamma	mu	phi	psi	rho	sigm
0	0.026	1.121	1.396	0.337	0.843	1.000	0.548
1	1.000	1.185	1.489	0.445	0.751	0.000	0.806
2	0.040	0.978	1.003	0.862	0.519	1.000	0.763
3	0.022	0.648	1.019	0.451	0.632	1.000	0.897
4	0.027	0.624	1.060	0.367	0.988	1.000	0.000
5	0.246	1.388	1.028	0.682	0.873	1.000	0.964
6	0.059	1.494	1.399	0.938	0.801	1.000	0.709
7	0.044	1.060	1.194	0.789	0.798	1.000	0.593
8	0.031	0.903	1.206	0.254	0.699	1.000	0.000
9	0.177	1.469	1.132	0.806	0.928	1.000	0.758
10	1.000	0.744	1.379	0.932	0.975	0.000	0.567
11	0.033	1.202	1.426	0.841	0.858	1.000	0.619
12	0.219	1.163	1.370	0.479	0.660	1.000	0.625
13	0.041	1.137	1.047	0.875	0.777	1.000	0.000
14	0.107	1.445	1.009	0.422	0.997	1.000	0.968
15	0.393	0.710	1.373	0.074	0.775	1.000	0.891
16	0.042	0.828	1.072	0.185	0.517	1.000	0.550
17	0.065	0.751	1.119	0.841	0.584	1.000	0.558
18	0.022	0.816	1.458	0.291	0.630	1.000	0.611
19	0.044	1.315	1.312	0.426	0.750	1.000	0.882
20	0.393	0.517	1.340	0.575	0.833	1.000	0.889
21	0.067	1.024	1.031	0.407	0.730	1.000	0.934
22	0.033	0.732	1.446	0.862	0.780	1.000	0.609
23	0.074	1.263	1.031	0.290	0.769	1.000	0.760
24	0.074	0.950	1.043	0.898	0.739	1.000	0.596
25	0.272	0.931	1.210	0.863	0.615	1.000	0.922
26	0.170	1.478	1.074	0.377	0.566	1.000	0.674
27	0.064	1.164	1.005	0.566	0.504	1.000	0.909
28	0.027	1.239	1.020	0.549	0.960	1.000	0.901
29	0.188	0.758	1.337	0.862	0.897	1.000	0.939
#From	To	chi[to]	beta[fr]	lambda
0	2	0.002	0.131	1.000
0	3	0.314	0.204	1.000
0	6	0.042	0.117	1.000
0	16	0.096	0.169	1.000
0	17	0.156	0.240	1.000
0	18	0.399	0.032	1.000
0	22	0.013	0.018	1.000
0	27	0.131	0.066	1.000
0	28	0.007	0.025	1.000
1	2	0.064	0.289	1.000
1	5	0.540	0.162	1.000
1	9	0.252	0.340	1.000
1	27	0.021	0.015	1.000
1	29	0.199	0.194	1.000
2	4	0.107	0.720	1.000
2	28	0.105	0.280	1.000
3	13	0.364	1.000	1.000
4	4	0.187	1.000	1.000
5	2	0.038	0.131	1.000
5	6	0.057	0.025	1.000
5	9	0.051	0.087	1.000
5	12	0.375	0.247	1.000
5	27	0.053	0.350	1.000
5	29	0.328	0.159	1.000
6	2	0.089	0.136	1.000
6	3	0.221	0.065	1.000
6	8	0.502	0.029	1.000
6	11	0.200	0.151	1.000
6	16	0.048	0.092	1.000
6	17	0.211	0.161	1.000
6	22	0.127	0.120	1.000
6	27	0.118	0.081	1.000
6	28	0.098	0.164	1.000
7	2	0.010	0.162	1.000
7	11	0.007	0.206	1.000
7	16	0.087	0.006	1.000
7	19	0.116	0.328	1.000
7	22	0.125	0.151	1.000
7	28	0.052	0.147	1.000
9	2	0.040	0.183	1.000
9	11	0.069	0.223	1.000
9	16	0.046	0.200	1.000
9	19	0.226	0.186	1.000
9	22	0.011	0.200	1.000
9	28	0.107	0.007	1.000
10	9	0.025	0.457	1.000
10	15	1.000	0.072	1.000
10	20	1.000	0.470	1.000
11	2	0.074	0.307	1.000
11	4	0.125	0.249	1.000
11	11	0.119	0.380	1.000
11	22	0.079	0.023	1.000
11	28	0.028	0.040	1.000
12	2	0.073	0.154	1.000
12	6	0.248	0.129	1.000
12	9	0.284	0.181	1.000
12	12	0.400	0.105	1.000
12	16	0.117	0.161	1.000
12	27	0.078	0.019	1.000
12	28	0.030	0.126	1.000
12	29	0.165	0.125	1.000
13	13	0.139	1.000	1.000
14	2	0.084	0.060	1.000
14	3	0.124	0.277	1.000
14	8	0.498	0.018	1.000
14	16	0.076	0.054	1.000
14	17	0.097	0.250	1.000
14	18	0.245	0.006	1.000
14	22	0.069	0.132	1.000
14	27	0.137	0.172	1.000
14	28	0.009	0.032	1.000
15	2	0.015	0.224	1.000
15	6	0.046	0.058	1.000
15	9	0.129	0.053	1.000
15	12	0.162	0.275	1.000
15	27	0.091	0.373	1.000
15	29	0.061	0.017	1.000
16	2	0.082	0.259	1.000
16	11	0.112	0.237	1.000
16	16	0.097	0.103	1.000
16	19	0.175	0.251	1.000
16	22	0.035	0.069	1.000
16	28	0.084	0.081	1.000
17	0	1.000	0.128	1.000
17	2	0.079	0.098	1.000
17	3	0.341	0.090	1.000
17	6	0.175	0.085	1.000
17	16	0.061	0.092	1.000
17	17	0.119	0.144	1.000
17	18	0.356	0.071	1.000
17	22	0.116	0.073	1.000
17	27	0.015	0.140	1.000
17	28	0.027	0.080	1.000
18	2	0.038	0.157	1.000
18	4	0.056	0.191	1.000
18	11	0.103	0.027	1.000
18	16	0.072	0.125	1.000
18	19	0.019	0.207	1.000
18	22	0.124	0.266	1.000
18	28	0.101	0.027	1.000
19	2	0.006	0.113	1.000
19	4	0.027	0.059	1.000
19	11	0.074	0.115	1.000
19	16	0.062	0.222	1.000
19	19	0.119	0.063	1.000
19	22	0.089	0.198	1.000
19	28	0.062	0.231	1.000
20	2	0.077	0.153	1.000
20	5	0.460	0.124	1.000
20	9	0.259	0.314	1.000
20	12	0.063	0.291	1.000
20	27	0.057	0.030	1.000
20	29	0.171	0.088	1.000
21	2	0.046	0.061	1.000
21	4	0.187	0.451	1.000
21	11	0.019	0.368	1.000
21	28	0.010	0.121	1.000
22	2	0.019	0.013	1.000
22	4	0.061	0.309	1.000
22	11	0.142	0.067	1.000
22	22	0.019	0.314	1.000
22	28	0.007	0.296	1.000
23	2	0.035	0.108	1.000
23	7	0.729	0.068	1.000
23	11	0.153	0.168	1.000
23	16	0.108	0.046	1.000
23	19	0.023	0.060	1.000
23	22	0.073	0.101	1.000
23	26	0.215	0.190	1.000
23	27	0.037	0.136	1.000
23	28	0.048	0.125	1.000
24	13	0.390	1.000	1.000
25	2	0.071	0.044	1.000
25	6	0.397	0.007	1.000
25	14	1.000	0.166	1.000
25	16	0.037	0.030	1.000
25	17	0.223	0.191	1.000
25	22	0.004	0.194	1.000
25	25	0.909	0.143	1.000
25	27	0.125	0.138	1.000
25	28	0.079	0.033	1.000
25	29	0.065	0.053	1.000
26	2	0.041	0.073	1.000
26	7	0.271	0.155	1.000
26	11	0.003	0.169	1.000
26	16	0.009	0.132	1.000
26	19	0.323	0.021	1.000
26	21	1.000	0.073	1.000
26	22	0.115	0.019	1.000
26	26	0.785	0.064	1.000
26	27	0.032	0.143	1.000
26	28	0.016	0.151	1.000
27	4	0.249	0.631	1.000
27	28	0.050	0.369	1.000
28	13	0.108	1.000	1.000
29	2	0.018	0.048	1.000
29	6	0.036	0.057	1.000
29	16	0.083	0.075	1.000
29	17	0.193	0.051	1.000
29	23	1.000	0.123	1.000
29	24	1.000	0.147	1.000
29	25	0.091	0.198	1.000
29	27	0.106	0.202	1.000
29	28	0.079	0.077	1.000
29	29	0.012	0.022	1.000
