#N	alpha	gamma	mu	phi	psi	rho	sigm
0	0.319	0.557	1.086	0.203	0.736	1.000	0.511
1	0.536	0.708	1.005	0.847	0.840	1.000	0.766
2	0.319	1.495	1.270	0.155	0.847	1.000	0.932
3	0.126	1.295	1.309	0.738	0.519	1.000	0.932
4	0.271	1.469	1.006	0.460	0.867	1.000	0.866
5	0.123	0.589	1.439	0.749	0.911	1.000	0.506
6	0.186	0.680	1.382	0.034	0.716	1.000	0.917
7	1.000	1.382	1.265	0.318	0.969	0.000	0.879
8	0.186	0.809	1.284	0.482	0.613	1.000	0.992
9	1.000	1.132	1.322	0.760	0.742	0.000	0.650
10	0.120	1.079	1.290	0.191	0.527	1.000	0.543
11	0.268	0.929	1.383	0.275	0.758	1.000	0.880
12	0.167	1.432	1.190	0.137	0.982	1.000	0.962
13	0.167	1.298	1.284	0.793	0.947	1.000	0.910
14	1.000	0.998	1.365	0.855	0.888	0.000	0.579
15	1.000	1.313	1.463	0.790	0.565	0.000	0.580
16	0.425	0.946	1.421	0.106	0.963	1.000	0.718
17	0.288	0.696	1.103	0.772	0.658	1.000	0.542
18	0.106	1.171	1.305	0.859	0.770	1.000	0.620
19	1.000	1.298	1.304	0.215	0.646	0.000	0.566
#From	To	chi[to]	beta[fr]	lambda
0	3	0.201	0.446	1.000
0	5	0.017	0.554	1.000
1	0	0.035	0.125	1.000
1	1	0.276	0.097	1.000
1	2	0.302	0.090	1.000
1	4	0.116	0.229	1.000
1	6	0.021	0.052	1.000
1	8	0.056	0.055	1.000
1	16	0.235	0.131	1.000
1	17	0.736	0.222	1.000
2	5	0.078	0.069	1.000
2	6	0.192	0.221	1.000
2	8	0.133	0.131	1.000
2	10	0.028	0.114	1.000
2	11	0.432	0.342	1.000
2	18	0.048	0.123	1.000
3	3	0.143	0.264	1.000
3	5	0.067	0.736	1.000
4	3	0.196	0.385	1.000
4	5	0.094	0.066	1.000
4	18	0.065	0.548	1.000
5	3	0.155	0.560	1.000
5	5	0.037	0.440	1.000
6	5	0.108	0.355	1.000
6	10	0.152	0.307	1.000
6	18	0.097	0.338	1.000
7	3	0.114	0.651	1.000
7	5	0.133	0.349	1.000
8	5	0.002	0.347	1.000
8	10	0.165	0.341	1.000
8	18	0.179	0.311	1.000
9	0	0.445	0.217	1.000
9	1	0.368	0.020	1.000
9	2	0.573	0.153	1.000
9	4	0.300	0.069	1.000
9	6	0.101	0.215	1.000
9	8	0.125	0.154	1.000
9	16	0.248	0.172	1.000
10	3	0.151	0.148	1.000
10	5	0.077	0.351	1.000
10	18	0.211	0.500	1.000
11	5	0.079	0.671	1.000
11	10	0.177	0.269	1.000
11	18	0.187	0.060	1.000
12	5	0.133	0.064	1.000
12	6	0.012	0.096	1.000
12	8	0.108	0.553	1.000
12	10	0.051	0.288	1.000
13	5	0.025	0.400	1.000
13	6	0.031	0.281	1.000
13	8	0.189	0.283	1.000
13	10	0.127	0.036	1.000
14	5	0.018	0.089	1.000
14	6	0.058	0.128	1.000
14	8	0.044	0.013	1.000
14	10	0.173	0.327	1.000
14	11	0.269	0.352	1.000
14	18	0.165	0.092	1.000
15	5	0.021	0.169	1.000
15	6	0.216	0.333	1.000
15	8	0.109	0.004	1.000
15	10	0.050	0.252	1.000
15	11	0.299	0.242	1.000
16	4	0.430	0.167	1.000
16	6	0.152	0.298	1.000
16	8	0.094	0.077	1.000
16	12	1.000	0.229	1.000
16	13	1.000	0.125	1.000
16	16	0.212	0.104	1.000
17	5	0.013	0.082	1.000
17	6	0.137	0.192	1.000
17	8	0.133	0.256	1.000
17	10	0.077	0.238	1.000
17	18	0.048	0.232	1.000
18	3	0.040	0.239	1.000
18	5	0.100	0.761	1.000
19	0	0.520	0.110	1.000
19	1	0.356	0.194	1.000
19	2	0.126	0.055	1.000
19	4	0.155	0.025	1.000
19	6	0.081	0.154	1.000
19	8	0.008	0.089	1.000
19	16	0.305	0.233	1.000
19	17	0.264	0.140	1.000
