#N	alpha	gamma	mu	phi	psi	rho	sigm
0	0.110	1.450	1.405	0.550	0.564	1.000	0.799
1	0.113	1.023	1.038	0.204	0.937	1.000	0.896
2	0.393	0.676	1.032	0.998	0.878	1.000	0.567
3	0.393	1.425	1.176	0.144	0.855	1.000	0.611
4	0.393	1.190	1.380	0.295	0.618	1.000	0.828
5	0.057	0.945	1.231	0.495	0.881	1.000	0.000
6	0.627	1.251	1.075	0.236	0.892	1.000	0.733
7	0.393	0.700	1.143	0.178	0.524	1.000	0.000
8	0.255	0.942	1.456	0.242	0.621	1.000	0.576
9	0.065	0.988	1.376	0.587	0.500	1.000	0.000
10	0.183	0.932	1.308	0.793	0.858	1.000	0.847
11	1.000	0.517	1.160	0.281	0.572	0.000	0.974
12	0.393	0.614	1.129	0.215	0.797	1.000	0.594
13	0.393	1.300	1.033	0.378	0.557	1.000	0.521
14	0.122	0.604	1.347	0.066	0.927	1.000	0.781
15	0.104	0.999	1.078	0.810	0.899	1.000	0.842
16	1.000	1.228	1.444	0.535	0.899	0.000	0.839
17	0.093	0.879	1.395	0.979	0.522	1.000	0.831
18	1.000	0.730	1.091	0.420	0.666	0.000	0.969
19	0.054	1.128	1.042	0.600	0.517	1.000	0.609
20	0.237	1.032	1.295	0.877	0.855	1.000	0.869
21	0.123	0.868	1.069	0.564	0.984	1.000	0.929
22	0.137	0.725	1.144	0.558	0.640	1.000	0.000
23	0.078	0.925	1.131	0.659	0.612	1.000	0.000
24	0.393	1.338	1.049	0.172	0.650	1.000	0.567
25	0.175	1.139	1.103	0.173	0.835	1.000	0.793
26	0.065	0.507	1.438	0.927	0.830	1.000	0.000
27	0.311	0.678	1.006	0.772	0.606	1.000	0.717
28	0.305	1.319	1.182	0.270	0.641	1.000	0.652
29	0.119	1.465	1.176	0.488	0.893	1.000	0.501
#From	To	chi[to]	beta[fr]	lambda
0	9	0.192	0.167	1.000
0	23	0.363	0.206	1.000
0	26	0.125	0.626	1.000
1	9	0.143	0.549	1.000
1	26	0.101	0.451	1.000
2	2	0.541	0.010	1.000
2	9	0.140	0.442	1.000
2	23	0.338	0.270	1.000
2	26	0.192	0.278	1.000
3	1	0.224	0.172	1.000
3	10	0.080	0.122	1.000
3	14	0.062	0.167	1.000
3	17	0.126	0.134	1.000
3	21	0.120	0.189	1.000
3	22	0.767	0.013	1.000
3	25	0.171	0.196	1.000
3	29	0.171	0.007	1.000
4	2	0.459	0.230	1.000
4	5	0.822	0.332	1.000
4	9	0.134	0.182	1.000
4	23	0.225	0.210	1.000
4	26	0.010	0.046	1.000
6	6	0.824	0.175	1.000
6	8	0.121	0.108	1.000
6	10	0.073	0.174	1.000
6	20	0.194	0.205	1.000
6	25	0.179	0.188	1.000
6	27	0.139	0.150	1.000
8	0	0.527	0.012	1.000
8	8	0.184	0.045	1.000
8	10	0.111	0.196	1.000
8	15	0.355	0.236	1.000
8	20	0.080	0.159	1.000
8	21	0.095	0.042	1.000
8	25	0.109	0.256	1.000
8	29	0.154	0.054	1.000
10	1	0.038	0.338	1.000
10	14	0.237	0.200	1.000
10	17	0.159	0.160	1.000
10	21	0.122	0.007	1.000
10	29	0.156	0.295	1.000
11	1	0.081	0.115	1.000
11	4	1.000	0.035	1.000
11	7	1.000	0.163	1.000
11	10	0.160	0.182	1.000
11	13	1.000	0.043	1.000
11	14	0.087	0.076	1.000
11	17	0.015	0.011	1.000
11	21	0.078	0.092	1.000
11	25	0.138	0.126	1.000
11	29	0.177	0.158	1.000
12	10	0.019	0.325	1.000
12	12	0.662	0.498	1.000
12	25	0.080	0.177	1.000
13	1	0.237	0.030	1.000
13	14	0.166	0.031	1.000
13	17	0.146	0.265	1.000
13	21	0.139	0.406	1.000
13	29	0.140	0.267	1.000
14	17	0.124	0.288	1.000
14	19	0.214	0.178	1.000
14	21	0.107	0.534	1.000
15	1	0.246	0.180	1.000
15	14	0.319	0.244	1.000
15	17	0.141	0.088	1.000
15	21	0.022	0.112	1.000
15	29	0.062	0.377	1.000
16	3	1.000	0.060	1.000
16	10	0.037	0.512	1.000
16	24	1.000	0.428	1.000
17	9	0.211	0.376	1.000
17	23	0.073	0.170	1.000
17	26	0.194	0.454	1.000
18	6	0.176	0.256	1.000
18	8	0.126	0.092	1.000
18	10	0.112	0.012	1.000
18	20	0.064	0.184	1.000
18	25	0.135	0.271	1.000
18	27	0.861	0.185	1.000
19	5	0.178	1.000	1.000
20	8	0.310	0.165	1.000
20	10	0.067	0.188	1.000
20	15	0.162	0.189	1.000
20	20	0.172	0.169	1.000
20	21	0.151	0.018	1.000
20	25	0.030	0.195	1.000
20	28	0.808	0.076	1.000
21	17	0.047	0.197	1.000
21	19	0.296	0.538	1.000
21	21	0.043	0.266	1.000
24	10	0.073	0.402	1.000
24	12	0.338	0.165	1.000
24	20	0.266	0.205	1.000
24	25	0.105	0.228	1.000
25	1	0.038	0.250	1.000
25	17	0.073	0.305	1.000
25	19	0.490	0.126	1.000
25	21	0.080	0.318	1.000
27	1	0.136	0.167	1.000
27	10	0.076	0.083	1.000
27	14	0.128	0.190	1.000
27	17	0.169	0.194	1.000
27	21	0.032	0.155	1.000
27	22	0.233	0.133	1.000
27	29	0.139	0.078	1.000
28	0	0.473	0.248	1.000
28	8	0.259	0.039	1.000
28	10	0.192	0.298	1.000
28	15	0.482	0.088	1.000
28	20	0.222	0.165	1.000
28	21	0.011	0.035	1.000
28	25	0.053	0.035	1.000
28	28	0.192	0.093	1.000
29	9	0.180	0.479	1.000
29	26	0.378	0.521	1.000
