#N	alpha	gamma	mu	phi	psi	rho	sigm
0	0.110	0.859	1.058	0.743	0.975	1.000	0.623
1	0.113	1.251	1.299	0.148	0.797	1.000	0.671
2	0.393	1.020	1.446	0.424	0.857	1.000	0.606
3	0.393	1.147	1.118	0.907	0.793	1.000	0.757
4	0.393	0.734	1.184	0.229	0.759	1.000	0.950
5	0.057	0.749	1.431	0.690	0.895	1.000	0.000
6	0.627	0.910	1.166	0.191	0.971	1.000	0.655
7	0.393	1.415	1.493	0.769	0.694	1.000	0.000
8	0.255	0.827	1.185	0.861	0.626	1.000	0.705
9	0.065	0.708	1.055	0.191	0.996	1.000	0.000
10	0.183	0.722	1.310	0.015	0.987	1.000	0.623
11	1.000	1.137	1.279	0.780	0.768	0.000	0.943
12	0.393	0.840	1.026	0.770	0.979	1.000	0.771
13	0.393	0.983	1.013	0.274	0.684	1.000	0.911
14	0.122	1.264	1.056	0.169	0.673	1.000	0.784
15	0.104	0.729	1.033	0.624	0.806	1.000	0.669
16	1.000	1.080	1.471	0.033	0.898	0.000	0.844
17	0.093	1.382	1.138	0.826	0.882	1.000	0.520
18	1.000	0.530	1.455	0.573	0.674	0.000	0.556
19	0.054	1.453	1.019	0.764	0.697	1.000	0.608
20	0.237	1.206	1.010	0.562	0.573	1.000	0.643
21	0.123	1.255	1.288	0.972	0.544	1.000	0.777
22	0.137	1.356	1.276	0.536	0.718	1.000	0.000
23	0.078	1.232	1.384	0.386	0.547	1.000	0.000
24	0.393	0.560	1.176	0.043	0.560	1.000	0.627
25	0.175	1.161	1.437	0.313	0.830	1.000	0.885
26	0.065	1.246	1.225	0.480	0.779	1.000	0.000
27	0.311	0.786	1.381	0.003	0.765	1.000	0.537
28	0.305	1.084	1.316	0.668	0.565	1.000	0.844
29	0.119	1.384	1.282	0.435	0.529	1.000	0.883
#From	To	chi[to]	beta[fr]	lambda
0	9	0.178	0.346	1.000
0	23	0.043	0.578	1.000
0	26	0.230	0.076	1.000
1	9	0.281	0.068	1.000
1	26	0.074	0.932	1.000
2	2	0.553	0.341	1.000
2	9	0.023	0.225	1.000
2	23	0.313	0.222	1.000
2	26	0.076	0.211	1.000
3	1	0.204	0.257	1.000
3	10	0.031	0.132	1.000
3	14	0.218	0.076	1.000
3	17	0.046	0.018	1.000
3	21	0.101	0.037	1.000
3	22	0.637	0.145	1.000
3	25	0.090	0.271	1.000
3	29	0.067	0.064	1.000
4	2	0.447	0.032	1.000
4	5	0.652	0.293	1.000
4	9	0.160	0.078	1.000
4	23	0.379	0.304	1.000
4	26	0.219	0.294	1.000
6	6	0.424	0.314	1.000
6	8	0.297	0.103	1.000
6	10	0.143	0.216	1.000
6	20	0.056	0.196	1.000
6	25	0.255	0.151	1.000
6	27	0.599	0.020	1.000
8	0	0.072	0.064	1.000
8	8	0.331	0.209	1.000
8	10	0.069	0.137	1.000
8	15	0.353	0.034	1.000
8	20	0.123	0.070	1.000
8	21	0.170	0.172	1.000
8	25	0.060	0.122	1.000
8	29	0.206	0.191	1.000
10	1	0.005	0.202	1.000
10	14	0.204	0.097	1.000
10	17	0.014	0.411	1.000
10	21	0.031	0.246	1.000
10	29	0.117	0.043	1.000
11	1	0.251	0.125	1.000
11	4	1.000	0.016	1.000
11	7	1.000	0.146	1.000
11	10	0.165	0.156	1.000
11	13	1.000	0.084	1.000
11	14	0.087	0.069	1.000
11	17	0.051	0.152	1.000
11	21	0.006	0.140	1.000
11	25	0.101	0.097	1.000
11	29	0.100	0.015	1.000
12	10	0.139	0.245	1.000
12	12	0.437	0.405	1.000
12	25	0.042	0.350	1.000
13	1	0.322	0.269	1.000
13	14	0.120	0.231	1.000
13	17	0.240	0.007	1.000
13	21	0.084	0.170	1.000
13	29	0.253	0.323	1.000
14	17	0.156	0.274	1.000
14	19	0.656	0.400	1.000
14	21	0.065	0.326	1.000
15	1	0.028	0.228	1.000
15	14	0.172	0.204	1.000
15	17	0.267	0.223	1.000
15	21	0.106	0.241	1.000
15	29	0.117	0.105	1.000
16	3	1.000	0.472	1.000
16	10	0.122	0.182	1.000
16	24	1.000	0.346	1.000
17	9	0.021	0.331	1.000
17	23	0.265	0.124	1.000
17	26	0.207	0.545	1.000
18	6	0.576	0.321	1.000
18	8	0.116	0.035	1.000
18	10	0.047	0.094	1.000
18	20	0.079	0.187	1.000
18	25	0.041	0.070	1.000
18	27	0.401	0.294	1.000
19	5	0.348	1.000	1.000
20	8	0.072	0.087	1.000
20	10	0.154	0.115	1.000
20	15	0.292	0.175	1.000
20	20	0.163	0.035	1.000
20	21	0.163	0.282	1.000
20	25	0.205	0.286	1.000
20	28	0.295	0.020	1.000
21	17	0.056	0.300	1.000
21	19	0.276	0.148	1.000
21	21	0.014	0.552	1.000
24	10	0.043	0.024	1.000
24	12	0.563	0.296	1.000
24	20	0.165	0.520	1.000
24	25	0.107	0.160	1.000
25	1	0.171	0.510	1.000
25	17	0.042	0.060	1.000
25	19	0.068	0.320	1.000
25	21	0.067	0.109	1.000
27	1	0.019	0.121	1.000
27	10	0.045	0.237	1.000
27	14	0.198	0.241	1.000
27	17	0.129	0.071	1.000
27	21	0.119	0.060	1.000
27	22	0.363	0.153	1.000
27	29	0.139	0.118	1.000
28	0	0.928	0.102	1.000
28	8	0.184	0.007	1.000
28	10	0.041	0.033	1.000
28	15	0.355	0.308	1.000
28	20	0.414	0.068	1.000
28	21	0.074	0.095	1.000
28	25	0.099	0.268	1.000
28	28	0.705	0.118	1.000
29	9	0.337	0.539	1.000
29	26	0.194	0.461	1.000
