#N	alpha	gamma	mu	phi	psi	rho	sigm
0	1.000	1.092	1.287	0.599	0.925	0.000	0.740
1	1.000	1.353	1.069	0.859	0.865	0.000	0.733
2	0.275	0.911	1.003	0.070	0.529	1.000	0.000
3	0.230	0.514	1.314	0.780	0.735	1.000	0.806
4	0.135	0.751	1.307	0.835	0.556	1.000	0.881
5	0.263	0.847	1.096	0.683	0.681	1.000	0.000
6	0.344	0.929	1.433	0.961	0.587	1.000	0.525
7	0.169	1.342	1.151	0.022	0.535	1.000	0.000
8	1.000	0.630	1.266	0.424	0.909	0.000	0.578
9	0.135	1.054	1.405	0.903	0.577	1.000	0.000
#From	To	chi[to]	beta[fr]	lambda
0	5	0.505	0.342	1.000
0	6	0.268	0.186	1.000
0	7	0.304	0.472	1.000
1	2	0.393	1.000	1.000
2	2	0.590	1.000	1.000
3	5	0.102	0.344	1.000
3	6	0.330	0.501	1.000
3	7	0.472	0.156	1.000
4	2	0.017	1.000	1.000
5	5	0.054	1.000	1.000
6	3	0.495	0.173	1.000
6	4	1.000	0.304	1.000
6	5	0.339	0.182	1.000
6	6	0.153	0.145	1.000
6	7	0.224	0.086	1.000
6	9	1.000	0.110	1.000
8	3	0.505	0.263	1.000
8	6	0.249	0.737	1.000
