#N	alpha	gamma	mu	phi	psi	rho	sigm
0	0.393	1.338	1.071	0.219	0.849	1.000	0.996
1	0.393	0.544	1.192	0.440	0.845	1.000	0.562
2	1.000	0.653	1.114	0.076	0.635	0.000	0.636
3	1.000	1.037	1.434	0.611	0.695	0.000	0.921
4	0.148	0.967	1.299	0.282	0.639	1.000	0.859
5	1.000	1.080	1.443	0.774	0.509	0.000	0.784
6	0.260	1.082	1.039	0.150	0.618	1.000	0.954
7	0.135	0.948	1.327	0.833	0.937	1.000	0.841
8	1.000	0.589	1.286	0.763	0.506	0.000	0.611
9	0.236	1.074	1.404	0.486	0.751	1.000	0.968
10	1.000	1.005	1.335	0.985	0.686	0.000	0.768
11	0.152	0.829	1.288	0.962	0.690	1.000	0.688
12	0.393	1.468	1.430	0.189	0.836	1.000	0.961
13	1.000	1.060	1.196	0.475	0.625	0.000	0.719
14	1.000	1.119	1.135	0.658	0.864	0.000	0.947
15	0.251	1.312	1.314	0.194	0.609	1.000	0.591
16	1.000	1.108	1.082	0.540	0.904	0.000	0.510
17	0.288	0.869	1.011	0.990	0.853	1.000	0.609
18	0.326	1.261	1.064	0.716	0.730	1.000	0.544
19	0.235	1.077	1.310	0.534	0.546	1.000	0.614
#From	To	chi[to]	beta[fr]	lambda
0	4	0.180	0.864	1.000
0	7	0.022	0.136	1.000
1	6	0.204	0.389	1.000
1	9	0.088	0.462	1.000
1	19	0.374	0.149	1.000
2	0	1.000	0.094	1.000
2	9	0.057	0.385	1.000
2	15	0.520	0.469	1.000
2	19	0.353	0.051	1.000
3	6	0.150	0.249	1.000
3	9	0.073	0.446	1.000
3	18	0.167	0.305	1.000
4	4	0.066	0.146	1.000
4	7	0.021	0.327	1.000
4	11	0.337	0.527	1.000
5	1	0.461	0.756	1.000
5	12	1.000	0.244	1.000
6	4	0.068	0.074	1.000
6	7	0.234	0.398	1.000
6	9	0.010	0.355	1.000
6	15	0.143	0.173	1.000
7	4	0.044	0.517	1.000
7	7	0.199	0.483	1.000
8	1	0.539	0.210	1.000
8	9	0.140	0.279	1.000
8	17	0.302	0.259	1.000
8	18	0.191	0.252	1.000
9	4	0.186	0.421	1.000
9	7	0.051	0.468	1.000
9	11	0.136	0.111	1.000
10	4	0.059	0.974	1.000
10	7	0.025	0.026	1.000
11	4	0.097	0.286	1.000
11	7	0.198	0.393	1.000
11	11	0.324	0.321	1.000
12	9	0.010	0.302	1.000
12	17	0.224	0.167	1.000
12	18	0.025	0.532	1.000
13	6	0.284	0.292	1.000
13	9	0.182	0.306	1.000
13	17	0.474	0.277	1.000
13	18	0.333	0.126	1.000
14	6	0.103	0.371	1.000
14	9	0.169	0.306	1.000
14	18	0.283	0.323	1.000
15	4	0.085	0.178	1.000
15	7	0.184	0.381	1.000
15	11	0.203	0.441	1.000
16	4	0.151	0.067	1.000
16	9	0.054	0.366	1.000
16	15	0.337	0.393	1.000
16	19	0.229	0.174	1.000
17	4	0.053	0.443	1.000
17	7	0.014	0.318	1.000
17	9	0.034	0.239	1.000
18	6	0.260	0.354	1.000
18	9	0.185	0.258	1.000
18	19	0.043	0.388	1.000
19	4	0.011	0.881	1.000
19	7	0.054	0.119	1.000
