#N	alpha	gamma	mu	phi	psi	rho	sigm
0	0.211	1.065	1.108	0.770	0.798	1.000	0.000
1	0.186	0.548	1.012	0.295	0.548	1.000	0.000
2	0.393	1.382	1.189	0.620	0.842	1.000	0.890
3	0.393	1.448	1.443	0.397	0.694	1.000	0.900
4	1.000	0.972	1.031	0.294	0.552	0.000	0.939
5	1.000	0.526	1.182	0.508	0.850	0.000	0.692
6	1.000	1.429	1.345	0.035	0.548	0.000	0.977
7	0.393	1.078	1.225	0.355	0.917	1.000	0.746
8	0.393	1.462	1.307	0.307	0.561	1.000	0.000
9	0.393	0.961	1.081	0.095	0.953	1.000	0.861
#From	To	chi[to]	beta[fr]	lambda
2	0	0.086	0.245	1.000
2	1	0.233	0.508	1.000
2	7	0.632	0.247	1.000
3	1	0.342	1.000	1.000
4	0	0.721	0.118	1.000
4	1	0.108	0.361	1.000
4	2	1.000	0.334	1.000
4	8	1.000	0.188	1.000
5	3	1.000	1.000	1.000
6	9	1.000	1.000	1.000
7	0	0.192	0.449	1.000
7	1	0.167	0.399	1.000
7	7	0.368	0.152	1.000
9	1	0.149	1.000	1.000
