#N	alpha	gamma	mu	phi	psi	rho	sigm
0	0.110	1.162	1.386	0.120	0.777	1.000	0.607
1	0.113	1.089	1.296	0.559	0.549	1.000	0.877
2	0.393	0.964	1.192	0.120	0.643	1.000	0.614
3	0.393	1.429	1.497	0.954	0.893	1.000	0.787
4	0.393	0.961	1.107	0.289	0.709	1.000	0.804
5	0.057	0.969	1.381	0.596	0.910	1.000	0.000
6	0.627	0.651	1.041	0.523	0.691	1.000	0.646
7	0.393	0.851	1.157	0.641	0.685	1.000	0.000
8	0.255	0.538	1.409	0.606	0.954	1.000	0.607
9	0.065	1.269	1.218	0.879	0.529	1.000	0.000
10	0.183	1.360	1.043	0.490	0.648	1.000	0.827
11	1.000	1.366	1.368	0.306	0.909	0.000	0.834
12	0.393	0.504	1.345	0.749	0.543	1.000	0.832
13	0.393	1.164	1.172	0.620	0.844	1.000	0.995
14	0.122	1.094	1.337	0.516	0.776	1.000	0.606
15	0.104	1.248	1.480	0.040	0.680	1.000	0.700
16	1.000	0.964	1.011	0.317	0.956	0.000	0.890
17	0.093	1.025	1.091	0.755	0.992	1.000	0.891
18	1.000	0.709	1.140	0.004	0.863	0.000	0.632
19	0.054	0.782	1.466	0.224	0.541	1.000	0.822
20	0.237	1.252	1.097	0.523	0.533	1.000	0.991
21	0.123	0.836	1.060	0.193	0.751	1.000	0.708
22	0.137	0.860	1.451	0.341	0.768	1.000	0.000
23	0.078	0.652	1.215	0.479	0.559	1.000	0.000
24	0.393	0.524	1.196	0.280	0.807	1.000	0.922
25	0.175	0.901	1.190	0.279	0.590	1.000	0.848
26	0.065	1.240	1.131	0.103	0.645	1.000	0.000
27	0.311	1.300	1.041	0.092	0.581	1.000	0.874
28	0.305	0.824	1.443	0.916	0.840	1.000	0.556
29	0.119	0.847	1.362	0.151	0.778	1.000	0.724
#From	To	chi[to]	beta[fr]	lambda
0	9	0.187	0.367	1.000
0	23	0.337	0.359	1.000
0	26	0.260	0.274	1.000
1	9	0.233	0.187	1.000
1	26	0.014	0.813	1.000
2	2	0.095	0.182	1.000
2	9	0.173	0.051	1.000
2	23	0.256	0.368	1.000
2	26	0.148	0.399	1.000
3	1	0.015	0.157	1.000
3	10	0.060	0.177	1.000
3	14	0.170	0.167	1.000
3	17	0.081	0.082	1.000
3	21	0.158	0.033	1.000
3	22	0.241	0.161	1.000
3	25	0.011	0.073	1.000
3	29	0.059	0.151	1.000
4	2	0.905	0.304	1.000
4	5	0.693	0.180	1.000
4	9	0.116	0.054	1.000
4	23	0.261	0.116	1.000
4	26	0.027	0.345	1.000
6	6	0.564	0.047	1.000
6	8	0.223	0.247	1.000
6	10	0.082	0.149	1.000
6	20	0.273	0.239	1.000
6	25	0.116	0.199	1.000
6	27	0.453	0.120	1.000
8	0	0.398	0.183	1.000
8	8	0.236	0.030	1.000
8	10	0.149	0.180	1.000
8	15	0.441	0.233	1.000
8	20	0.216	0.215	1.000
8	21	0.073	0.060	1.000
8	25	0.162	0.024	1.000
8	29	0.166	0.076	1.000
10	1	0.222	0.115	1.000
10	14	0.119	0.344	1.000
10	17	0.140	0.326	1.000
10	21	0.097	0.145	1.000
10	29	0.201	0.069	1.000
11	1	0.255	0.059	1.000
11	4	1.000	0.007	1.000
11	7	1.000	0.006	1.000
11	10	0.035	0.120	1.000
11	13	1.000	0.116	1.000
11	14	0.174	0.118	1.000
11	17	0.134	0.152	1.000
11	21	0.074	0.173	1.000
11	25	0.197	0.114	1.000
11	29	0.127	0.136	1.000
12	10	0.003	0.343	1.000
12	12	0.331	0.335	1.000
12	25	0.124	0.322	1.000
13	1	0.021	0.133	1.000
13	14	0.238	0.358	1.000
13	17	0.146	0.014	1.000
13	21	0.106	0.353	1.000
13	29	0.050	0.142	1.000
14	17	0.180	0.251	1.000
14	19	0.463	0.220	1.000
14	21	0.023	0.529	1.000
15	1	0.121	0.308	1.000
15	14	0.016	0.135	1.000
15	17	0.148	0.250	1.000
15	21	0.147	0.149	1.000
15	29	0.155	0.159	1.000
16	3	1.000	0.275	1.000
16	10	0.160	0.376	1.000
16	24	1.000	0.349	1.000
17	9	0.196	0.370	1.000
17	23	0.145	0.454	1.000
17	26	0.328	0.176	1.000
18	6	0.436	0.085	1.000
18	8	0.102	0.205	1.000
18	10	0.004	0.239	1.000
18	20	0.043	0.205	1.000
18	25	0.007	0.182	1.000
18	27	0.547	0.084	1.000
19	5	0.307	1.000	1.000
20	8	0.124	0.204	1.000
20	10	0.167	0.147	1.000
20	15	0.464	0.016	1.000
20	20	0.135	0.158	1.000
20	21	0.095	0.075	1.000
20	25	0.140	0.190	1.000
20	28	0.461	0.210	1.000
21	17	0.100	0.402	1.000
21	19	0.208	0.467	1.000
21	21	0.017	0.131	1.000
24	10	0.146	0.564	1.000
24	12	0.669	0.360	1.000
24	20	0.328	0.068	1.000
24	25	0.182	0.009	1.000
25	1	0.244	0.257	1.000
25	17	0.068	0.185	1.000
25	19	0.329	0.469	1.000
25	21	0.151	0.089	1.000
27	1	0.123	0.069	1.000
27	10	0.094	0.024	1.000
27	14	0.284	0.134	1.000
27	17	0.003	0.033	1.000
27	21	0.045	0.309	1.000
27	22	0.759	0.388	1.000
27	29	0.242	0.043	1.000
28	0	0.602	0.176	1.000
28	8	0.315	0.146	1.000
28	10	0.100	0.096	1.000
28	15	0.095	0.043	1.000
28	20	0.005	0.106	1.000
28	21	0.014	0.164	1.000
28	25	0.061	0.223	1.000
28	28	0.539	0.048	1.000
29	9	0.096	0.461	1.000
29	26	0.223	0.539	1.000
