#N	alpha	gamma	mu	phi	psi	rho	sigm
0	0.237	0.643	1.198	0.933	0.552	1.000	0.660
1	0.042	0.586	1.089	0.787	0.593	1.000	0.987
2	1.000	0.627	1.372	0.307	0.903	0.000	0.725
3	0.211	0.874	1.121	0.362	0.696	1.000	0.893
4	0.204	0.819	1.016	0.197	0.647	1.000	0.956
5	1.000	1.266	1.119	0.539	0.992	0.000	0.662
6	0.173	0.854	1.106	0.755	0.675	1.000	0.907
7	0.158	0.655	1.332	0.145	0.853	1.000	0.579
8	0.072	0.752	1.133	0.639	0.803	1.000	0.605
9	0.061	1.481	1.480	0.056	0.574	1.000	0.667
10	1.000	1.431	1.057	0.612	0.852	0.000	0.964
11	0.082	0.707	1.489	0.664	0.874	1.000	0.505
12	0.058	0.640	1.011	0.239	0.723	1.000	0.992
13	0.319	0.712	1.482	0.161	0.720	1.000	0.725
14	0.293	1.402	1.309	0.717	0.760	1.000	0.876
15	0.234	1.333	1.007	0.921	0.908	1.000	0.592
16	0.100	0.932	1.290	0.978	0.730	1.000	0.655
17	1.000	0.693	1.375	0.978	0.715	0.000	0.783
18	0.205	0.849	1.415	0.043	0.686	1.000	0.587
19	0.536	1.069	1.332	0.148	0.895	1.000	0.551
20	0.116	0.814	1.047	0.119	0.725	1.000	0.961
21	0.104	1.425	1.286	0.398	0.583	1.000	0.726
22	1.000	1.210	1.243	0.740	0.834	0.000	0.959
23	0.094	0.517	1.430	0.281	0.708	1.000	0.992
24	0.114	0.994	1.346	0.626	0.868	1.000	0.912
25	1.000	0.569	1.211	0.567	0.632	0.000	0.678
26	0.254	0.795	1.010	0.567	0.903	1.000	0.606
27	0.083	1.484	1.466	0.498	0.684	1.000	0.875
28	0.217	0.950	1.409	0.815	0.903	1.000	0.623
29	0.082	0.745	1.104	0.544	0.961	1.000	0.769
#From	To	chi[to]	beta[fr]	lambda
0	1	0.069	0.217	1.000
0	9	0.173	0.550	1.000
0	12	0.038	0.233	1.000
1	9	0.157	0.346	1.000
1	12	0.082	0.654	1.000
2	0	0.085	0.198	1.000
2	6	0.063	0.126	1.000
2	7	0.032	0.131	1.000
2	13	0.582	0.065	1.000
2	19	0.261	0.198	1.000
2	24	0.083	0.152	1.000
2	26	0.502	0.131	1.000
3	0	0.178	0.097	1.000
3	4	0.051	0.249	1.000
3	6	0.023	0.190	1.000
3	7	0.068	0.088	1.000
3	14	0.079	0.096	1.000
3	20	0.088	0.127	1.000
3	24	0.062	0.122	1.000
3	26	0.286	0.031	1.000
4	6	0.165	0.086	1.000
4	7	0.022	0.160	1.000
4	8	0.122	0.169	1.000
4	11	0.418	0.092	1.000
4	18	0.105	0.023	1.000
4	20	0.023	0.122	1.000
4	23	0.185	0.091	1.000
4	24	0.045	0.004	1.000
4	27	0.707	0.228	1.000
4	29	0.148	0.024	1.000
5	0	0.178	0.143	1.000
5	4	0.207	0.013	1.000
5	6	0.044	0.111	1.000
5	7	0.101	0.163	1.000
5	14	0.250	0.005	1.000
5	18	0.005	0.202	1.000
5	20	0.086	0.152	1.000
5	24	0.105	0.173	1.000
5	28	0.139	0.038	1.000
6	1	0.094	0.244	1.000
6	9	0.154	0.432	1.000
6	12	0.073	0.324	1.000
7	1	0.015	0.205	1.000
7	8	0.050	0.165	1.000
7	12	0.010	0.214	1.000
7	20	0.019	0.164	1.000
7	24	0.005	0.251	1.000
8	1	0.115	0.275	1.000
8	9	0.161	0.326	1.000
8	12	0.068	0.399	1.000
9	9	0.079	0.760	1.000
9	12	0.109	0.240	1.000
10	7	0.044	0.227	1.000
10	8	0.089	0.036	1.000
10	12	0.062	0.150	1.000
10	15	0.398	0.160	1.000
10	20	0.014	0.119	1.000
10	21	0.181	0.056	1.000
10	23	0.041	0.082	1.000
