#N	alpha	gamma	mu	phi	psi	rho	sigm
0	1.000	1.125	1.277	0.175	0.736	0.000	0.949
1	0.165	1.330	1.403	0.169	0.846	1.000	0.833
2	0.311	0.816	1.371	0.136	0.652	1.000	0.513
3	1.000	0.592	1.190	0.622	0.923	0.000	0.941
4	0.121	1.019	1.203	0.692	0.584	1.000	0.736
5	1.000	1.421	1.316	0.533	0.656	0.000	0.991
6	0.203	1.187	1.274	0.011	0.924	1.000	0.644
7	0.083	0.738	1.338	0.871	0.532	1.000	0.732
8	0.137	1.425	1.104	0.427	0.912	1.000	0.695
9	0.070	1.408	1.188	0.827	0.744	1.000	0.983
10	0.627	1.494	1.438	0.691	0.788	1.000	0.733
11	1.000	0.520	1.140	0.135	0.764	0.000	0.854
12	0.146	1.217	1.375	0.578	0.862	1.000	0.839
13	0.067	1.213	1.263	0.733	0.711	1.000	0.000
14	0.393	1.149	1.351	0.392	0.637	1.000	0.817
15	1.000	1.325	1.473	0.724	0.596	0.000	0.875
16	0.349	0.777	1.169	0.524	0.755	1.000	0.943
17	0.060	0.973	1.145	0.387	0.695	1.000	0.954
18	0.103	1.238	1.268	0.900	0.690	1.000	0.537
19	0.393	0.995	1.407	0.873	0.742	1.000	0.606
20	1.000	1.118	1.466	0.262	0.762	0.000	0.640
21	0.153	1.108	1.255	0.943	0.575	1.000	0.579
22	0.131	1.051	1.167	0.501	0.672	1.000	0.880
23	0.137	1.175	1.401	0.084	0.897	1.000	0.556
24	0.131	1.170	1.228	0.500	0.794	1.000	0.979
25	0.086	1.216	1.302	0.277	0.501	1.000	0.575
26	0.281	0.883	1.172	0.460	0.641	1.000	0.692
27	0.094	1.483	1.127	0.435	0.562	1.000	0.733
28	0.087	0.722	1.091	0.868	0.642	1.000	0.505
29	0.067	1.434	1.298	0.665	0.761	1.000	0.829
#From	To	chi[to]	beta[fr]	lambda
0	12	0.093	0.459	1.000
0	13	0.083	0.541	1.000
1	4	0.201	0.131	1.000
1	9	0.661	0.116	1.000
1	21	0.175	0.094	1.000
1	22	0.018	0.137	1.000
1	24	0.109	0.144	1.000
1	26	0.050	0.242	1.000
1	27	0.009	0.136	1.000
2	7	0.141	0.066	1.000
2	18	0.092	0.341	1.000
2	23	0.161	0.377	1.000
2	27	0.120	0.054	1.000
2	28	0.004	0.162	1.000
3	13	0.037	0.257	1.000
3	17	0.054	0.251	1.000
3	27	0.073	0.410	1.000
3	28	0.114	0.056	1.000
3	29	0.112	0.026	1.000
4	9	0.087	0.154	1.000
4	21	0.095	0.084	1.000
4	22	0.295	0.077	1.000
4	23	0.389	0.171	1.000
4	24	0.151	0.087	1.000
4	25	0.916	0.291	1.000
4	27	0.142	0.035	1.000
4	28	0.123	0.101	1.000
5	6	0.094	0.022	1.000
5	21	0.069	0.222	1.000
5	23	0.012	0.181	1.000
5	27	0.008	0.305	1.000
5	28	0.029	0.270	1.000
6	13	0.035	0.484	1.000
6	29	0.177	0.516	1.000
7	13	0.003	0.208	1.000
7	17	0.096	0.088	1.000
7	27	0.069	0.376	1.000
7	28	0.090	0.292	1.000
7	29	0.098	0.036	1.000
8	12	0.907	0.521	1.000
8	13	0.051	0.479	1.000
9	13	0.022	0.818	1.000
9	29	0.179	0.182	1.000
10	1	0.487	0.168	1.000
10	2	0.470	0.054	1.000
10	4	0.329	0.068	1.000
10	10	0.752	0.034	1.000
10	16	0.320	0.174	1.000
10	21	0.243	0.135	1.000
10	22	0.265	0.013	1.000
10	24	0.225	0.123	1.000
10	26	0.392	0.138	1.000
10	27	0.085	0.092	1.000
11	16	0.503	1.000	1.000
12	13	0.045	1.000	1.000
13	13	0.092	1.000	1.000
14	6	0.366	0.025	1.000
14	21	0.119	0.245	1.000
14	22	0.216	0.060	1.000
14	23	0.114	0.086	1.000
14	24	0.243	0.114	1.000
14	25	0.084	0.126	1.000
14	27	0.051	0.105	1.000
14	28	0.032	0.239	1.000
15	2	0.530	0.082	1.000
15	10	0.248	0.104	1.000
15	14	1.000	0.071	1.000
15	16	0.035	0.185	1.000
15	19	1.000	0.182	1.000
15	21	0.027	0.022	1.000
15	22	0.133	0.181	1.000
15	24	0.213	0.127	1.000
15	26	0.233	0.046	1.000
16	6	0.539	0.257	1.000
16	7	0.397	0.170	1.000
16	8	1.000	0.181	1.000
16	23	0.325	0.129	1.000
16	27	0.125	0.097	1.000
16	28	0.188	0.166	1.000
17	13	0.061	1.000	1.000
18	13	0.069	0.035	1.000
18	17	0.325	0.480	1.000
18	18	0.329	0.034	1.000
18	27	0.057	0.141	1.000
18	28	0.088	0.310	1.000
19	13	0.043	0.369	1.000
19	29	0.131	0.631	1.000
20	16	0.141	1.000	1.000
21	13	0.052	1.000	1.000
22	13	0.094	0.106	1.000
22	17	0.299	0.046	1.000
22	18	0.168	0.284	1.000
22	27	0.018	0.409	1.000
22	28	0.151	0.155	1.000
23	13	0.017	0.309	1.000
23	17	0.088	0.114	1.000
23	18	0.319	0.234	1.000
23	27	0.035	0.208	1.000
23	28	0.087	0.059	1.000
23	29	0.115	0.076	1.000
24	13	0.032	0.198	1.000
24	29	0.023	0.802	1.000
25	7	0.462	0.215	1.000
25	13	0.058	0.333	1.000
