#N	alpha	gamma	mu	phi	psi	rho	sigm
0	0.041	0.886	1.159	0.533	0.516	1.000	0.549
1	1.000	0.656	1.175	0.253	0.557	0.000	0.869
2	0.459	0.522	1.118	0.614	0.935	1.000	0.663
3	0.154	1.348	1.227	0.435	0.991	1.000	0.751
4	0.062	1.192	1.136	0.520	0.891	1.000	0.576
5	0.154	0.533	1.437	0.071	0.606	1.000	0.701
6	0.266	1.335	1.214	0.324	0.824	1.000	0.799
7	1.000	0.542	1.441	0.042	0.842	0.000	0.682
8	1.000	1.469	1.124	0.086	0.531	0.000	0.822
9	0.071	1.156	1.130	0.339	0.909	1.000	0.844
10	0.108	0.711	1.232	0.317	0.502	1.000	0.720
11	0.045	0.822	1.078	0.807	0.709	1.000	0.840
12	0.062	1.274	1.480	0.193	0.931	1.000	0.937
13	0.111	1.260	1.306	0.475	0.637	1.000	0.694
14	0.180	1.146	1.472	0.999	0.975	1.000	0.551
15	0.061	0.800	1.280	0.395	0.867	1.000	0.620
16	0.056	1.021	1.436	0.231	0.964	1.000	0.935
17	0.055	0.986	1.124	0.847	0.851	1.000	0.000
18	0.075	1.359	1.284	0.533	0.574	1.000	0.743
19	0.266	1.276	1.449	0.476	0.806	1.000	0.703
20	0.057	0.678	1.215	0.079	0.898	1.000	0.982
21	0.154	0.574	1.205	0.766	0.844	1.000	0.852
22	1.000	0.947	1.089	0.312	0.751	0.000	0.812
23	0.627	1.047	1.091	0.856	0.963	1.000	0.742
24	0.049	1.376	1.425	0.290	0.589	1.000	0.947
25	0.052	0.715	1.084	0.333	0.806	1.000	0.661
26	0.125	1.382	1.030	0.226	0.757	1.000	0.586
27	0.060	0.615	1.466	0.404	0.831	1.000	0.907
28	0.071	1.334	1.145	0.759	0.557	1.000	0.975
29	1.000	1.267	1.257	0.825	0.965	0.000	0.568
#From	To	chi[to]	beta[fr]	lambda
0	17	0.032	0.236	1.000
0	25	0.104	0.764	1.000
1	2	0.269	0.151	1.000
1	3	0.063	0.031	1.000
1	5	0.211	0.236	1.000
1	10	0.126	0.050	1.000
1	14	0.392	0.199	1.000
1	18	0.046	0.092	1.000
1	21	0.130	0.142	1.000
1	23	0.913	0.098	1.000
2	2	0.436	0.031	1.000
2	3	0.258	0.173	1.000
2	4	0.049	0.062	1.000
2	5	0.032	0.154	1.000
2	6	0.182	0.034	1.000
2	10	0.241	0.191	1.000
2	12	0.025	0.025	1.000
2	14	0.174	0.068	1.000
2	18	0.018	0.159	1.000
2	19	0.263	0.014	1.000
2	21	0.065	0.073	1.000
2	26	0.256	0.018	1.000
3	4	0.001	0.199	1.000
3	12	0.004	0.167	1.000
3	15	0.096	0.163	1.000
3	16	0.176	0.129	1.000
3	17	0.009	0.212	1.000
3	18	0.112	0.094	1.000
3	20	0.081	0.036	1.000
4	17	0.089	0.287	1.000
4	25	0.155	0.713	1.000
5	4	0.076	0.256	1.000
5	12	0.097	0.247	1.000
5	17	0.070	0.119	1.000
5	24	0.244	0.202	1.000
5	25	0.184	0.175	1.000
6	3	0.005	0.127	1.000
6	4	0.077	0.144	1.000
6	5	0.227	0.008	1.000
6	6	0.401	0.067	1.000
6	10	0.196	0.069	1.000
6	12	0.023	0.056	1.000
6	14	0.096	0.046	1.000
6	18	0.117	0.019	1.000
6	19	0.391	0.047	1.000
6	21	0.138	0.129	1.000
6	26	0.283	0.104	1.000
6	27	0.246	0.184	1.000
7	4	0.071	0.078	1.000
7	12	0.066	0.400	1.000
7	17	0.025	0.037	1.000
7	24	0.065	0.167	1.000
7	25	0.024	0.318	1.000
8	17	0.030	1.000	1.000
9	0	0.632	0.099	1.000
9	4	0.007	0.197	1.000
9	12	0.077	0.016	1.000
9	15	0.032	0.177	1.000
9	16	0.180	0.025	1.000
