#N	alpha	gamma	mu	phi	psi	rho	sigm
0	0.288	1.344	1.152	0.358	0.780	1.000	0.840
1	0.234	0.937	1.131	0.288	0.973	1.000	0.991
2	0.149	0.670	1.359	0.236	0.757	1.000	0.838
3	0.018	0.502	1.098	0.563	0.845	1.000	0.644
4	0.042	0.599	1.479	0.455	0.681	1.000	0.560
5	0.043	0.967	1.099	0.924	0.954	1.000	0.995
6	0.050	1.482	1.010	0.567	0.997	1.000	0.845
7	0.027	0.783	1.109	0.051	0.968	1.000	0.897
8	0.027	1.424	1.416	0.997	0.532	1.000	0.737
9	0.104	1.079	1.047	0.467	0.639	1.000	0.703
10	0.047	1.147	1.231	0.785	0.932	1.000	0.878
11	0.088	1.233	1.204	0.179	0.730	1.000	0.505
12	0.211	1.243	1.213	0.677	0.798	1.000	0.979
13	0.028	0.783	1.435	0.220	0.580	1.000	0.916
14	0.165	1.444	1.197	0.446	0.827	1.000	0.685
15	0.393	0.825	1.402	0.447	0.915	1.000	0.695
16	0.046	1.287	1.004	0.773	0.657	1.000	0.654
17	1.000	0.833	1.037	0.980	0.924	0.000	0.944
18	0.051	0.801	1.151	0.022	0.928	1.000	0.758
19	0.096	0.751	1.190	0.180	0.919	1.000	0.770
20	0.088	0.610	1.456	0.426	0.502	1.000	0.731
21	0.115	1.353	1.377	0.216	0.710	1.000	0.650
22	0.393	1.184	1.022	0.499	0.710	1.000	0.653
23	0.042	0.508	1.281	0.393	0.687	1.000	0.641
24	1.000	1.347	1.305	0.308	0.772	0.000	0.971
25	0.046	1.310	1.236	0.019	0.507	1.000	0.679
26	0.022	0.850	1.021	0.449	0.785	1.000	0.800
27	1.000	0.669	1.309	0.530	0.795	0.000	0.555
28	1.000	1.081	1.134	0.571	0.728	0.000	0.662
29	0.105	1.024	1.043	0.962	0.649	1.000	0.680
#From	To	chi[to]	beta[fr]	lambda
0	0	0.290	0.026	1.000
0	1	0.009	0.158	1.000
0	9	0.345	0.011	1.000
0	11	0.072	0.124	1.000
0	12	0.034	0.168	1.000
0	14	0.144	0.080	1.000
0	19	0.037	0.047	1.000
0	20	0.107	0.134	1.000
0	21	0.209	0.066	1.000
0	29	0.274	0.186	1.000
1	2	0.247	0.331	1.000
1	11	0.155	0.075	1.000
1	14	0.329	0.097	1.000
1	19	0.182	0.057	1.000
1	20	0.041	0.373	1.000
1	29	0.187	0.066	1.000
2	2	0.189	0.084	1.000
2	5	0.080	0.132	1.000
2	6	0.012	0.141	1.000
2	11	0.019	0.107	1.000
2	16	0.219	0.126	1.000
2	18	0.634	0.108	1.000
2	19	0.183	0.037	1.000
2	20	0.116	0.153	1.000
2	25	0.368	0.114	1.000
3	5	0.127	0.205	1.000
3	7	0.142	0.154	1.000
3	8	0.048	0.181	1.000
3	10	0.161	0.169	1.000
3	13	0.031	0.042	1.000
3	23	0.187	0.156	1.000
3	26	0.049	0.093	1.000
4	13	0.072	0.399	1.000
4	26	0.110	0.601	1.000
5	5	0.144	0.196	1.000
5	7	0.003	0.204	1.000
5	8	0.111	0.065	1.000
5	10	0.154	0.091	1.000
5	13	0.083	0.178	1.000
5	23	0.025	0.107	1.000
5	26	0.090	0.158	1.000
6	5	0.127	0.208	1.000
6	7	0.176	0.011	1.000
6	8	0.109	0.157	1.000
6	10	0.073	0.232	1.000
6	13	0.073	0.079	1.000
6	23	0.051	0.167	1.000
6	26	0.158	0.147	1.000
7	13	0.070	0.443	1.000
7	26	0.083	0.557	1.000
8	13	0.013	0.579	1.000
8	26	0.136	0.421	1.000
9	4	0.360	0.120	1.000
9	5	0.050	0.154	1.000
9	6	0.094	0.089	1.000
9	11	0.083	0.351	1.000
9	13	0.013	0.006	1.000
9	16	0.199	0.159	1.000
9	25	0.220	0.121	1.000
