#N	alpha	gamma	mu	phi	psi	rho	sigm
0	1.000	1.141	1.215	0.397	0.971	0.000	0.633
1	0.039	1.240	1.424	0.261	0.977	1.000	0.593
2	0.136	0.845	1.105	0.242	0.973	1.000	0.911
3	0.082	1.163	1.035	0.231	0.555	1.000	0.518
4	0.270	0.658	1.451	0.649	0.766	1.000	0.810
5	0.177	0.698	1.140	0.717	0.865	1.000	0.973
6	1.000	1.460	1.468	0.845	0.917	0.000	0.858
7	1.000	1.216	1.064	0.504	0.924	0.000	0.530
8	0.393	0.889	1.169	0.385	0.818	1.000	0.856
9	0.047	1.490	1.499	0.327	0.926	1.000	0.671
10	0.080	1.016	1.336	0.078	0.733	1.000	0.562
11	1.000	1.456	1.272	0.836	0.951	0.000	0.735
12	1.000	0.674	1.100	0.679	0.625	0.000	0.504
13	1.000	0.546	1.428	0.738	0.813	0.000	0.800
14	0.093	1.141	1.466	0.185	0.657	1.000	0.000
15	1.000	0.625	1.061	0.657	0.755	0.000	0.937
16	0.076	0.527	1.076	0.023	0.860	1.000	0.734
17	0.393	1.127	1.312	0.565	0.923	1.000	0.604
18	0.173	1.197	1.170	1.000	0.716	1.000	0.631
19	0.393	0.622	1.457	0.301	0.925	1.000	0.878
#From	To	chi[to]	beta[fr]	lambda
0	8	0.414	1.000	1.000
1	14	0.071	1.000	1.000
2	1	0.215	0.188	1.000
2	3	0.081	0.627	1.000
2	14	0.281	0.023	1.000
2	16	0.047	0.162	1.000
3	1	0.135	0.211	1.000
3	3	0.238	0.193	1.000
3	10	0.152	0.376	1.000
3	16	0.051	0.220	1.000
4	2	0.327	0.194	1.000
4	3	0.190	0.119	1.000
4	4	0.147	0.171	1.000
4	16	0.256	0.397	1.000
4	18	0.273	0.119	1.000
5	1	0.171	0.150	1.000
5	3	0.154	0.100	1.000
5	5	0.365	0.222	1.000
5	9	0.655	0.226	1.000
5	10	0.333	0.145	1.000
5	16	0.073	0.158	1.000
6	8	0.258	1.000	1.000
7	14	0.128	1.000	1.000
8	4	0.372	0.886	1.000
8	18	0.130	0.114	1.000
9	1	0.144	0.210	1.000
9	3	0.006	0.335	1.000
9	10	0.154	0.136	1.000
9	16	0.136	0.319	1.000
10	1	0.051	0.153	1.000
10	3	0.010	0.218	1.000
10	5	0.635	0.207	1.000
10	9	0.345	0.071	1.000
10	10	0.361	0.142	1.000
10	16	0.102	0.208	1.000
11	8	0.210	1.000	1.000
12	19	0.732	1.000	1.000
13	4	0.038	0.102	1.000
13	17	1.000	0.401	1.000
13	18	0.209	0.232	1.000
13	19	0.268	0.264	1.000
14	14	0.180	1.000	1.000
15	8	0.118	1.000	1.000
16	1	0.093	0.418	1.000
16	3	0.009	0.117	1.000
16	14	0.256	0.010	1.000
16	16	0.264	0.455	1.000
17	2	0.305	0.370	1.000
17	3	0.055	0.490	1.000
17	4	0.262	0.028	1.000
17	18	0.036	0.113	1.000
18	1	0.191	0.958	1.000
18	14	0.084	0.042	1.000
19	2	0.368	0.098	1.000
19	3	0.258	0.427	1.000
19	4	0.181	0.178	1.000
19	16	0.071	0.024	1.000
19	18	0.352	0.273	1.000
