#N	alpha	gamma	mu	phi	psi	rho	sigm
0	0.206	1.074	1.183	0.290	0.564	1.000	0.970
1	0.036	0.558	1.347	0.431	0.742	1.000	0.918
2	1.000	0.905	1.191	0.835	0.958	0.000	0.955
3	0.190	0.569	1.274	0.310	0.663	1.000	0.904
4	0.393	0.735	1.281	0.601	0.603	1.000	0.895
5	0.393	0.779	1.124	0.315	0.841	1.000	0.716
6	0.288	1.444	1.452	0.209	0.917	1.000	0.703
7	0.246	1.289	1.168	0.646	0.583	1.000	0.674
8	0.077	0.954	1.379	0.226	0.611	1.000	0.961
9	0.154	0.782	1.480	0.418	0.571	1.000	0.712
10	1.000	0.846	1.355	0.662	0.850	0.000	0.623
11	1.000	0.665	1.320	0.461	0.884	0.000	0.838
12	1.000	0.594	1.218	0.570	0.898	0.000	0.913
13	0.075	0.722	1.299	0.816	0.911	1.000	0.900
14	0.393	1.278	1.409	0.541	0.625	1.000	0.752
15	0.067	1.094	1.327	0.826	0.861	1.000	0.926
16	0.200	1.203	1.283	0.515	0.937	1.000	0.916
17	0.103	1.358	1.227	0.430	0.504	1.000	0.856
18	0.057	1.491	1.381	0.210	0.932	1.000	0.000
19	0.190	0.906	1.350	0.553	0.713	1.000	0.742
#From	To	chi[to]	beta[fr]	lambda
0	0	0.032	0.307	1.000
0	8	0.104	0.233	1.000
0	17	0.002	0.460	1.000
1	18	0.195	1.000	1.000
2	0	0.088	0.101	1.000
2	7	0.126	0.324	1.000
2	16	0.221	0.420	1.000
2	17	0.053	0.154	1.000
3	0	0.174	0.064	1.000
3	8	0.125	0.588	1.000
3	17	0.157	0.348	1.000
4	4	0.374	0.431	1.000
4	6	0.917	0.328	1.000
4	9	0.558	0.015	1.000
4	16	0.072	0.226	1.000
5	4	0.236	0.233	1.000
5	6	0.024	0.258	1.000
5	9	0.442	0.199	1.000
5	16	0.276	0.310	1.000
6	0	0.190	0.157	1.000
6	3	0.333	0.262	1.000
6	6	0.059	0.202	1.000
6	16	0.053	0.225	1.000
6	19	0.044	0.154	1.000
7	18	0.192	1.000	1.000
8	1	0.433	0.795	1.000
8	18	0.182	0.205	1.000
9	1	0.153	0.313	1.000
9	15	0.390	0.289	1.000
9	17	0.134	0.167	1.000
9	18	0.060	0.231	1.000
10	5	0.869	1.000	1.000
11	4	0.390	0.405	1.000
11	5	0.131	0.595	1.000
12	0	0.137	0.258	1.000
12	3	0.178	0.114	1.000
12	14	1.000	0.164	1.000
12	16	0.030	0.149	1.000
12	17	0.196	0.111	1.000
12	19	0.854	0.203	1.000
13	18	0.024	1.000	1.000
14	0	0.191	0.071	1.000
14	3	0.489	0.110	1.000
14	7	0.874	0.268	1.000
14	16	0.349	0.137	1.000
14	17	0.110	0.265	1.000
14	19	0.102	0.149	1.000
15	1	0.414	0.440	1.000
15	17	0.063	0.190	1.000
15	18	0.041	0.370	1.000
16	0	0.190	0.271	1.000
16	8	0.486	0.551	1.000
16	17	0.112	0.177	1.000
17	18	0.178	1.000	1.000
18	18	0.018	1.000	1.000
19	8	0.285	0.177	1.000
19	13	1.000	0.171	1.000
19	15	0.610	0.302	1.000
19	17	0.173	0.064	1.000
19	18	0.109	0.286	1.000
