#N	alpha	gamma	mu	phi	psi	rho	sigm
0	0.393	1.094	1.031	0.342	0.963	1.000	0.563
1	1.000	0.629	1.348	0.800	0.847	0.000	0.770
2	0.105	1.338	1.005	0.944	0.810	1.000	0.000
3	0.106	1.489	1.176	0.645	0.884	1.000	0.000
4	1.000	0.859	1.269	0.418	0.870	0.000	0.921
5	1.000	0.813	1.013	0.570	0.730	0.000	0.692
6	0.270	1.384	1.404	0.479	0.745	1.000	0.579
7	0.393	0.594	1.281	0.859	0.985	1.000	0.847
8	0.246	1.481	1.283	0.074	0.760	1.000	0.836
9	0.288	1.289	1.177	0.131	0.664	1.000	0.761
#From	To	chi[to]	beta[fr]	lambda
0	6	0.041	0.582	1.000
0	8	0.231	0.418	1.000
1	6	0.151	0.250	1.000
1	8	0.250	0.386	1.000
1	9	0.131	0.364	1.000
4	0	1.000	0.910	1.000
4	6	0.073	0.090	1.000
5	6	0.381	0.257	1.000
5	7	1.000	0.120	1.000
5	8	0.087	0.354	1.000
5	9	0.416	0.269	1.000
6	2	0.249	0.513	1.000
6	3	1.000	0.487	1.000
7	6	0.354	0.395	1.000
7	8	0.433	0.364	1.000
7	9	0.454	0.241	1.000
8	2	0.394	1.000	1.000
9	2	0.357	1.000	1.000
