#N	alpha	gamma	mu	phi	psi	rho	sigm
0	0.115	1.328	1.317	0.043	0.610	1.000	0.670
1	0.125	1.284	1.172	0.248	0.889	1.000	0.941
2	0.023	0.670	1.395	0.789	0.533	1.000	0.952
3	0.032	0.530	1.339	0.008	0.987	1.000	0.754
4	0.026	1.065	1.018	0.758	0.523	1.000	0.766
5	0.040	0.791	1.078	0.817	0.634	1.000	0.894
6	0.131	1.009	1.121	0.679	0.834	1.000	0.838
7	0.020	1.166	1.095	0.382	0.585	1.000	0.652
8	0.014	1.094	1.190	0.431	0.824	1.000	0.858
9	0.017	0.510	1.371	0.050	0.979	1.000	0.870
10	0.020	1.183	1.441	0.236	0.656	1.000	0.896
11	0.010	0.541	1.019	0.745	0.794	1.000	0.557
12	0.083	1.082	1.216	0.685	0.726	1.000	0.905
13	0.044	0.656	1.098	0.675	0.515	1.000	0.965
14	0.078	0.756	1.255	0.332	0.776	1.000	0.718
15	0.052	1.178	1.106	0.598	0.676	1.000	0.873
16	0.393	1.029	1.105	0.663	0.702	1.000	0.627
17	0.022	0.775	1.478	0.465	0.571	1.000	0.879
18	0.393	1.039	1.443	0.954	0.700	1.000	0.578
19	1.000	0.644	1.261	0.979	0.661	0.000	0.542
20	0.049	1.257	1.382	0.092	0.714	1.000	0.894
21	0.027	1.110	1.021	0.573	0.911	1.000	0.981
22	0.211	0.614	1.363	0.611	0.597	1.000	0.951
23	0.021	0.801	1.185	0.592	0.855	1.000	0.830
24	0.017	0.999	1.361	0.892	0.718	1.000	0.910
25	0.050	1.318	1.482	0.056	0.777	1.000	0.885
26	0.167	0.787	1.434	0.867	0.924	1.000	0.747
27	0.026	0.588	1.279	0.123	0.584	1.000	0.962
28	0.016	1.322	1.491	0.805	0.577	1.000	0.715
29	0.120	0.851	1.153	0.437	0.931	1.000	0.716
#From	To	chi[to]	beta[fr]	lambda
0	0	0.269	0.111	1.000
0	3	0.137	0.074	1.000
0	5	0.225	0.102	1.000
0	13	0.099	0.255	1.000
0	14	0.347	0.153	1.000
0	20	0.050	0.066	1.000
0	21	0.105	0.172	1.000
0	25	0.049	0.068	1.000
1	8	0.062	0.198	1.000
1	9	0.016	0.038	1.000
1	11	0.070	0.331	1.000
1	24	0.040	0.120	1.000
1	28	0.119	0.314	1.000
2	7	0.111	0.194	1.000
2	8	0.047	0.127	1.000
2	9	0.120	0.166	1.000
2	10	0.198	0.187	1.000
2	21	0.029	0.200	1.000
2	23	0.104	0.056	1.000
2	24	0.114	0.071	1.000
3	8	0.038	0.277	1.000
3	9	0.012	0.104	1.000
3	11	0.052	0.224	1.000
3	24	0.011	0.029	1.000
3	28	0.096	0.365	1.000
4	8	0.025	0.108	1.000
4	9	0.064	0.216	1.000
4	11	0.264	0.187	1.000
4	24	0.102	0.209	1.000
4	28	0.013	0.280	1.000
5	2	0.217	0.175	1.000
5	3	0.065	0.135	1.000
5	13	0.185	0.111	1.000
5	17	0.027	0.144	1.000
5	20	0.091	0.099	1.000
5	21	0.141	0.157	1.000
5	23	0.049	0.179	1.000
6	2	0.386	0.149	1.000
6	3	0.018	0.122	1.000
6	4	0.016	0.014	1.000
6	6	0.361	0.161	1.000
6	10	0.102	0.021	1.000
6	17	0.440	0.017	1.000
6	20	0.060	0.065	1.000
6	21	0.110	0.093	1.000
6	23	0.092	0.156	1.000
6	24	0.017	0.124	1.000
6	27	0.217	0.077	1.000
7	7	0.066	0.013	1.000
7	8	0.075	0.339	1.000
7	9	0.041	0.037	1.000
7	21	0.022	0.100	1.000
7	23	0.072	0.304	1.000
7	24	0.103	0.043	1.000
7	28	0.101	0.165	1.000
8	8	0.096	0.218	1.000
8	11	0.094	0.213	1.000
8	24	0.078	0.131	1.000
8	28	0.008	0.438	1.000
9	7	0.242	0.153	1.000
9	8	0.050	0.208	1.000
9	9	0.101	0.046	1.000
9	11	0.074	0.186	1.000
9	23	0.120	0.119	1.000
9	24	0.102	0.169	1.000
9	28	0.131	0.120	1.000
10	8	0.090	1.000	1.000
11	8	0.006	1.000	1.000
12	0	0.522	0.127	1.000
12	3	0.035	0.142	1.000
12	13	0.033	0.151	1.000
12	14	0.021	0.164	1.000
12	15	0.560	0.150	1.000
12	20	0.058	0.069	1.000
12	21	0.131	0.003	1.000
12	25	0.175	0.127	1.000
12	29	0.242	0.067	1.000
13	2	0.329	0.080	1.000
13	3	0.046	0.045	1.000
13	4	0.394	0.016	1.000
13	6	0.639	0.094	1.000
13	10	0.335	0.120	1.000
13	17	0.117	0.063	1.000
13	20	0.032	0.128	1.000
13	21	0.067	0.123	1.000
13	23	0.102	0.122	1.000
13	24	0.074	0.085	1.000
13	27	0.483	0.126	1.000
14	3	0.131	0.465	1.000
14	5	0.180	0.032	1.000
14	13	0.178	0.438	1.000
14	20	0.052	0.046	1.000
14	21	0.021	0.018	1.000
15	3	0.175	0.091	1.000
15	13	0.127	0.404	1.000
15	20	0.115	0.189	1.000
15	21	0.052	0.316	1.000
16	1	0.276	0.037	1.000
16	13	0.007	0.012	1.000
16	14	0.537	0.131	1.000
16	16	0.889	0.152	1.000
16	20	0.025	0.121	1.000
16	22	0.107	0.098	1.000
16	26	0.297	0.264	1.000
16	29	0.243	0.186	1.000
17	7	0.032	0.201	1.000
17	8	0.066	0.056	1.000
17	9	0.024	0.087	1.000
17	11	0.159	0.199	1.000
17	23	0.060	0.206	1.000
17	24	0.048	0.027	1.000
17	28	0.128	0.223	1.000
18	1	0.214	0.085	1.000
18	13	0.050	0.172	1.000
18	14	0.046	0.033	1.000
18	16	0.111	0.190	1.000
18	20	0.083	0.193	1.000
18	22	0.293	0.021	1.000
18	26	0.064	0.104	1.000
18	29	0.103	0.201	1.000
19	18	1.000	0.207	1.000
19	20	0.070	0.160	1.000
19	22	0.600	0.228	1.000
19	26	0.289	0.183	1.000
19	29	0.157	0.223	1.000
20	4	0.590	0.135	1.000
20	7	0.216	0.056	1.000
20	8	0.078	0.162	1.000
20	10	0.366	0.095	1.000
20	17	0.030	0.212	1.000
