#N	alpha	gamma	mu	phi	psi	rho	sigm
0	1.000	1.138	1.384	0.562	0.610	0.000	0.587
1	0.393	0.777	1.448	0.350	0.609	1.000	0.820
2	0.040	1.117	1.499	0.786	0.791	1.000	0.884
3	0.083	0.957	1.280	0.005	0.711	1.000	0.660
4	1.000	1.236	1.237	0.148	0.591	0.000	0.616
5	0.211	0.845	1.233	0.053	0.745	1.000	0.941
6	0.083	1.302	1.066	0.842	0.901	1.000	0.536
7	0.393	0.952	1.299	0.576	0.885	1.000	0.827
8	0.051	1.424	1.448	0.953	0.850	1.000	0.781
9	0.175	1.125	1.269	0.072	0.951	1.000	0.798
10	0.081	0.634	1.413	0.742	0.838	1.000	0.914
11	1.000	0.931	1.314	0.290	0.642	0.000	0.884
12	0.075	1.147	1.093	0.901	0.519	1.000	0.914
13	0.034	0.705	1.223	0.811	0.731	1.000	0.862
14	0.075	1.366	1.378	0.875	0.767	1.000	0.749
15	0.288	1.315	1.499	0.327	0.913	1.000	0.996
16	0.154	0.778	1.140	0.769	0.688	1.000	0.674
17	0.393	0.697	1.460	0.445	0.761	1.000	0.935
18	0.032	1.335	1.157	0.197	0.949	1.000	0.542
19	0.023	0.564	1.144	0.692	0.634	1.000	0.923
#From	To	chi[to]	beta[fr]	lambda
0	7	0.453	0.486	1.000
0	15	0.612	0.326	1.000
0	17	0.319	0.188	1.000
1	1	0.087	0.081	1.000
1	5	0.096	0.228	1.000
1	9	0.445	0.188	1.000
1	10	0.147	0.217	1.000
1	12	0.189	0.233	1.000
1	14	0.213	0.051	1.000
2	8	0.210	0.197	1.000
2	13	0.128	0.386	1.000
2	18	0.174	0.265	1.000
2	19	0.215	0.152	1.000
3	2	0.334	0.221	1.000
3	8	0.207	0.270	1.000
3	10	0.109	0.213	1.000
3	12	0.226	0.138	1.000
3	13	0.118	0.076	1.000
3	14	0.097	0.082	1.000
4	7	0.317	0.153	1.000
4	15	0.090	0.473	1.000
4	17	0.034	0.374	1.000
5	3	1.000	0.102	1.000
5	5	0.244	0.006	1.000
5	6	1.000	0.172	1.000
5	10	0.098	0.178	1.000
5	12	0.121	0.404	1.000
5	14	0.091	0.138	1.000
6	2	0.498	0.199	1.000
6	8	0.147	0.158	1.000
6	10	0.105	0.172	1.000
6	12	0.186	0.071	1.000
6	13	0.049	0.195	1.000
6	14	0.206	0.205	1.000
7	1	0.913	0.093	1.000
7	5	0.328	0.338	1.000
7	9	0.099	0.048	1.000
7	10	0.098	0.060	1.000
7	12	0.093	0.177	1.000
7	14	0.150	0.283	1.000
8	8	0.157	0.346	1.000
8	13	0.108	0.145	1.000
8	18	0.234	0.262	1.000
8	19	0.139	0.247	1.000
9	9	0.107	0.034	1.000
9	10	0.023	0.398	1.000
9	12	0.073	0.471	1.000
9	14	0.064	0.098	1.000
10	8	0.077	0.462	1.000
10	13	0.036	0.102	1.000
10	18	0.024	0.165	1.000
10	19	0.350	0.271	1.000
11	7	0.230	0.816	1.000
11	17	0.646	0.184	1.000
12	8	0.130	0.083	1.000
12	13	0.047	0.273	1.000
12	18	0.025	0.090	1.000
12	19	0.296	0.555	1.000
13	13	0.131	0.523	1.000
13	18	0.159	0.477	1.000
14	13	0.103	0.465	1.000
14	18	0.087	0.535	1.000
15	5	0.111	0.172	1.000
15	9	0.189	0.402	1.000
15	10	0.149	0.269	1.000
15	12	0.104	0.012	1.000
15	14	0.090	0.146	1.000
16	2	0.168	0.155	1.000
16	8	0.072	0.149	1.000
16	9	0.160	0.161	1.000
16	10	0.147	0.158	1.000
16	12	0.008	0.119	1.000
16	13	0.135	0.148	1.000
16	14	0.088	0.110	1.000
17	5	0.220	0.137	1.000
17	10	0.124	0.364	1.000
17	15	0.298	0.322	1.000
17	16	1.000	0.177	1.000
18	13	0.032	0.482	1.000
18	18	0.169	0.518	1.000
19	13	0.111	0.218	1.000
19	18	0.127	0.782	1.000
