#N	alpha	gamma	mu	phi	psi	rho	sigm
0	1.000	1.440	1.437	0.853	0.585	0.000	0.589
1	0.393	0.825	1.067	0.481	0.860	1.000	0.678
2	1.000	0.755	1.301	0.117	0.529	0.000	0.711
3	0.136	0.625	1.230	0.591	0.965	1.000	0.899
4	0.093	0.904	1.467	0.925	0.971	1.000	0.706
5	0.311	0.555	1.043	0.492	0.940	1.000	0.842
6	1.000	0.584	1.150	0.422	0.854	0.000	0.988
7	0.145	0.501	1.461	0.682	0.743	1.000	0.826
8	0.258	1.078	1.332	0.772	0.631	1.000	0.672
9	0.627	1.399	1.106	0.097	0.590	1.000	0.904
10	0.393	1.036	1.091	0.822	0.521	1.000	0.000
11	0.241	1.431	1.428	0.032	0.511	1.000	0.624
12	1.000	0.948	1.043	0.303	0.856	0.000	0.965
13	0.393	1.342	1.322	0.189	0.611	1.000	0.696
14	0.107	0.846	1.148	0.402	0.772	1.000	0.000
15	0.149	0.541	1.482	0.047	0.530	1.000	0.849
16	0.148	0.670	1.219	0.607	0.795	1.000	0.532
17	0.145	0.785	1.046	0.766	0.962	1.000	0.963
18	0.336	0.841	1.381	0.513	0.692	1.000	0.603
19	0.055	1.344	1.364	0.824	0.590	1.000	0.000
#From	To	chi[to]	beta[fr]	lambda
0	9	0.309	0.555	1.000
0	18	0.341	0.445	1.000
1	3	0.127	0.099	1.000
1	7	0.088	0.188	1.000
1	8	0.212	0.092	1.000
1	11	0.240	0.235	1.000
1	14	0.030	0.009	1.000
1	16	0.122	0.131	1.000
1	17	0.153	0.246	1.000
2	1	1.000	0.290	1.000
2	5	0.961	0.297	1.000
2	8	0.062	0.246	1.000
2	18	0.308	0.166	1.000
3	3	0.118	0.464	1.000
3	14	0.122	0.235	1.000
3	19	0.374	0.302	1.000
4	14	0.005	1.000	1.000
5	3	0.102	0.433	1.000
5	7	0.119	0.176	1.000
5	14	0.131	0.246	1.000
5	16	0.028	0.119	1.000
5	17	0.043	0.026	1.000
6	3	0.037	0.183	1.000
6	4	0.184	0.294	1.000
6	10	1.000	0.180	1.000
6	13	1.000	0.333	1.000
6	14	0.050	0.010	1.000
7	3	0.057	0.356	1.000
7	4	0.262	0.391	1.000
7	14	0.113	0.253	1.000
8	3	0.121	0.132	1.000
8	7	0.262	0.229	1.000
8	8	0.266	0.175	1.000
8	11	0.201	0.015	1.000
8	14	0.032	0.046	1.000
8	15	0.139	0.047	1.000
8	16	0.078	0.151	1.000
8	17	0.114	0.205	1.000
9	5	0.039	0.038	1.000
9	9	0.691	0.546	1.000
9	18	0.351	0.416	1.000
11	3	0.146	0.082	1.000
11	7	0.071	0.182	1.000
11	8	0.108	0.090	1.000
11	11	0.203	0.106	1.000
11	14	0.059	0.046	1.000
11	15	0.211	0.100	1.000
11	16	0.490	0.211	1.000
11	17	0.214	0.184	1.000
12	3	0.123	0.104	1.000
12	7	0.350	0.047	1.000
12	8	0.127	0.272	1.000
12	11	0.212	0.098	1.000
12	15	0.195	0.310	1.000
12	16	0.282	0.050	1.000
12	17	0.110	0.118	1.000
13	14	0.112	1.000	1.000
14	14	0.102	1.000	1.000
15	3	0.095	0.552	1.000
15	4	0.272	0.372	1.000
15	14	0.120	0.076	1.000
16	3	0.061	0.351	1.000
16	4	0.282	0.379	1.000
16	14	0.051	0.270	1.000
17	3	0.008	0.298	1.000
17	14	0.073	0.538	1.000
17	19	0.626	0.164	1.000
18	3	0.005	0.029	1.000
18	7	0.110	0.453	1.000
18	8	0.226	0.270	1.000
18	11	0.143	0.095	1.000
18	15	0.455	0.098	1.000
18	17	0.365	0.056	1.000
