#N	alpha	gamma	mu	phi	psi	rho	sigm
0	0.077	1.403	1.385	0.377	0.820	1.000	0.654
1	0.136	0.756	1.291	0.828	0.577	1.000	0.548
2	1.000	0.802	1.340	0.473	0.885	0.000	0.959
3	1.000	0.834	1.349	0.639	0.989	0.000	0.864
4	0.393	0.864	1.035	0.485	0.704	1.000	0.943
5	0.109	1.023	1.105	0.610	0.641	1.000	0.580
6	0.195	0.802	1.396	0.838	0.777	1.000	0.522
7	0.393	1.117	1.258	0.535	0.753	1.000	0.824
8	0.089	0.624	1.039	0.046	0.698	1.000	0.666
9	1.000	1.350	1.317	0.692	0.722	0.000	0.866
10	1.000	0.541	1.027	0.824	0.997	0.000	0.904
11	0.154	0.872	1.438	0.276	0.659	1.000	0.655
12	0.179	0.695	1.011	0.807	0.958	1.000	0.849
13	0.102	1.338	1.421	0.993	0.751	1.000	0.790
14	0.081	1.387	1.377	0.221	0.628	1.000	0.800
15	0.393	1.336	1.340	0.716	0.951	1.000	0.880
16	0.278	0.540	1.133	0.344	0.781	1.000	0.555
17	0.393	1.445	1.053	0.731	0.940	1.000	0.929
18	0.393	0.749	1.206	0.434	0.817	1.000	0.829
19	0.146	1.326	1.123	0.446	0.814	1.000	0.791
#From	To	chi[to]	beta[fr]	lambda
0	5	0.081	0.280	1.000
0	13	0.026	0.438	1.000
0	14	0.095	0.282	1.000
1	5	0.033	0.200	1.000
1	13	0.062	0.249	1.000
1	14	0.049	0.390	1.000
1	19	0.237	0.162	1.000
2	1	0.198	0.026	1.000
2	5	0.126	0.016	1.000
2	12	0.129	0.087	1.000
2	13	0.016	0.312	1.000
2	16	0.012	0.304	1.000
2	17	0.487	0.197	1.000
2	19	0.132	0.059	1.000
3	4	0.109	0.107	1.000
3	12	0.068	0.294	1.000
3	15	1.000	0.301	1.000
3	18	0.517	0.298	1.000
4	4	0.264	0.256	1.000
4	7	0.204	0.073	1.000
4	11	0.483	0.224	1.000
4	12	0.203	0.447	1.000
5	5	0.066	0.118	1.000
5	13	0.159	0.434	1.000
5	14	0.064	0.448	1.000
6	0	1.000	0.128	1.000
6	1	0.127	0.342	1.000
6	6	0.222	0.105	1.000
6	8	0.475	0.301	1.000
6	12	0.182	0.124	1.000
7	4	0.627	0.342	1.000
7	6	0.350	0.098	1.000
7	7	0.796	0.241	1.000
7	11	0.016	0.150	1.000
7	12	0.011	0.168	1.000
8	5	0.109	0.614	1.000
8	13	0.039	0.306	1.000
8	14	0.108	0.081	1.000
9	1	0.089	0.096	1.000
9	5	0.067	0.173	1.000
9	12	0.049	0.172	1.000
9	13	0.010	0.268	1.000
9	16	0.063	0.068	1.000
9	17	0.513	0.149	1.000
9	19	0.256	0.073	1.000
10	18	0.483	1.000	1.000
11	1	0.106	0.126	1.000
11	6	0.278	0.250	1.000
11	8	0.232	0.215	1.000
11	12	0.239	0.408	1.000
12	1	0.165	0.232	1.000
12	5	0.063	0.194	1.000
12	13	0.146	0.044	1.000
12	14	0.057	0.178	1.000
12	16	0.260	0.198	1.000
12	19	0.016	0.155	1.000
13	13	0.060	0.415	1.000
13	14	0.049	0.585	1.000
14	5	0.025	0.408	1.000
14	13	0.108	0.191	1.000
14	14	0.109	0.401	1.000
15	1	0.186	0.283	1.000
15	6	0.151	0.156	1.000
15	8	0.293	0.080	1.000
15	11	0.501	0.183	1.000
15	12	0.118	0.298	1.000
16	1	0.130	0.110	1.000
16	5	0.112	0.312	1.000
16	13	0.079	0.017	1.000
16	14	0.105	0.154	1.000
16	16	0.354	0.375	1.000
16	19	0.131	0.032	1.000
17	5	0.122	0.311	1.000
17	13	0.111	0.274	1.000
17	14	0.138	0.233	1.000
17	16	0.311	0.094	1.000
17	19	0.228	0.088	1.000
18	5	0.101	0.278	1.000
18	13	0.036	0.617	1.000
18	14	0.152	0.105	1.000
19	5	0.095	0.542	1.000
19	13	0.149	0.243	1.000
19	14	0.075	0.214	1.000
