#N	alpha	gamma	mu	phi	psi	rho	sigm
0	1.000	1.352	1.034	0.221	0.826	0.000	0.957
1	0.038	1.145	1.269	0.286	0.576	1.000	0.000
2	0.122	0.819	1.152	0.906	0.581	1.000	0.558
3	0.154	1.305	1.391	0.540	0.924	1.000	0.983
4	0.073	1.445	1.454	0.587	0.974	1.000	0.550
5	0.024	0.829	1.499	0.612	0.892	1.000	0.877
6	0.062	0.779	1.073	0.617	0.548	1.000	0.764
7	0.086	1.317	1.262	0.519	0.961	1.000	0.604
8	0.017	1.050	1.193	0.059	0.920	1.000	0.000
9	0.032	0.772	1.014	0.523	0.553	1.000	0.000
10	0.024	0.889	1.416	0.646	0.594	1.000	0.504
11	0.219	0.725	1.450	0.369	0.878	1.000	0.517
12	0.101	0.640	1.309	0.554	0.845	1.000	0.623
13	0.028	1.470	1.128	0.708	0.594	1.000	0.575
14	0.393	1.276	1.039	0.193	0.520	1.000	0.522
15	0.154	0.508	1.367	0.120	0.533	1.000	0.768
16	0.063	0.602	1.429	0.603	0.509	1.000	0.528
17	0.043	0.549	1.117	0.737	0.670	1.000	0.919
18	1.000	0.577	1.223	0.904	0.546	0.000	0.776
19	0.154	0.625	1.050	0.076	0.937	1.000	0.943
#From	To	chi[to]	beta[fr]	lambda
0	2	0.401	0.326	1.000
0	3	0.847	0.078	1.000
0	12	0.373	0.295	1.000
0	15	0.169	0.302	1.000
2	1	0.086	0.133	1.000
2	4	0.011	0.032	1.000
2	6	0.327	0.233	1.000
2	11	0.806	0.251	1.000
2	12	0.052	0.074	1.000
2	16	0.908	0.244	1.000
2	17	0.393	0.034	1.000
3	1	0.095	0.303	1.000
3	4	0.186	0.042	1.000
3	6	0.143	0.255	1.000
3	16	0.049	0.042	1.000
3	17	0.167	0.358	1.000
4	1	0.100	0.287	1.000
4	4	0.217	0.484	1.000
4	13	0.339	0.228	1.000
5	9	0.173	1.000	1.000
6	1	0.135	0.724	1.000
6	4	0.186	0.198	1.000
6	17	0.238	0.079	1.000
7	1	0.139	0.623	1.000
7	5	0.540	0.211	1.000
7	10	0.640	0.119	1.000
7	13	0.251	0.047	1.000
9	9	0.233	1.000	1.000
10	9	0.382	1.000	1.000
11	1	0.033	0.091	1.000
11	4	0.115	0.182	1.000
11	6	0.090	0.022	1.000
11	7	1.000	0.070	1.000
11	11	0.194	0.042	1.000
11	16	0.043	0.295	1.000
11	17	0.112	0.299	1.000
12	1	0.081	0.490	1.000
12	13	0.029	0.510	1.000
13	9	0.212	1.000	1.000
14	2	0.076	0.242	1.000
14	12	0.128	0.316	1.000
14	15	0.380	0.050	1.000
14	19	1.000	0.392	1.000
15	1	0.136	0.286	1.000
15	2	0.496	0.486	1.000
15	6	0.440	0.031	1.000
15	12	0.363	0.196	1.000
16	1	0.116	0.009	1.000
16	4	0.285	0.649	1.000
16	17	0.091	0.342	1.000
17	1	0.079	0.320	1.000
17	5	0.460	0.142	1.000
17	8	1.000	0.115	1.000
17	10	0.360	0.027	1.000
17	13	0.382	0.397	1.000
18	14	1.000	1.000	1.000
19	2	0.027	0.267	1.000
19	3	0.153	0.190	1.000
19	12	0.084	0.196	1.000
19	15	0.451	0.347	1.000
