#N	alpha	gamma	mu	phi	psi	rho	sigm
0	0.288	1.378	1.498	0.191	0.706	1.000	0.712
1	0.288	0.709	1.339	0.443	0.729	1.000	0.873
2	0.236	1.069	1.257	0.682	0.707	1.000	0.891
3	0.086	0.977	1.162	0.791	0.537	1.000	0.873
4	1.000	1.146	1.220	0.845	0.650	0.000	0.823
5	0.246	0.856	1.466	0.171	0.769	1.000	0.894
6	0.288	1.259	1.128	0.360	0.900	1.000	0.716
7	1.000	1.137	1.383	0.673	0.572	0.000	0.671
8	0.211	1.275	1.316	0.482	0.755	1.000	0.867
9	0.179	1.212	1.074	0.280	0.625	1.000	0.673
10	0.143	0.871	1.232	0.317	0.670	1.000	0.559
11	1.000	0.881	1.279	0.413	0.547	0.000	0.802
12	0.204	1.012	1.483	0.567	0.667	1.000	0.767
13	0.393	0.567	1.012	0.123	0.887	1.000	0.844
14	1.000	0.824	1.136	0.471	0.594	0.000	0.645
15	0.288	1.035	1.476	0.796	0.746	1.000	0.531
16	0.393	0.664	1.251	0.662	0.974	1.000	0.638
17	1.000	0.936	1.244	0.671	0.950	0.000	0.784
18	1.000	1.385	1.191	0.204	0.542	0.000	0.937
19	1.000	1.014	1.226	0.981	0.811	0.000	0.953
#From	To	chi[to]	beta[fr]	lambda
0	2	0.133	0.252	1.000
0	8	0.227	0.461	1.000
0	10	0.055	0.156	1.000
0	12	0.264	0.131	1.000
1	8	0.123	0.724	1.000
1	10	0.046	0.276	1.000
2	2	0.091	0.155	1.000
2	3	0.088	0.397	1.000
2	10	0.096	0.384	1.000
2	12	0.040	0.064	1.000
3	9	0.037	0.170	1.000
3	10	0.053	0.830	1.000
4	2	0.179	0.251	1.000
4	8	0.055	0.251	1.000
4	10	0.095	0.207	1.000
4	12	0.210	0.291	1.000
5	10	0.090	1.000	1.000
6	2	0.056	0.398	1.000
6	8	0.211	0.295	1.000
6	10	0.101	0.197	1.000
6	12	0.057	0.110	1.000
7	13	0.531	0.546	1.000
7	16	0.282	0.454	1.000
8	8	0.033	0.398	1.000
8	10	0.035	0.602	1.000
9	9	0.156	0.396	1.000
9	10	0.097	0.604	1.000
10	9	0.226	0.393	1.000
10	10	0.019	0.607	1.000
11	13	0.469	0.397	1.000
11	16	0.718	0.603	1.000
12	2	0.072	0.254	1.000
12	3	0.912	0.325	1.000
12	10	0.083	0.261	1.000
12	12	0.027	0.160	1.000
13	8	0.352	0.313	1.000
13	10	0.067	0.382	1.000
13	12	0.403	0.305	1.000
14	0	0.415	0.264	1.000
14	1	0.287	0.358	1.000
14	2	0.113	0.039	1.000
14	6	0.133	0.148	1.000
14	15	0.360	0.190	1.000
15	9	0.048	0.500	1.000
15	10	0.006	0.500	1.000
16	0	0.315	0.204	1.000
16	1	0.700	0.271	1.000
16	2	0.184	0.108	1.000
16	5	0.824	0.296	1.000
16	6	0.700	0.087	1.000
16	15	0.226	0.035	1.000
17	9	0.274	0.453	1.000
17	10	0.045	0.547	1.000
18	0	0.270	0.008	1.000
18	1	0.013	0.187	1.000
18	2	0.172	0.229	1.000
18	5	0.176	0.199	1.000
18	6	0.167	0.291	1.000
18	15	0.414	0.086	1.000
19	9	0.259	0.042	1.000
19	10	0.113	0.958	1.000
