#N	alpha	gamma	mu	phi	psi	rho	sigm
0	0.288	0.692	1.057	0.495	0.599	1.000	0.605
1	0.288	0.672	1.159	0.320	0.574	1.000	0.560
2	0.236	0.531	1.344	0.100	0.960	1.000	0.983
3	0.086	0.974	1.307	0.366	0.650	1.000	0.504
4	1.000	0.748	1.422	0.303	0.779	0.000	0.731
5	0.246	0.726	1.235	0.376	0.808	1.000	0.955
6	0.288	0.589	1.414	0.267	0.944	1.000	0.851
7	1.000	0.822	1.493	0.445	0.769	0.000	0.889
8	0.211	0.858	1.128	0.473	0.588	1.000	0.629
9	0.179	1.082	1.295	0.796	0.708	1.000	0.875
10	0.143	1.325	1.169	0.649	0.996	1.000	0.515
11	1.000	1.396	1.408	0.883	0.923	0.000	0.618
12	0.204	1.222	1.305	0.762	0.966	1.000	0.776
13	0.393	0.716	1.047	0.734	0.894	1.000	0.653
14	1.000	0.774	1.431	0.662	0.755	0.000	0.667
15	0.288	0.721	1.435	0.687	0.875	1.000	0.989
16	0.393	0.712	1.387	0.009	0.691	1.000	0.863
17	1.000	0.811	1.402	0.130	0.952	0.000	0.885
18	1.000	1.416	1.263	0.651	0.821	0.000	0.507
19	1.000	0.613	1.231	0.085	0.780	0.000	0.535
#From	To	chi[to]	beta[fr]	lambda
0	2	0.083	0.422	1.000
0	8	0.014	0.509	1.000
0	10	0.118	0.031	1.000
0	12	0.131	0.037	1.000
1	8	0.202	0.455	1.000
1	10	0.054	0.545	1.000
2	2	0.094	0.100	1.000
2	3	0.881	0.154	1.000
2	10	0.116	0.358	1.000
2	12	0.105	0.389	1.000
3	9	0.245	0.029	1.000
3	10	0.004	0.971	1.000
4	2	0.110	0.249	1.000
4	8	0.121	0.276	1.000
4	10	0.057	0.256	1.000
4	12	0.129	0.219	1.000
5	10	0.036	1.000	1.000
6	2	0.154	0.088	1.000
6	8	0.172	0.086	1.000
6	10	0.099	0.190	1.000
6	12	0.031	0.637	1.000
7	13	0.677	0.536	1.000
7	16	0.813	0.464	1.000
8	8	0.242	0.086	1.000
8	10	0.039	0.914	1.000
9	9	0.267	0.903	1.000
9	10	0.103	0.097	1.000
10	9	0.113	0.471	1.000
10	10	0.071	0.529	1.000
11	13	0.323	0.645	1.000
11	16	0.187	0.355	1.000
12	2	0.135	0.391	1.000
12	3	0.119	0.180	1.000
12	10	0.089	0.240	1.000
12	12	0.228	0.189	1.000
13	8	0.249	0.329	1.000
13	10	0.012	0.327	1.000
13	12	0.377	0.343	1.000
14	0	0.453	0.279	1.000
14	1	0.392	0.107	1.000
14	2	0.173	0.267	1.000
14	6	0.355	0.108	1.000
14	15	0.549	0.240	1.000
15	9	0.212	0.585	1.000
15	10	0.059	0.415	1.000
16	0	0.074	0.035	1.000
16	1	0.314	0.111	1.000
16	2	0.151	0.014	1.000
16	5	0.779	0.295	1.000
16	6	0.265	0.255	1.000
16	15	0.073	0.289	1.000
17	9	0.094	0.428	1.000
17	10	0.038	0.572	1.000
18	0	0.473	0.132	1.000
18	1	0.294	0.164	1.000
18	2	0.100	0.008	1.000
18	5	0.221	0.279	1.000
18	6	0.380	0.052	1.000
18	15	0.378	0.366	1.000
19	9	0.071	0.523	1.000
19	10	0.105	0.477	1.000
