#N	alpha	gamma	mu	phi	psi	rho	sigm
0	0.393	1.073	1.376	0.265	0.788	1.000	0.986
1	0.043	0.924	1.309	0.796	0.966	1.000	0.761
2	1.000	1.328	1.250	0.356	0.724	0.000	0.999
3	0.048	0.891	1.313	0.656	0.905	1.000	0.978
4	1.000	0.691	1.260	0.137	0.533	0.000	0.568
5	0.035	1.028	1.491	0.022	0.982	1.000	0.956
6	0.211	1.329	1.237	0.536	0.897	1.000	0.931
7	0.144	0.952	1.174	0.175	0.640	1.000	0.889
8	1.000	1.120	1.026	0.458	0.584	0.000	0.952
9	0.070	1.081	1.232	0.583	0.519	1.000	0.734
10	0.288	0.714	1.397	0.532	0.537	1.000	0.785
11	0.052	0.553	1.375	0.664	0.950	1.000	0.852
12	0.033	1.452	1.027	0.221	0.846	1.000	0.506
13	1.000	1.480	1.086	0.613	0.720	0.000	0.657
14	0.075	0.630	1.096	0.934	0.894	1.000	0.801
15	0.072	1.127	1.442	0.982	0.600	1.000	0.846
16	0.047	0.635	1.459	0.564	0.623	1.000	0.609
17	0.078	0.541	1.234	0.658	0.742	1.000	0.870
18	0.208	1.213	1.447	0.510	0.810	1.000	0.503
19	0.066	1.030	1.082	0.394	0.565	1.000	0.815
20	0.058	1.211	1.103	0.742	0.682	1.000	0.660
21	0.393	1.270	1.028	0.333	0.887	1.000	0.986
22	0.082	1.311	1.041	0.826	0.764	1.000	0.881
23	0.061	0.749	1.392	0.910	0.714	1.000	0.677
24	0.393	0.888	1.360	0.790	0.524	1.000	0.710
25	0.052	1.387	1.331	0.500	0.802	1.000	0.957
26	0.107	1.481	1.162	0.233	0.613	1.000	0.872
27	0.050	1.163	1.388	0.936	0.819	1.000	0.512
28	0.256	1.467	1.257	0.830	0.957	1.000	0.981
29	1.000	1.237	1.467	0.549	0.842	0.000	0.655
#From	To	chi[to]	beta[fr]	lambda
0	10	0.646	0.075	1.000
0	15	0.076	0.034	1.000
0	18	0.034	0.215	1.000
0	22	0.085	0.250	1.000
0	24	0.095	0.225	1.000
0	28	0.082	0.200	1.000
1	3	0.029	0.129	1.000
1	5	0.178	0.050	1.000
1	15	0.042	0.166	1.000
1	17	0.054	0.172	1.000
1	20	0.103	0.084	1.000
1	22	0.102	0.116	1.000
1	25	0.087	0.175	1.000
1	27	0.068	0.107	1.000
2	3	0.059	0.140	1.000
2	5	0.176	0.110	1.000
2	11	0.650	0.229	1.000
2	15	0.082	0.043	1.000
2	17	0.250	0.121	1.000
2	22	0.012	0.199	1.000
2	23	0.274	0.020	1.000
2	25	0.126	0.075	1.000
2	27	0.191	0.063	1.000
3	12	0.119	1.000	1.000
4	0	0.399	0.242	1.000
4	18	0.200	0.221	1.000
4	21	1.000	0.010	1.000
4	22	0.057	0.140	1.000
4	24	0.240	0.212	1.000
4	28	0.133	0.175	1.000
5	12	0.184	1.000	1.000
6	3	0.118	0.020	1.000
6	7	0.147	0.068	1.000
6	9	0.063	0.183	1.000
6	14	0.090	0.090	1.000
6	15	0.008	0.122	1.000
6	16	0.151	0.021	1.000
6	18	0.083	0.092	1.000
6	22	0.056	0.143	1.000
6	25	0.040	0.091	1.000
6	28	0.090	0.171	1.000
7	1	0.197	0.188	1.000
7	3	0.089	0.147	1.000
7	9	0.039	0.021	1.000
7	14	0.061	0.062	1.000
7	15	0.032	0.068	1.000
7	16	0.154	0.149	1.000
7	19	0.143	0.125	1.000
7	20	0.035	0.038	1.000
7	22	0.025	0.160	1.000
7	25	0.106	0.042	1.000
8	0	0.601	0.527	1.000
8	18	0.133	0.473	1.000
9	1	0.102	0.082	1.000
9	3	0.024	0.143	1.000
9	9	0.146	0.036	1.000
9	14	0.035	0.129	1.000
9	15	0.050	0.064	1.000
9	16	0.041	0.082	1.000
9	20	0.103	0.149	1.000
9	22	0.022	0.151	1.000
9	25	0.005	0.164	1.000
10	1	0.037	0.040	1.000
10	3	0.048	0.074	1.000
10	7	0.083	0.094	1.000
10	9	0.172	0.142	1.000
10	14	0.182	0.097	1.000
10	15	0.015	0.087	1.000
10	16	0.052	0.097	1.000
10	19	0.508	0.067	1.000
10	20	0.009	0.056	1.000
10	22	0.067	0.115	1.000
10	25	0.048	0.097	1.000
10	26	0.158	0.035	1.000
11	12	0.009	1.000	1.000
12	5	0.004	0.537	1.000
12	12	0.043	0.463	1.000
13	6	0.492	0.210	1.000
13	7	0.028	0.052	1.000
13	10	0.305	0.117	1.000
13	15	0.051	0.255	1.000
13	18	0.159	0.164	1.000
13	22	0.017	0.037	1.000
13	24	0.071	0.125	1.000
13	28	0.066	0.040	1.000
14	1	0.255	0.064	1.000
14	3	0.161	0.163	1.000
14	9	0.172	0.108	1.000
14	14	0.108	0.050	1.000
14	15	0.076	0.181	1.000
14	16	0.151	0.024	1.000
14	19	0.033	0.176	1.000
14	20	0.183	0.177	1.000
14	22	0.063	0.006	1.000
14	25	0.070	0.051	1.000
15	12	0.130	1.000	1.000
16	3	0.063	0.038	1.000
16	5	0.113	0.141	1.000
16	11	0.224	0.067	1.000
16	15	0.062	0.135	1.000
16	17	0.031	0.118	1.000
16	22	0.064	0.096	1.000
16	23	0.382	0.078	1.000
16	25	0.051	0.076	1.000
16	27	0.232	0.252	1.000
17	3	0.064	0.159	1.000
17	5	0.088	0.154	1.000
17	11	0.012	0.140	1.000
17	12	0.184	0.113	1.000
17	15	0.089	0.111	1.000
17	17	0.338	0.052	1.000
17	23	0.344	0.093	1.000
17	25	0.102	0.017	1.000
17	27	0.180	0.161	1.000
18	3	0.113	0.008	1.000
18	5	0.144	0.232	1.000
18	15	0.046	0.178	1.000
18	17	0.284	0.029	1.000
18	20	0.141	0.203	1.000
18	22	0.071	0.003	1.000
18	25	0.032	0.193	1.000
18	27	0.329	0.153	1.000
19	1	0.014	0.102	1.000
19	3	0.043	0.198	1.000
19	9	0.018	0.010	1.000
19	14	0.054	0.030	1.000
19	15	0.075	0.148	1.000
19	16	0.141	0.204	1.000
19	20	0.191	0.114	1.000
19	22	0.015	0.136	1.000
19	25	0.077	0.059	1.000
20	1	0.296	0.075	1.000
20	3	0.027	0.104	1.000
20	5	0.106	0.023	1.000
20	9	0.043	0.145	1.000
20	14	0.178	0.055	1.000
20	15	0.046	0.079	1.000
20	16	0.128	0.166	1.000
20	17	0.044	0.047	1.000
20	20	0.105	0.043	1.000
20	22	0.101	0.134	1.000
20	25	0.119	0.128	1.000
21	6	0.373	0.039	1.000
21	7	0.127	0.030	1.000
21	14	0.032	0.156	1.000
21	15	0.062	0.188	1.000
21	18	0.100	0.104	1.000
21	22	0.011	0.193	1.000
21	25	0.051	0.150	1.000
21	28	0.127	0.139	1.000
22	5	0.171	0.489	1.000
22	11	0.114	0.423	1.000
22	12	0.003	0.088	1.000
23	5	0.019	0.490	1.000
23	12	0.107	0.510	1.000
24	6	0.135	0.046	1.000
24	7	0.344	0.209	1.000
24	15	0.082	0.269	1.000
24	18	0.166	0.101	1.000
24	22	0.043	0.029	1.000
24	24	0.446	0.260	1.000
24	28	0.161	0.087	1.000
25	12	0.184	1.000	1.000
26	1	0.054	0.055	1.000
26	3	0.023	0.137	1.000
26	9	0.143	0.211	1.000
26	14	0.179	0.128	1.000
26	15	0.006	0.127	1.000
26	16	0.109	0.040	1.000
26	20	0.131	0.130	1.000
26	22	0.080	0.124	1.000
26	25	0.068	0.048	1.000
27	12	0.037	1.000	1.000
28	1	0.044	0.107	1.000
28	3	0.139	0.118	1.000
28	7	0.270	0.065	1.000
28	9	0.204	0.098	1.000
28	14	0.080	0.141	1.000
28	15	0.036	0.132	1.000
28	16	0.073	0.021	1.000
28	18	0.114	0.062	1.000
28	19	0.316	0.110	1.000
28	22	0.011	0.089	1.000
28	25	0.016	0.019	1.000
28	26	0.842	0.019	1.000
28	28	0.219	0.018	1.000
29	10	0.049	0.121	1.000
29	15	0.063	0.144	1.000
29	18	0.011	0.293	1.000
29	22	0.097	0.175	1.000
29	24	0.148	0.120	1.000
29	28	0.123	0.148	1.000
