#N	alpha	gamma	mu	phi	psi	rho	sigm
0	0.211	0.771	1.165	0.641	0.789	1.000	0.000
1	0.186	0.982	1.163	0.794	0.879	1.000	0.000
2	0.393	1.065	1.029	0.459	0.539	1.000	0.592
3	0.393	0.584	1.146	0.617	0.912	1.000	0.610
4	1.000	1.432	1.434	0.010	0.508	0.000	0.900
5	1.000	1.084	1.401	0.549	0.779	0.000	0.588
6	1.000	0.868	1.187	0.975	0.949	0.000	0.667
7	0.393	1.290	1.127	0.044	0.898	1.000	0.814
8	0.393	0.852	1.112	0.859	0.721	1.000	0.000
9	0.393	1.246	1.321	0.674	0.566	1.000	0.974
#From	To	chi[to]	beta[fr]	lambda
2	0	0.234	0.711	1.000
2	1	0.366	0.042	1.000
2	7	0.284	0.247	1.000
3	1	0.225	1.000	1.000
4	0	0.585	0.188	1.000
4	1	0.158	0.020	1.000
4	2	1.000	0.077	1.000
4	8	1.000	0.715	1.000
5	3	1.000	1.000	1.000
6	9	1.000	1.000	1.000
7	0	0.181	0.424	1.000
7	1	0.201	0.045	1.000
7	7	0.716	0.531	1.000
9	1	0.049	1.000	1.000
