#N	alpha	gamma	mu	phi	psi	rho	sigm
0	1.000	1.355	1.385	0.805	0.720	0.000	0.659
1	1.000	1.083	1.173	0.821	0.852	0.000	0.561
2	0.627	1.002	1.016	0.965	0.992	1.000	0.848
3	0.154	0.576	1.034	0.824	0.909	1.000	0.931
4	1.000	0.589	1.262	0.903	0.516	0.000	0.743
5	1.000	1.371	1.037	0.020	0.869	0.000	0.656
6	0.195	0.621	1.282	0.045	0.941	1.000	0.666
7	0.103	0.632	1.403	0.964	0.950	1.000	0.639
8	1.000	1.244	1.240	0.483	0.569	0.000	0.512
9	1.000	1.206	1.284	0.436	0.676	0.000	0.790
10	0.068	1.345	1.326	0.696	0.613	1.000	0.505
11	0.168	1.068	1.002	0.923	0.975	1.000	0.520
12	0.225	0.736	1.124	0.092	0.822	1.000	0.685
13	0.196	1.419	1.118	0.864	0.720	1.000	0.953
14	0.393	1.415	1.286	0.326	0.684	1.000	0.641
15	0.097	1.221	1.349	0.841	0.793	1.000	0.540
16	0.157	1.182	1.250	0.677	0.878	1.000	0.850
17	0.393	1.008	1.253	0.972	0.822	1.000	0.958
18	0.155	0.996	1.459	0.430	0.928	1.000	0.737
19	0.143	0.745	1.065	0.437	0.582	1.000	0.502
20	0.186	0.929	1.204	0.533	0.701	1.000	0.907
21	0.149	1.388	1.353	0.071	0.791	1.000	0.824
22	0.393	1.169	1.044	0.944	0.955	1.000	0.641
23	0.154	1.458	1.065	0.953	0.954	1.000	0.556
24	0.393	1.039	1.171	0.021	0.777	1.000	0.681
25	1.000	0.660	1.171	0.501	0.740	0.000	0.666
26	0.105	1.395	1.110	0.916	0.853	1.000	0.000
27	0.158	0.672	1.352	0.442	0.993	1.000	0.981
28	0.157	1.289	1.290	0.154	0.626	1.000	0.731
29	1.000	0.586	1.184	0.098	0.508	0.000	0.920
#From	To	chi[to]	beta[fr]	lambda
0	6	0.105	0.143	1.000
0	12	0.193	0.147	1.000
0	16	0.084	0.099	1.000
0	19	0.077	0.271	1.000
0	28	0.085	0.340	1.000
1	2	0.112	0.028	1.000
1	6	0.156	0.397	1.000
1	16	0.206	0.058	1.000
1	19	0.028	0.029	1.000
1	27	0.166	0.357	1.000
1	28	0.153	0.130	1.000
2	2	0.888	0.156	1.000
2	6	0.143	0.274	1.000
2	16	0.013	0.101	1.000
2	19	0.091	0.333	1.000
2	28	0.035	0.136	1.000
3	15	0.249	0.169	1.000
3	16	0.028	0.148	1.000
3	19	0.055	0.149	1.000
3	20	0.125	0.240	1.000
3	27	0.226	0.176	1.000
3	28	0.123	0.118	1.000
4	14	1.000	0.241	1.000
4	17	1.000	0.245	1.000
4	22	1.000	0.246	1.000
4	24	1.000	0.008	1.000
4	27	0.050	0.260	1.000
5	16	0.175	0.218	1.000
5	19	0.127	0.247	1.000
5	20	0.130	0.132	1.000
5	27	0.248	0.134	1.000
5	28	0.031	0.269	1.000
6	7	0.167	0.450	1.000
6	26	0.048	0.550	1.000
7	7	0.126	0.278	1.000
7	26	0.005	0.722	1.000
8	26	0.112	1.000	1.000
9	6	0.139	0.011	1.000
9	12	0.307	0.100	1.000
9	13	0.158	0.073	1.000
9	16	0.084	0.085	1.000
9	19	0.111	0.400	1.000
9	28	0.142	0.330	1.000
10	26	0.089	1.000	1.000
11	10	0.554	0.216	1.000
11	11	0.196	0.296	1.000
11	19	0.087	0.144	1.000
11	21	0.277	0.193	1.000
11	26	0.013	0.150	1.000
12	7	0.080	0.220	1.000
12	21	0.194	0.487	1.000
12	26	0.018	0.293	1.000
13	10	0.362	0.234	1.000
13	11	0.274	0.388	1.000
13	19	0.060	0.200	1.000
13	21	0.008	0.089	1.000
13	26	0.036	0.088	1.000
14	13	0.058	0.400	1.000
14	18	0.483	0.260	1.000
