#N	alpha	gamma	mu	phi	psi	rho	sigm
0	0.154	1.414	1.064	0.646	0.963	1.000	0.538
1	0.246	1.252	1.084	0.008	0.622	1.000	0.980
2	0.097	0.911	1.178	0.446	0.567	1.000	0.000
3	1.000	0.734	1.480	0.041	0.952	0.000	0.924
4	0.122	1.491	1.290	0.714	0.841	1.000	0.000
5	0.097	1.163	1.256	0.767	0.693	1.000	0.000
6	0.246	0.930	1.275	0.250	0.519	1.000	0.516
7	0.393	1.411	1.229	0.013	0.721	1.000	0.948
8	0.097	1.264	1.298	0.982	0.594	1.000	0.000
9	1.000	0.974	1.176	0.543	0.977	0.000	0.628
#From	To	chi[to]	beta[fr]	lambda
0	4	0.395	1.000	1.000
1	4	0.234	0.369	1.000
1	5	1.000	0.631	1.000
3	1	0.213	0.376	1.000
3	6	0.334	0.510	1.000
3	7	1.000	0.113	1.000
6	2	1.000	0.084	1.000
6	4	0.201	0.573	1.000
6	8	1.000	0.342	1.000
7	0	1.000	0.158	1.000
7	1	0.787	0.373	1.000
7	6	0.666	0.469	1.000
9	4	0.170	1.000	1.000
