#N	alpha	gamma	mu	phi	psi	rho	sigm
0	0.393	1.158	1.035	0.979	0.967	1.000	0.621
1	0.393	0.989	1.294	0.396	0.741	1.000	0.854
2	0.393	0.892	1.058	0.610	0.912	1.000	0.572
3	0.154	0.845	1.303	0.412	0.724	1.000	0.000
4	0.393	1.077	1.452	0.680	0.996	1.000	0.732
5	0.393	0.554	1.234	0.836	0.577	1.000	0.639
6	0.150	1.382	1.480	0.144	0.704	1.000	0.659
7	0.195	0.526	1.473	0.178	0.641	1.000	0.526
8	0.393	1.146	1.180	0.884	0.902	1.000	0.837
9	0.270	0.689	1.023	0.369	0.746	1.000	0.536
10	1.000	1.061	1.201	0.795	0.762	0.000	0.638
11	1.000	1.369	1.437	0.197	0.876	0.000	0.907
12	1.000	1.293	1.387	0.701	0.925	0.000	0.875
13	0.246	0.803	1.223	0.094	0.631	1.000	0.517
14	0.059	1.370	1.032	0.807	0.721	1.000	0.000
15	0.224	0.762	1.325	0.375	0.709	1.000	0.871
16	1.000	1.213	1.260	0.445	0.611	0.000	0.645
17	0.131	1.229	1.302	0.084	0.816	1.000	0.828
18	1.000	1.058	1.146	0.126	0.536	0.000	0.766
19	1.000	0.924	1.016	0.728	0.526	0.000	0.870
#From	To	chi[to]	beta[fr]	lambda
0	3	0.187	1.000	1.000
1	8	0.339	0.354	1.000
1	15	0.132	0.646	1.000
2	6	0.081	0.133	1.000
2	9	0.172	0.079	1.000
2	13	0.551	0.630	1.000
2	17	0.274	0.159	1.000
3	3	0.004	1.000	1.000
4	3	0.247	0.051	1.000
4	6	0.149	0.296	1.000
4	7	0.072	0.411	1.000
4	17	0.254	0.242	1.000
5	9	0.134	0.745	1.000
5	15	0.150	0.255	1.000
6	14	1.000	1.000	1.000
7	3	0.233	0.078	1.000
7	6	0.140	0.307	1.000
7	7	0.366	0.217	1.000
7	17	0.084	0.398	1.000
8	8	0.661	0.506	1.000
8	15	0.418	0.494	1.000
9	6	0.214	0.605	1.000
9	7	0.121	0.038	1.000
9	17	0.008	0.357	1.000
10	3	0.154	0.283	1.000
10	6	0.107	0.102	1.000
10	7	0.144	0.285	1.000
10	17	0.195	0.330	1.000
11	9	0.301	0.400	1.000
11	15	0.256	0.600	1.000
12	1	0.386	1.000	1.000
13	3	0.016	0.232	1.000
13	6	0.025	0.438	1.000
13	7	0.151	0.056	1.000
13	17	0.168	0.274	1.000
15	3	0.098	0.460	1.000
15	6	0.051	0.040	1.000
15	7	0.147	0.261	1.000
15	17	0.017	0.239	1.000
16	0	0.546	0.172	1.000
16	2	1.000	0.271	1.000
16	4	0.519	0.451	1.000
16	9	0.317	0.106	1.000
17	3	0.061	1.000	1.000
18	1	0.614	0.409	1.000
18	5	1.000	0.323	1.000
18	15	0.045	0.268	1.000
19	0	0.454	0.245	1.000
19	4	0.481	0.088	1.000
19	6	0.234	0.225	1.000
19	9	0.075	0.246	1.000
19	13	0.449	0.196	1.000
