#N	alpha	gamma	mu	phi	psi	rho	sigm
0	0.393	1.241	1.327	0.024	0.785	1.000	0.567
1	1.000	0.972	1.439	0.710	0.847	0.000	0.966
2	0.060	1.033	1.314	0.537	0.650	1.000	0.000
3	0.311	1.495	1.266	0.160	0.900	1.000	0.558
4	0.288	1.466	1.227	0.424	0.809	1.000	0.896
5	0.204	0.697	1.357	0.016	0.718	1.000	0.980
6	1.000	1.330	1.154	0.638	0.808	0.000	0.714
7	0.288	1.326	1.394	0.477	0.781	1.000	0.751
8	1.000	1.200	1.083	0.947	0.877	0.000	0.780
9	1.000	0.834	1.106	0.675	0.637	0.000	0.673
10	0.115	0.882	1.276	0.177	0.831	1.000	0.698
11	0.336	0.759	1.103	0.195	0.942	1.000	0.771
12	1.000	0.636	1.137	0.745	0.900	0.000	0.680
13	0.036	1.128	1.293	0.258	0.913	1.000	0.878
14	0.393	0.872	1.308	0.409	0.757	1.000	0.874
15	1.000	0.888	1.226	0.060	0.752	0.000	0.525
16	1.000	0.713	1.154	0.829	0.674	0.000	0.925
17	1.000	1.404	1.455	0.024	0.918	0.000	0.888
18	0.098	1.256	1.196	0.401	0.695	1.000	0.543
19	0.393	0.796	1.299	0.765	0.680	1.000	0.909
20	0.037	1.309	1.473	0.799	0.799	1.000	0.663
21	0.177	1.437	1.266	0.616	0.545	1.000	0.594
22	0.393	0.928	1.409	0.907	0.546	1.000	0.807
23	0.108	0.791	1.291	0.983	0.923	1.000	0.583
24	0.131	1.446	1.133	0.584	0.655	1.000	0.000
25	0.078	1.096	1.252	0.417	0.870	1.000	0.908
26	0.064	0.851	1.029	0.937	0.523	1.000	0.971
27	0.039	1.319	1.145	0.037	0.835	1.000	0.552
28	0.036	1.396	1.167	0.442	0.926	1.000	0.542
29	0.137	1.391	1.477	0.129	0.803	1.000	0.940
#From	To	chi[to]	beta[fr]	lambda
0	2	0.011	0.190	1.000
0	10	0.295	0.240	1.000
0	18	0.144	0.321	1.000
0	21	0.276	0.093	1.000
0	29	0.377	0.156	1.000
1	24	0.198	0.339	1.000
1	25	0.048	0.661	1.000
3	2	0.103	0.168	1.000
3	10	0.043	0.288	1.000
3	18	0.070	0.202	1.000
3	20	0.262	0.299	1.000
3	23	0.228	0.043	1.000
4	2	0.146	0.301	1.000
4	5	0.343	0.139	1.000
4	10	0.137	0.187	1.000
4	18	0.053	0.078	1.000
4	21	0.086	0.223	1.000
4	29	0.272	0.072	1.000
5	2	0.092	0.148	1.000
5	20	0.158	0.189	1.000
5	25	0.114	0.283	1.000
5	27	0.040	0.017	1.000
5	28	0.029	0.363	1.000
6	24	0.176	0.761	1.000
6	25	0.116	0.156	1.000
6	27	0.179	0.083	1.000
7	2	0.042	0.225	1.000
7	10	0.113	0.297	1.000
7	18	0.018	0.322	1.000
7	21	0.209	0.156	1.000
8	24	0.013	1.000	1.000
9	0	1.000	0.250	1.000
9	3	0.238	0.109	1.000
9	4	0.332	0.163	1.000
9	7	0.505	0.125	1.000
9	11	0.255	0.150	1.000
9	22	0.270	0.202	1.000
10	2	0.033	0.012	1.000
10	13	0.198	0.064	1.000
10	18	0.086	0.182	1.000
10	20	0.077	0.244	1.000
10	23	0.106	0.094	1.000
10	26	0.116	0.203	1.000
10	27	0.184	0.005	1.000
10	28	0.636	0.196	1.000
11	2	0.036	0.155	1.000
11	5	0.088	0.140	1.000
11	10	0.085	0.144	1.000
11	11	0.193	0.023	1.000
11	18	0.029	0.206	1.000
11	21	0.176	0.168	1.000
11	29	0.141	0.164	1.000
12	3	0.357	0.129	1.000
12	4	0.242	0.123	1.000
12	5	0.271	0.160	1.000
12	7	0.457	0.159	1.000
12	11	0.076	0.010	1.000
12	14	0.338	0.172	1.000
12	21	0.061	0.120	1.000
12	22	0.009	0.128	1.000
13	2	0.154	0.219	1.000
13	20	0.049	0.234	1.000
13	25	0.141	0.190	1.000
13	26	0.465	0.184	1.000
13	27	0.109	0.164	1.000
13	28	0.055	0.009	1.000
14	2	0.090	0.253	1.000
14	10	0.153	0.181	1.000
14	18	0.088	0.205	1.000
14	21	0.038	0.056	1.000
14	29	0.210	0.306	1.000
15	3	0.064	0.013	1.000
15	5	0.076	0.313	1.000
15	11	0.233	0.094	1.000
15	14	0.662	0.268	1.000
15	18	0.005	0.134	1.000
15	21	0.025	0.162	1.000
15	22	0.280	0.017	1.000
16	19	1.000	1.000	1.000
17	24	0.094	0.453	1.000
17	25	0.088	0.547	1.000
18	2	0.037	0.037	1.000
18	20	0.066	0.059	1.000
18	25	0.032	0.126	1.000
18	26	0.119	0.335	1.000
18	27	0.192	0.148	1.000
18	28	0.051	0.294	1.000
19	3	0.342	0.307	1.000
19	4	0.426	0.130	1.000
19	7	0.038	0.069	1.000
19	11	0.076	0.452	1.000
19	22	0.216	0.043	1.000
20	24	0.188	0.352	1.000
20	25	0.132	0.376	1.000
20	27	0.021	0.272	1.000
21	24	0.083	1.000	1.000
22	5	0.222	0.217	1.000
22	11	0.167	0.111	1.000
22	18	0.151	0.308	1.000
22	21	0.128	0.314	1.000
22	22	0.225	0.050	1.000
23	2	0.009	0.016	1.000
23	13	0.414	0.029	1.000
23	18	0.079	0.355	1.000
23	20	0.159	0.182	1.000
23	23	0.311	0.026	1.000
23	26	0.020	0.120	1.000
23	27	0.112	0.165	1.000
23	28	0.008	0.106	1.000
24	24	0.195	1.000	1.000
25	24	0.008	0.389	1.000
25	25	0.104	0.289	1.000
25	27	0.080	0.322	1.000
26	2	0.103	0.224	1.000
26	13	0.387	0.094	1.000
26	18	0.116	0.185	1.000
26	20	0.205	0.048	1.000
26	23	0.355	0.054	1.000
26	26	0.279	0.191	1.000
26	28	0.221	0.203	1.000
27	24	0.045	0.413	1.000
27	25	0.151	0.587	1.000
28	2	0.125	0.195	1.000
28	20	0.024	0.417	1.000
28	25	0.076	0.271	1.000
28	27	0.082	0.117	1.000
29	2	0.017	0.329	1.000
29	10	0.172	0.524	1.000
29	18	0.159	0.147	1.000
