#N	alpha	gamma	mu	phi	psi	rho	sigm
0	0.270	0.953	1.241	0.586	0.775	1.000	0.816
1	0.094	1.197	1.400	0.310	0.652	1.000	0.000
2	0.393	1.462	1.118	0.975	0.770	1.000	0.940
3	0.129	1.262	1.382	0.045	0.783	1.000	0.575
4	0.106	0.736	1.268	0.974	0.810	1.000	0.700
5	1.000	1.352	1.455	0.763	0.527	0.000	0.908
6	0.106	0.922	1.263	0.121	0.521	1.000	0.612
7	0.144	1.417	1.390	0.141	0.523	1.000	0.515
8	0.393	0.625	1.073	0.954	0.670	1.000	0.553
9	0.151	1.179	1.462	0.148	0.900	1.000	0.893
10	1.000	1.423	1.218	0.730	0.832	0.000	0.797
11	0.106	1.094	1.252	0.081	0.881	1.000	0.969
12	0.393	0.958	1.331	0.303	0.664	1.000	0.582
13	1.000	1.388	1.253	0.481	0.719	0.000	0.781
14	0.393	0.721	1.457	0.654	0.737	1.000	0.966
15	0.246	1.406	1.316	0.732	0.592	1.000	0.577
16	0.122	0.857	1.416	0.706	0.507	1.000	0.801
17	1.000	0.810	1.111	0.866	0.874	0.000	0.783
18	1.000	0.889	1.069	0.366	0.612	0.000	0.527
19	0.228	0.742	1.339	0.660	0.917	1.000	0.673
20	0.151	1.362	1.368	0.017	0.541	1.000	0.834
21	0.106	1.093	1.335	0.827	0.810	1.000	0.603
22	0.311	1.210	1.162	0.442	0.517	1.000	0.913
23	1.000	0.955	1.004	0.658	0.991	0.000	0.679
24	1.000	0.836	1.153	0.035	0.779	0.000	0.809
25	1.000	1.403	1.438	0.569	0.716	0.000	0.837
26	0.270	1.431	1.222	0.601	0.629	1.000	0.527
27	0.627	1.182	1.386	0.795	0.841	1.000	0.584
28	0.234	0.596	1.350	0.682	0.571	1.000	0.625
29	0.266	0.828	1.306	0.034	0.801	1.000	0.777
#From	To	chi[to]	beta[fr]	lambda
0	3	0.102	0.314	1.000
0	7	0.184	0.102	1.000
0	16	0.032	0.320	1.000
0	20	0.029	0.263	1.000
1	1	0.070	1.000	1.000
2	1	0.036	0.375	1.000
2	3	0.035	0.175	1.000
2	20	0.055	0.450	1.000
3	1	0.218	1.000	1.000
4	1	0.148	1.000	1.000
5	0	0.284	0.164	1.000
5	12	0.279	0.162	1.000
5	15	0.152	0.221	1.000
5	26	0.266	0.215	1.000
5	29	0.038	0.239	1.000
6	1	0.176	1.000	1.000
7	1	0.082	1.000	1.000
8	0	0.292	0.012	1.000
8	12	0.278	0.240	1.000
8	15	0.466	0.315	1.000
8	26	0.102	0.315	1.000
8	29	0.231	0.118	1.000
9	3	0.088	0.497	1.000
9	16	0.093	0.324	1.000
9	20	0.103	0.179	1.000
10	9	0.090	0.110	1.000
10	19	0.191	0.252	1.000
10	22	0.497	0.232	1.000
10	27	0.510	0.244	1.000
10	29	0.042	0.162	1.000
11	3	0.046	0.341	1.000
11	16	0.088	0.263	1.000
11	20	0.053	0.397	1.000
12	0	0.202	0.060	1.000
12	12	0.158	0.306	1.000
12	15	0.093	0.282	1.000
12	26	0.176	0.042	1.000
12	29	0.227	0.309	1.000
13	0	0.043	0.160	1.000
13	2	1.000	0.470	1.000
13	8	1.000	0.128	1.000
13	26	0.094	0.241	1.000
14	3	0.061	0.069	1.000
14	7	0.036	0.084	1.000
14	16	0.012	0.566	1.000
14	20	0.053	0.281	1.000
15	3	0.044	0.124	1.000
15	7	0.265	0.087	1.000
15	16	0.014	0.147	1.000
15	20	0.019	0.643	1.000
16	1	0.019	1.000	1.000
17	3	0.067	0.236	1.000
17	7	0.261	0.310	1.000
17	16	0.019	0.168	1.000
17	20	0.024	0.286	1.000
18	1	0.054	1.000	1.000
19	3	0.050	0.439	1.000
19	7	0.095	0.455	1.000
19	16	0.018	0.097	1.000
19	20	0.073	0.009	1.000
20	3	0.104	0.225	1.000
20	7	0.086	0.052	1.000
20	16	0.129	0.367	1.000
20	20	0.164	0.356	1.000
21	1	0.197	1.000	1.000
22	3	0.098	0.142	1.000
22	4	0.752	0.076	1.000
22	6	0.348	0.052	1.000
22	9	0.154	0.185	1.000
22	11	0.288	0.154	1.000
22	19	0.294	0.178	1.000
22	21	0.507	0.198	1.000
22	28	0.467	0.015	1.000
23	3	0.025	0.308	1.000
23	7	0.074	0.321	1.000
23	16	0.132	0.054	1.000
23	20	0.122	0.317	1.000
24	3	0.008	0.531	1.000
24	16	0.164	0.086	1.000
24	20	0.114	0.383	1.000
25	0	0.181	0.080	1.000
25	12	0.286	0.090	1.000
25	14	1.000	0.289	1.000
25	15	0.289	0.160	1.000
25	26	0.362	0.229	1.000
25	29	0.239	0.152	1.000
26	3	0.104	0.225	1.000
26	9	0.364	0.216	1.000
26	11	0.302	0.153	1.000
26	16	0.071	0.058	1.000
26	20	0.011	0.253	1.000
26	21	0.021	0.095	1.000
27	3	0.079	0.066	1.000
27	9	0.040	0.030	1.000
27	19	0.515	0.181	1.000
27	22	0.503	0.258	1.000
27	27	0.490	0.255	1.000
27	29	0.223	0.210	1.000
28	3	0.083	0.156	1.000
28	4	0.248	0.249	1.000
28	6	0.652	0.083	1.000
28	9	0.238	0.107	1.000
28	11	0.077	0.040	1.000
28	16	0.138	0.025	1.000
28	20	0.027	0.069	1.000
28	21	0.412	0.076	1.000
28	28	0.144	0.195	1.000
29	3	0.006	0.178	1.000
29	9	0.115	0.147	1.000
29	11	0.332	0.025	1.000
29	16	0.089	0.202	1.000
29	20	0.152	0.175	1.000
29	21	0.061	0.167	1.000
29	28	0.389	0.106	1.000
