#N	alpha	gamma	mu	phi	psi	rho	sigm
0	0.154	0.514	1.094	0.949	0.798	1.000	0.913
1	0.111	0.587	1.180	0.934	0.651	1.000	0.959
2	1.000	1.092	1.102	0.163	0.837	0.000	0.691
3	0.393	0.622	1.019	0.449	0.645	1.000	0.652
4	1.000	0.557	1.116	0.673	0.771	0.000	0.592
5	1.000	1.168	1.344	0.224	0.909	0.000	0.918
6	0.135	0.530	1.347	0.521	0.910	1.000	0.512
7	0.627	0.782	1.493	0.940	0.693	1.000	0.843
8	0.097	0.607	1.437	0.899	0.513	1.000	0.836
9	0.084	1.395	1.092	0.253	0.636	1.000	0.695
10	0.180	1.021	1.176	0.581	0.553	1.000	0.528
11	0.120	0.582	1.063	0.937	0.560	1.000	0.853
12	0.120	0.504	1.453	0.406	0.642	1.000	0.620
13	1.000	1.494	1.367	0.699	0.998	0.000	0.825
14	0.393	1.253	1.461	0.960	0.964	1.000	0.821
15	1.000	0.596	1.000	0.330	0.674	0.000	0.523
16	0.195	0.704	1.474	0.719	0.896	1.000	0.664
17	0.101	1.162	1.221	0.693	0.829	1.000	0.765
18	1.000	0.761	1.177	0.420	0.539	0.000	0.971
19	1.000	1.261	1.312	0.460	0.757	0.000	0.894
20	0.131	0.984	1.418	0.962	0.993	1.000	0.559
21	0.095	1.079	1.064	0.880	0.522	1.000	0.000
22	0.311	1.343	1.215	0.558	0.614	1.000	0.620
23	0.061	1.428	1.252	0.105	0.723	1.000	0.812
24	0.154	0.749	1.249	0.706	0.879	1.000	0.840
25	1.000	1.425	1.457	0.241	0.989	0.000	0.675
26	0.082	1.244	1.184	0.819	0.933	1.000	0.768
27	0.195	1.140	1.184	0.889	0.743	1.000	0.837
28	0.108	1.096	1.380	0.102	0.960	1.000	0.907
29	0.164	1.416	1.057	0.712	0.893	1.000	0.844
#From	To	chi[to]	beta[fr]	lambda
0	6	0.077	0.240	1.000
0	11	0.169	0.060	1.000
0	12	0.077	0.300	1.000
0	17	0.280	0.030	1.000
0	23	1.000	0.177	1.000
0	24	0.091	0.033	1.000
0	28	0.110	0.160	1.000
1	21	0.116	1.000	1.000
2	1	0.091	0.287	1.000
2	3	1.000	0.149	1.000
2	10	0.584	0.391	1.000
2	20	0.299	0.173	1.000
3	1	0.050	0.797	1.000
3	20	0.229	0.203	1.000
4	1	0.041	0.262	1.000
4	21	0.064	0.738	1.000
5	1	0.052	0.257	1.000
5	10	0.380	0.097	1.000
5	20	0.171	0.646	1.000
6	21	0.092	1.000	1.000
7	6	0.087	0.180	1.000
7	7	0.390	0.193	1.000
7	11	0.020	0.236	1.000
7	12	0.050	0.050	1.000
7	16	0.775	0.121	1.000
7	22	0.602	0.031	1.000
7	27	0.155	0.080	1.000
7	28	0.126	0.109	1.000
8	1	0.002	0.350	1.000
8	10	0.035	0.209	1.000
8	20	0.260	0.441	1.000
9	21	0.020	1.000	1.000
10	1	0.084	0.205	1.000
10	21	0.109	0.795	1.000
11	1	0.059	0.216	1.000
11	21	0.027	0.784	1.000
12	21	0.025	1.000	1.000
13	1	0.041	0.083	1.000
13	6	0.099	0.120	1.000
13	11	0.031	0.221	1.000
13	12	0.087	0.097	1.000
13	17	0.266	0.194	1.000
13	24	0.213	0.141	1.000
13	28	0.059	0.145	1.000
14	0	1.000	0.109	1.000
14	6	0.067	0.130	1.000
14	11	0.005	0.228	1.000
14	12	0.099	0.157	1.000
14	16	0.225	0.047	1.000
14	27	0.845	0.102	1.000
14	28	0.079	0.228	1.000
15	1	0.011	0.915	1.000
15	21	0.099	0.085	1.000
16	1	0.093	0.159	1.000
16	6	0.110	0.056	1.000
16	8	0.584	0.035	1.000
16	11	0.083	0.132	1.000
16	12	0.095	0.025	1.000
16	17	0.099	0.262	1.000
