#N	alpha	gamma	mu	phi	psi	rho	sigm
0	0.041	0.938	1.325	0.614	0.879	1.000	0.811
1	1.000	0.824	1.436	0.707	0.977	0.000	0.836
2	0.459	1.412	1.457	0.426	0.851	1.000	0.946
3	0.154	1.028	1.373	0.981	0.910	1.000	0.787
4	0.062	0.978	1.385	0.991	0.894	1.000	0.807
5	0.154	0.736	1.262	0.305	0.594	1.000	0.518
6	0.266	0.862	1.318	0.824	0.503	1.000	0.588
7	1.000	0.627	1.479	0.181	0.630	0.000	0.962
8	1.000	0.505	1.394	0.731	0.776	0.000	0.939
9	0.071	1.481	1.111	0.772	0.781	1.000	0.757
10	0.108	1.093	1.230	0.621	0.582	1.000	0.986
11	0.045	1.314	1.027	0.075	0.704	1.000	0.664
12	0.062	0.692	1.103	0.416	0.878	1.000	0.637
13	0.111	0.544	1.165	0.493	0.888	1.000	0.671
14	0.180	1.314	1.240	0.218	0.635	1.000	0.804
15	0.061	1.299	1.137	0.572	0.957	1.000	0.617
16	0.056	0.662	1.347	0.668	0.832	1.000	0.809
17	0.055	0.798	1.276	0.039	0.585	1.000	0.000
18	0.075	1.294	1.495	0.241	0.775	1.000	0.510
19	0.266	0.531	1.470	0.768	0.603	1.000	0.725
20	0.057	0.720	1.281	0.104	0.852	1.000	0.764
21	0.154	0.895	1.023	0.762	0.829	1.000	0.925
22	1.000	1.033	1.095	0.863	0.972	0.000	0.693
23	0.627	0.871	1.317	0.315	0.805	1.000	0.740
24	0.049	0.624	1.036	0.876	0.691	1.000	0.912
25	0.052	1.469	1.084	0.780	0.696	1.000	0.786
26	0.125	0.878	1.472	0.533	0.928	1.000	0.813
27	0.060	1.187	1.056	0.808	0.543	1.000	0.554
28	0.071	1.228	1.046	0.957	0.817	1.000	0.746
29	1.000	1.375	1.047	0.916	0.979	0.000	0.758
#From	To	chi[to]	beta[fr]	lambda
0	17	0.059	0.973	1.000
0	25	0.111	0.027	1.000
1	2	0.352	0.161	1.000
1	3	0.021	0.155	1.000
1	5	0.074	0.087	1.000
1	10	0.177	0.054	1.000
1	14	0.246	0.168	1.000
1	18	0.029	0.164	1.000
1	21	0.058	0.102	1.000
1	23	0.124	0.108	1.000
2	2	0.414	0.059	1.000
2	3	0.170	0.109	1.000
2	4	0.056	0.032	1.000
2	5	0.095	0.085	1.000
2	6	0.130	0.134	1.000
2	10	0.240	0.072	1.000
2	12	0.034	0.070	1.000
2	14	0.306	0.075	1.000
2	18	0.028	0.142	1.000
2	19	0.164	0.074	1.000
2	21	0.193	0.021	1.000
2	26	0.334	0.129	1.000
3	4	0.003	0.141	1.000
3	12	0.026	0.054	1.000
3	15	0.133	0.323	1.000
3	16	0.062	0.059	1.000
3	17	0.051	0.133	1.000
3	18	0.100	0.136	1.000
3	20	0.057	0.153	1.000
4	17	0.065	0.452	1.000
4	25	0.019	0.548	1.000
5	4	0.091	0.126	1.000
5	12	0.031	0.341	1.000
5	17	0.018	0.025	1.000
5	24	0.097	0.257	1.000
5	25	0.139	0.251	1.000
6	3	0.184	0.114	1.000
6	4	0.057	0.084	1.000
6	5	0.177	0.016	1.000
6	6	0.084	0.072	1.000
6	10	0.010	0.046	1.000
6	12	0.067	0.133	1.000
6	14	0.139	0.007	1.000
6	18	0.075	0.109	1.000
6	19	0.381	0.041	1.000
6	21	0.044	0.152	1.000
6	26	0.455	0.053	1.000
6	27	0.193	0.174	1.000
7	4	0.069	0.077	1.000
7	12	0.013	0.186	1.000
7	17	0.024	0.341	1.000
7	24	0.339	0.121	1.000
7	25	0.191	0.275	1.000
8	17	0.041	1.000	1.000
9	0	0.961	0.107	1.000
9	4	0.023	0.139	1.000
9	12	0.079	0.118	1.000
9	15	0.110	0.073	1.000
9	16	0.021	0.183	1.000
9	17	0.033	0.173	1.000
9	18	0.065	0.152	1.000
9	20	0.099	0.056	1.000
10	4	0.053	0.162	1.000
10	12	0.035	0.055	1.000
10	15	0.017	0.190	1.000
10	16	0.035	0.064	1.000
10	17	0.084	0.147	1.000
10	18	0.017	0.131	1.000
10	20	0.167	0.251	1.000
11	4	0.062	0.091	1.000
11	12	0.090	0.286	1.000
11	15	0.089	0.101	1.000
11	16	0.177	0.333	1.000
11	17	0.086	0.024	1.000
11	18	0.071	0.147	1.000
11	20	0.133	0.019	1.000
12	17	0.066	0.545	1.000
12	25	0.149	0.455	1.000
13	4	0.009	0.138	1.000
13	11	0.183	0.109	1.000
13	12	0.006	0.135	1.000
13	13	0.549	0.018	1.000
13	15	0.029	0.108	1.000
13	16	0.183	0.111	1.000
13	18	0.048	0.122	1.000
13	20	0.129	0.113	1.000
13	27	0.193	0.147	1.000
14	3	0.216	0.138	1.000
14	4	0.053	0.077	1.000
14	5	0.156	0.089	1.000
14	9	1.000	0.106	1.000
14	10	0.055	0.070	1.000
14	11	0.367	0.024	1.000
14	12	0.068	0.016	1.000
14	18	0.011	0.104	1.000
14	20	0.088	0.131	1.000
14	21	0.234	0.095	1.000
